ID,Pipe_OD,Pipe_WT,Yield_Strength,Tensile_Strength,Elongation,%C,%Mn,%S,%P,%Si,%Al,%Cr,%Mo,%Ni,%Cu,%Nb,CE(IIW),Pipe_Grade
986,8.625,0.203,67500,81500,14.7,0.21,1.01,0.021,0.006,0.016,0.005,0.018,0.003,0.014,0.017,0.001,0.385,X42
981,14,0.281,55000,79000,34.1,0.246,1.09,0.014,0.012,0.044,0.001,0.012,0.004,0.011,0.085,0.001,0.444,X52
988,36,0.438,59700,91100,29,0.21,1.3,0.015,0.013,0.36,0.04,0.03,0.01,0.02,0.03,0.01,0.45,X60
988,36,0.438,60800,89000,27,0.18,1.32,0.016,0.014,0.39,0.03,0.04,0.01,0.02,0.03,0.01,0.43,X60
988,36,0.438,65800,95000,30,0.21,1.44,0.019,0.02,0.4,0.05,0.06,0.01,0.02,0.02,0.01,0.48,X60
992,18,0.219,60000,82000,33,0.262,1.16,0.027,0.018,0.009,0.005,0.076,0.014,0.02,0.03,0.001,0.477,X52
993,16,0.53,46100,74000,42.3,0.213,0.984,0.022,0.007,0.042,0.012,0.011,0.011,0.008,0.008,0.001,0.383,X42
996,20,0.219,59500,78000,28.7,0.308,1.11,0.015,0.008,0.053,0.001,0.035,0.006,0.021,0.028,0.001,0.505,X52
996,20,0.219,59500,78000,28.7,0.308,1.11,0.015,0.008,0.053,0.001,0.035,0.006,0.021,0.028,0.001,0.505,X52
996,20,0.219,67000,91500,28,0.258,1.06,0.016,0.012,0.012,0.005,0.07,0.009,0.039,0.017,0.019,0.454,X52
996,20,0.219,68000,91500,32.5,0.235,1.08,0.022,0.012,0.023,0.004,0.058,0.009,0.037,0.031,0.001,0.441,X52
996,20,0.219,68000,91500,32.5,0.235,1.08,0.022,0.012,0.023,0.004,0.058,0.009,0.037,0.031,0.001,0.471,X52
996,20,0.219,69000,93000,34.5,0.266,1.21,0.02,0.01,0.033,0.005,0.038,0.009,0.044,0.032,0.001,0.491,X52
996,20,0.219,69000,93000,34.5,0.266,1.21,0.02,0.01,0.033,0.005,0.038,0.009,0.044,0.032,0.001,0.491,X52
996,20,0.219,71500,94000,27.9,0.258,1.15,0.023,0.008,0.042,0.003,0.032,0.008,0.025,0.029,0.001,0.471,X52
1008,10.75,0.219,51000,66500,35.1,0.218,0.591,0.024,0.01,0.006,0.006,0.037,0.015,0.018,0.04,0.001,0.331,Grade B
1012,8.625,0.156,60000,85000,6,0.291,1.25,0.019,0.009,0.015,0.005,0.054,0.024,0.081,0.076,0.001,0.534,X52
1012,8.625,0.156,60500,93000,34.3,0.291,1.25,0.019,0.009,0.015,0.005,0.054,0.024,0.081,0.076,0.001,0.534,X52
1013,16,0.25,58500,78500,30.8,0.249,0.785,0.018,0.028,0.043,0.002,0.02,0.008,0.054,0.127,0.001,0.398,X46
1019,18,0.5,80000,111000,24,0.307,1.05,0.016,0.016,0.018,0.006,0.05,0.011,0.01,0.011,0.001,0.496,X42
1021,10.75,0.5,62500,77000,29.2,0.135,1.24,0.002,0.014,0.26,0.043,0.019,0.004,0.013,0.009,0.033,0.348,X65
1023,8.625,0.188,60000,88500,31.3,0.276,0.851,0.033,0.011,0.035,0.002,0.028,0.008,0.062,0.191,0.001,0.44,X52
1024,30,0.438,73500,90000,29.1,0.116,1.38,0.005,0.021,0.246,0.033,0.036,0.004,0.008,0.006,0.02,0.203,X70
1024,30,0.438,73500,89500,29.9,0.121,1.37,0.004,0.013,0.211,0.043,0.038,0.004,0.009,0.006,0.021,0.207,X70
1024,30,0.438,81000,89500,28.3,0.106,1.44,0.007,0.011,0.204,0.051,0.033,0.006,0.009,0.008,0.017,0.195,X70
1027,6.625,0.28,54500,65500,35.2,0.159,0.855,0.015,0.004,0.007,0.002,0.016,0.002,0.015,0.01,0.001,0.0005,Grade B
1028,8.625,0.25,61500,81000,21,0.268,0.691,0.017,0.005,0.058,0.003,0.059,0.014,0.069,0.151,0.001,0.412,X52
1053,8.625,0.27,36000,59000,43.5,0.059,0.359,0.05,0.093,0.004,0.002,0.007,0.001,0.005,0.005,0.001,0.122,Grade B
1054,16,0.321,64500,82000,25.6,0.136,0.632,0.004,0.016,0.227,0.021,0.024,0.004,0.012,0.008,0.028,0.248,X52
1061,4.5,0.219,45800,73500,41.6,0.249,0.855,0.011,0.005,0.018,0.012,0.013,0.004,0,0.015,0.001,0.395,X42
1061,4.5,0.219,46700,73500,39.8,0.226,0.829,0.012,0.005,0.016,0.014,0.013,0.004,0,0.015,0.001,0.368,X42
1063,8.625,0.219,54000,71500,29.2,0.226,0.58,0.015,0.006,0.01,0.006,0.027,0.008,0.045,0.118,0.001,0.341,X42
1068,8.625,0.277,48300,76500,34.2,0.178,1.16,0.015,0.018,0.157,0.001,0.012,0.004,0.011,0.019,0.001,0.377,Grade B
1068,8.625,0.277,53000,77500,32.7,0.16,1.16,0.019,0.018,0.159,0.003,0.011,0.004,0.01,0.018,0.001,0.358,Grade B
1073,10.75,0.188,47900,71000,34.1,0.21,0.848,0.031,0.015,0.09,0.003,0.015,0.005,0.069,0.047,0.001,0.363,Grade B
1070,6.625,0.156,54500,69000,34.9,0.178,0.5,0.017,0.005,0.013,0.012,0.018,0.009,0.05,0.137,0.001,0.281,X42
1070,6.625,0.156,55000,71500,29.6,0.216,0.543,0.024,0.005,0.011,0.005,0.021,0.006,0.04,0.075,0.001,0.321,X42
1070,6.625,0.156,57500,74500,20.6,0.233,0.573,0.021,0.008,0.012,0.009,0.037,0.009,0.053,0.14,0.001,0.353,X42
1077,8.625,0.25,58000,69000,27.15,0.235,0.98,0.028,0.008,0.015,0.007,0.041,0.004,0.011,0.011,0.001,0.409,X52
1078,6.625,0.156,52500,68000,33.8,0.201,0.547,0.007,0.008,0.016,0.005,0.035,0.006,0.009,0.074,0.001,0.309,X42
1080,4.5,0.237,47800,66500,30.6,0.049,0.408,0.02,0.075,0.018,0.001,0.01,0.002,0.01,0.009,0.001,0.122,X42
1081,8.625,0.203,50500,73000,34,0.151,0.748,0.017,0.012,0.239,0.026,0.041,0.009,0.043,0.068,0.001,0.298,X42
1082,10.75,0.188,63000,86500,26.7,0.25,1.22,0.021,0.012,0.244,0.009,0.042,0.011,0.051,0.101,0.002,0.474,X52
1083,12.75,0.25,58275,82850,34.3,0.218,1.01,0.006,0.008,0.021,0.036,0.023,0.004,0.01,0.013,0.001,0.397,X42
1086,8.625,0.188,52500,74500,21,0.246,1.14,0.014,0.008,0.028,0.003,0.038,0.009,0.031,0.027,0.001,0.449,Grade B
1086,8.625,0.188,63000,77500,17.2,0.246,1.14,0.014,0.008,0.028,0.003,0.038,0.009,0.031,0.027,0.001,0.449,Grade B
1088,16,0.25,70500,83000,30.6,0.065,1.16,0.004,0.012,0.194,0.033,0.022,0.006,0.011,0.009,0.04,0.133,X60
1087,8.625,0.172,75000,89000,29.2,0.059,1.42,0.005,0.016,0.209,0.054,0.068,0.039,0.125,0.395,0.069,0.166,X60
1089,8.625,0.5,54000,74000,38.5,0.198,1.07,0.007,0.005,0.214,0.034,0.021,0.006,0.013,0.024,0.001,0.38,X42
1089,8.625,0.5,59000,75500,37.6,0.185,1.07,0.007,0.005,0.215,0.034,0.021,0.007,0.013,0.024,0.001,0.37,X42
1091,12.75,0.312,73500,87500,34.4,0.064,1.32,0.004,0.02,0.272,0.039,0.015,0.005,0.005,0.006,0.036,0.141,X65
1098,10.75,0.219,63000,91000,29.2,0.281,1.26,0.017,0.01,0.019,0.003,0.014,0.005,0.01,0.01,0.001,0.498,X52
1099,6.625,0.25,49300,73500,39.7,0.192,0.451,0.028,0.036,0.228,0.002,0.05,0.008,0.051,0.115,0.001,0.328,Grade B
1100,6.625,0.188,53000,71000,36.9,0.248,0.804,0.025,0.008,0.038,0.018,0.024,0.004,0.01,0.021,0.001,0.39,X46
1092,6.625,0.25,47900,74500,40.2,0.231,0.49,0.018,0.038,0.12,0.003,0.062,0.007,0.067,0.132,0.001,0.34,Grade B
1092,6.625,0.25,52000,74000,37.7,0.248,0.388,0.032,0.026,0.236,0.014,0.037,0.004,0.043,0.092,0.001,0.33,Grade B
1092,6.625,0.25,53000,77000,40.5,0.235,0.451,0.026,0.03,0.264,0.013,0.046,0.005,0.047,0.102,0.001,0.33,Grade B
1092,6.625,0.25,54500,76000,38.2,0.23,0.475,0.037,0.02,0.267,0.022,0.059,0.008,0.058,0.144,0.001,0.336,Grade B
1092,6.625,0.25,54500,62500,37.4,0.173,0.814,0.013,0.01,0.003,0.001,0.017,0.002,0.033,0.013,0.001,0.316,Grade B
1092,6.625,0.25,56000,77500,35.3,0.232,0.518,0.027,0.03,0.245,0.022,0.059,0.008,0.058,0.215,0.001,0.35,Grade B
1102,12.75,0.5,44100,72500,45.2,0.216,0.653,0.007,0.007,0.223,0.019,0.04,0.013,0.022,0.015,0.001,0.338,Grade B
1102,12.75,0.5,44700,72500,42.4,0.202,0.655,0.006,0.007,0.223,0.021,0.038,0.013,0.022,0.015,0.001,0.324,Grade B
1102,12.75,0.5,45600,73000,42.8,0.216,0.655,0.007,0.007,0.224,0.02,0.038,0.013,0.022,0.015,0.002,0.338,Grade B
1107,8.625,0.185,54000,70000,36.1,0.276,0.645,0.018,0.003,0.006,0.005,0.011,0.003,0.019,0.081,0.001,0.393,X42
1111,8.625,0.203,56000,76500,38.8,0.245,0.498,0.023,0.007,0.014,0.034,0.059,0.018,0.044,0.097,0.001,0.353,Grade B
1112,9.625,0.312,61000,104000,25.1,0.452,0.77,0.012,0.026,0.403,0.002,0.02,0.003,0.019,0.012,0.001,0.587,J-55
1113,7,0.312,69000,85000,32.7,0.282,1.39,0.003,0.011,0.249,0.043,0.011,0.007,0.011,0.018,0.001,0.519,J-55
1114,16,0.312,49700,77000,32.4,0.302,1.07,0.012,0.003,0.01,0.003,0.033,0.018,0.043,0.058,0.001,0.497,Grade B
1115,16,0.312,49750,68000,37.1,0.162,1.06,0.007,0.015,0.189,0.033,0.041,0.007,0.013,0.016,0.001,0.351,X42
1120,30,0.429,82500,96500,31.6,0.065,1.59,0.002,0.011,0.266,0.03,0.149,0.05,0.008,0.077,0.05,0.189,X70
1121,8.625,0.203,47600,68500,39.8,0.136,0.766,0.018,0.027,0.021,0.032,0.026,0.005,0.03,0.017,0.001,0.273,X42
1132,20,0.344,64000,80500,32.4,0.227,1.03,0.019,0.007,0.012,0.006,0.013,0.006,0.012,0.009,0.001,0.404,X60
1123,8.625,0.322,38400,63500,42.2,0.216,0.435,0.018,0.004,0.01,0.029,0.015,0.003,0.007,0.013,0.001,0.293,Grade B
1128,20,0.312,53000,73500,33.4,0.224,0.09,0.015,0.009,0.017,0.006,0.033,0.019,0.022,0.017,0.001,0.387,Grade B
1129,20,0.312,56500,83000,34.7,0.226,1.11,0.019,0.007,0.044,0.009,0.057,0.006,0.008,0.01,0.001,0.435,X42
1130,20,0.312,60500,78000,35.8,0.225,0.94,0.01,0.01,0.014,0.006,0.021,0.004,0.01,0.009,0.018,0.388,Grade B
1124,8.625,0.312,36800,65500,44.6,0.212,0.434,0.014,0.004,0.01,0.028,0.015,0.003,0.007,0.013,0.001,0.33,Grade B
1125,8.625,0.312,45700,67500,40.8,0.252,0.428,0.021,0.006,0.025,0.01,0.02,0.003,0.008,0.016,0.001,0.33,Grade B
1133,20,0.312,53000,75500,35.9,0.165,1.06,0.009,0.015,0.196,0.029,0.054,0.007,0.013,0.019,0.001,0.357,X42
1134,16,0.312,49000,73500,37.6,0.227,1.03,0.019,0.007,0.012,0.006,0.013,0.006,0.012,0.009,0.001,0.404,X42
1135,12.75,0.25,52500,72000,28,0.231,0.84,0.022,0.009,0.036,0.005,0.016,0.005,0.024,0.101,0.001,0.384,X42
1136,8.625,0.25,55000,69500,32.1,0.183,0.374,0.018,0.006,0.041,0.013,0.02,0.007,0.062,0.204,0.001,0.268,Grade B
1122,16,0.203,62000,78000,35.8,0.228,1.24,0.022,0.009,0.009,0.003,0.049,0.015,0.071,0.069,0.021,0.457,X60
1137,14,0.25,68000,84500,29.2,0.058,1.03,0.014,0.008,0.021,0.038,0.018,0.007,0.019,0.029,0.056,0.114,X65
1137,14,0.25,70000,86000,25.2,0.053,1.05,0.02,0.005,0.021,0.039,0.023,0.007,0.014,0.02,0.06,0.114,X65
1137,14,0.25,70000,86000,26.4,0.055,1.06,0.02,0.005,0.022,0.039,0.023,0.007,0.014,0.02,0.06,0.112,X65
1144,8.625,0.203,58000,74000,31.7,0.217,0.924,0.017,0.009,0.019,0.005,0.023,0.004,0.012,0.016,0.001,0.378,X42
1145,16,0.312,57000,75000,32.5,0.245,0.913,0.02,0.012,0.006,0.006,0.035,0.005,0.033,0.043,0.001,0.41,X48
1145,16,0.312,59000,76500,31.3,0.241,0.929,0.023,0.013,0.006,0.007,0.043,0.007,0.025,0.041,0.001,0.41,X48
1145,16,0.312,59500,76500,33.4,0.246,0.906,0.023,0.016,0.006,0.007,0.03,0.006,0.017,0.024,0.001,0.407,X48
1150,6.625,0.188,60000,73000,36.7,0.177,0.599,0.017,0.01,0.006,0.001,0.025,0.002,0.029,0.013,0.001,0.285,X46
1151,8.625,0.188,53000,70000,30.4,0.233,0.858,0.023,0.01,0.014,0.005,0.014,0.005,0.012,0.012,0.001,0.381,X42
1153,8.625,0.185,62500,77500,32.1,0.269,0.649,0.016,0.005,0.006,0.001,0.022,0.003,0.011,0.071,0.001,0.388,X42
1153,8.625,0.185,72000,83000,4.9,0.269,0.649,0.016,0.005,0.006,0.001,0.022,0.003,0.011,0.071,0.001,0.388,X42
1155,12.75,0.203,65000,82500,26,0.268,1.12,0.016,0.012,0.026,0.004,0.045,0.011,0.025,0.013,0.016,0.468,X52
1156,6.625,0.28,60000,67000,40.5,0.066,0.622,0.006,0.02,0.152,0.032,0.031,0.006,0.012,0.015,0.013,0.11,X42
1157,12.75,0.203,54500,79500,30.8,0.221,0.857,0.013,0.014,0.028,0.004,0.014,0.005,0.017,0.06,0.001,0.373,X46
1154,12.75,0.203,70000,91500,23.4,0.262,1.15,0.022,0.019,0.025,0.004,0.048,0.014,0.016,0.01,0.014,0.468,X52
1159,8.625,0.277,43900,69000,41.1,0.208,0.64,0.016,0.012,0.083,0.002,0.046,0.008,0.031,0.061,0.001,0.332,X42
1160,6.625,0.188,64500,78500,29.1,0.244,0.856,0.02,0.007,0.016,0.005,0.014,0.005,0.009,0.011,0.001,0.392,X42
1161,8.625,0.277,49100,71500,30.5,0.181,0.471,0.012,0.073,0.127,0.042,0.006,0.006,0.006,0.013,0.001,0.2633,Grade B
1162,8.625,0.188,69000,89000,25.9,0.239,1.09,0.018,0.012,0.194,0.003,0.03,0.012,0.071,0.174,0.001,0.445,X52
1162,8.625,0.188,69000,90000,24.3,0.242,1.08,0.017,0.012,0.196,0.005,0.03,0.012,0.071,0.173,0.001,0.447,X52
1162,8.625,0.188,70500,90500,22.3,0.26,1.2,0.02,0.008,0.245,0.002,0.035,0.015,0.069,0.156,0.001,0.485,X52
1165,8.625,0.322,42400,64500,43.6,0.203,0.588,0.013,0.015,0.105,0.029,0.011,0.002,0.006,0.006,0.001,0.304,Grade B
1166,4.5,0.188,60500,72500,32.6,0.279,0.709,0.035,0.008,0.005,0.001,0.033,0.012,0.045,0.096,0.001,0.434,Grade B
1167,8.625,0.25,48400,60000,39.7,0.198,0.797,0.022,0.008,0.015,0.005,0.018,0.003,0.008,0.01,0.001,0.336,X46
1168,16,0.25,83500,97500,27.9,0.048,1.55,0.002,0.011,0.251,0.021,0.056,0.024,0.054,0.13,0.053,0.155,X65
1168,16,0.25,87000,98500,28.4,0.042,1.58,0.003,0.011,0.246,0.02,0.047,0.02,0.048,0.132,0.051,0.151,X65
1170,24,0.281,72000,91000,29.2,0.07,1.41,0.003,0.011,0.225,0.026,0.024,0.005,0.017,0.007,0.041,0.151,X65
1183,8.625,0.203,47700,70000,35.6,0.148,0.605,0.017,0.017,0.222,0.037,0.046,0.008,0.041,0.121,0.001,0.27,X42
1184,8.625,0.219,33400,51000,21.2,0.149,0.617,0.02,0.018,0.22,0.035,0.045,0.008,0.041,0.121,0.001,0.273,Grade B
1184,8.625,0.219,34300,52500,26.6,0.149,0.617,0.02,0.018,0.22,0.035,0.045,0.008,0.041,0.121,0.001,0.273,Grade B
1184,8.625,0.219,34800,52500,36.1,0.149,0.617,0.02,0.018,0.22,0.035,0.045,0.008,0.041,0.121,0.001,0.273,Grade B
1185,22,0.312,51500,72000,33.9,0.233,0.74,0.019,0.044,0.008,0.002,0.022,0.004,0.02,0.043,0.001,0.366,X46
1186,10,0.375,47700,70000,35.6,0.228,0.542,0.025,0.028,0.01,0.055,0.036,0.009,0.06,0.05,0.001,0.335,Grade B
1187,8.625,0.312,52000,64500,30.5,0.186,0.7,0.012,0.005,0.005,0.002,0.021,0.01,0.029,0.031,0.001,0.313,X42
