Struct_ID, OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe Vintage,%C,%Mn,%S,%Si,%P,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Sn,%Ti,%Nb,%Co,Pipe_Grade
596,-0.368548042,-0.6,-0.726027397,-0.452108367,-0.144200627,-0.160714286,0.419354839,-0.086300543,-0.778894472,-0.904761905,-0.924528302,-0.436363636,-0.927083333,-0.967346939,-1,-0.979545455,-0.952662722,-0.983739837,-0.92,-0.97826087,-0.9,2
597,-0.368548042,-0.6,-0.726027397,-0.430031223,0.07523511,-0.160714286,0.638709677,0.010259505,-0.798994975,-0.757575758,-0.943396226,-0.527272727,-0.739583333,-0.918367347,-0.974358974,-0.965909091,-0.869822485,-0.93495935,-0.92,-0.956521739,-0.85,2
598,-0.368548042,-0.6,-0.726027397,-0.310183871,-0.410658307,-0.160714286,0.341935484,-0.182860591,-0.688442211,-0.961038961,-0.943396226,-1,-0.989583333,-0.926530612,-0.948717949,-0.947727273,-0.940828402,-0.333333333,-0.92,-0.97826087,0.9,2
599,-0.368548042,-0.6,-0.726027397,-0.29756836,-0.300940439,0.339285714,-0.135483871,-0.146650573,-0.939698492,-0.363636364,-0.754716981,-0.381818182,-0.84375,-0.951020408,-0.948717949,-0.954545455,-0.972386588,-0.983739837,-0.84,-0.97826087,-0.8,3
600,-0.368548042,-0.6,-0.726027397,-0.281798972,-0.018808777,-0.160714286,0.625806452,0.010259505,-0.829145729,-0.761904762,-0.943396226,-0.527272727,-0.739583333,-0.918367347,-0.974358974,-0.963636364,-0.869822485,-0.93495935,-0.92,-0.97826087,-0.85,2
601,-0.368548042,-0.6,-0.726027397,-0.275491216,-0.394984326,-0.089285714,0.35483871,-0.448400724,-0.67839196,-0.701298701,-0.886792453,-0.963636364,-0.953125,-0.975510204,-1,-0.852272727,-0.700197239,-0.902439024,-0.92,-1,0.3,3
602,-0.368548042,-0.6,-0.726027397,-0.275491216,-0.536050157,-0.053571429,0.083870968,-0.138201569,-0.788944724,-0.935064935,-0.905660377,-0.909090909,-0.916666667,-0.975510204,-1,-0.981818182,-0.960552268,-1,-0.92,-0.97826087,-0.85,4
603,-0.368548042,-0.6,-0.726027397,-0.177721008,-0.141065831,-0.089285714,0.419354839,-0.375980688,-0.587939698,-0.70995671,-0.58490566,-0.927272727,-0.890625,-0.975510204,-0.974358974,-0.852272727,-0.644970414,-0.869918699,-0.92,-1,0.25,3
604,-0.368548042,-0.6,-0.726027397,-0.16195162,-0.191222571,0.142857143,-0.070967742,-0.263729632,-0.889447236,-0.060606061,-0.905660377,-0.254545455,-0.890625,-0.983673469,-1,-0.9,-0.846153846,-0.967479675,-0.92,-0.956521739,-0.35,5
605,-0.368548042,-0.6,-0.726027397,-0.098874066,-0.159874608,0.142857143,-0.051612903,-0.262522631,-0.879396985,-0.056277056,-0.905660377,-0.272727273,-0.890625,-0.983673469,-1,-0.9,-0.846153846,-0.983739837,-0.92,-0.97826087,-0.35,5
606,-0.368548042,-0.6,-0.726027397,-0.067335289,-0.238244514,-0.125,-0.012903226,-0.648762824,-0.829145729,-0.822510823,-0.943396226,-0.763636364,-0.90625,-0.942857143,-1,-0.859090909,-0.195266272,-0.674796748,-0.92,-0.97826087,-0.55,2
607,-0.368548042,-0.6,-0.726027397,0.027281042,-0.253918495,0.142857143,0.322580645,0.082679541,-0.728643216,-0.935064935,-0.905660377,-0.872727273,-0.796875,-0.967346939,-1,-0.975,-0.956607495,-0.983739837,-1,-0.97826087,-0.85,5
608,-0.368548042,-0.6,-0.726027397,0.058819819,-0.253918495,-0.017857143,-0.058064516,-0.028364514,-0.83919598,-0.952380952,-0.962264151,-0.909090909,-0.828125,-0.975510204,-1,-0.961363636,-0.921104536,-0.983739837,-0.92,-0.97826087,-0.9,3
609,-0.368548042,-0.6,-0.726027397,0.058819819,0.07523511,0.125,0.477419355,-0.086300543,-0.809045226,-0.45021645,-0.943396226,-0.909090909,-0.65625,-0.869387755,-1,-0.815909091,-0.392504931,-0.837398374,-0.92,-0.97826087,-0.6,5
610,-0.368548042,-0.6,-0.726027397,0.090358596,-0.034482759,-0.071428571,0.580645161,-0.074230537,-0.728643216,-0.805194805,-0.867924528,-0.872727273,-0.895833333,-0.951020408,-0.948717949,-0.931818182,-0.467455621,-0.772357724,-0.84,-0.956521739,-0.65,3
611,-0.368548042,-0.6,-0.726027397,0.121897373,-0.003134796,0.017857143,0.348387097,-0.03922752,-0.829145729,-0.939393939,-0.886792453,-0.945454545,-0.953125,-0.934693878,-0.948717949,-0.979545455,-0.932938856,-0.967479675,-0.84,-0.934782609,-0.65,3
612,-0.368548042,-0.6,-0.726027397,0.137666761,-0.097178683,0.125,0.380645161,-0.190102595,-0.829145729,-0.965367965,-0.905660377,-0.836363636,-0.953125,-0.959183673,-0.948717949,-0.975,-0.952662722,-0.967479675,-0.84,-0.934782609,-0.7,3
613,-0.368548042,-0.6,-0.726027397,0.137666761,0.122257053,0.125,0.535483871,-0.266143633,-0.83919598,-0.748917749,-0.962264151,-0.945454545,-0.703125,-0.885714286,-0.974358974,-0.843181818,-0.40433925,-0.853658537,-0.92,-0.97826087,-0.6,5
614,-0.107668279,-0.6,-0.81369863,-0.442646734,-0.238244514,-0.232142857,0.232258065,-0.128545564,-0.819095477,-0.852813853,-0.924528302,-0.890909091,-0.927083333,-0.975510204,-0.974358974,-0.986363636,-0.960552268,-0.983739837,-0.52,-0.97826087,-0.8,3
615,-0.107668279,-0.6,-0.81369863,-0.436338979,-0.206896552,-0.232142857,0.232258065,-0.128545564,-0.819095477,-0.852813853,-0.924528302,-0.890909091,-0.927083333,-0.975510204,-0.974358974,-0.986363636,-0.960552268,-0.983739837,-0.52,-0.97826087,-0.8,3
616,-0.107668279,-0.6,-0.81369863,-0.389030813,-0.363636364,-0.089285714,0.032258065,-0.508750754,-0.829145729,-0.813852814,-0.056603774,1,-0.979166667,-1,-0.923076923,-0.990909091,-0.964497041,-0.983739837,-0.84,-0.97826087,-0.8,2
617,-0.107668279,-0.6,-0.81369863,-0.33856877,-0.285266458,-0.089285714,0.032258065,-0.508750754,-0.829145729,-0.813852814,-0.056603774,1,-0.979166667,-1,-0.923076923,-0.990909091,-0.964497041,-0.983739837,-0.84,-0.97826087,-0.8,2
618,-0.107668279,-0.6,-0.81369863,-0.29756836,-0.144200627,0.160714286,-0.896774194,-0.104405552,-0.959798995,0.108225108,-0.886792453,-0.563636364,-0.859375,-0.87755102,-0.923076923,-0.872727273,-0.542406312,-0.869918699,0.28,-0.630434783,-0.75,2
619,-0.107668279,-0.6,-0.81369863,-0.291260605,-0.081504702,-0.107142857,0.296774194,-0.508750754,-0.829145729,-0.090909091,-0.339622642,-0.945454545,-0.6875,-0.942857143,-1,-0.847727273,-0.479289941,-0.658536585,-0.92,-0.97826087,-0.35,2
620,-0.107668279,-0.6,-0.81369863,-0.259721828,-0.097178683,-0.357142857,0.393548387,-0.674109837,-0.869346734,-0.926406926,-0.943396226,-0.981818182,-0.828125,-0.959183673,-1,-0.981818182,-0.948717949,-0.967479675,-0.04,-0.97826087,-0.8,2
621,-0.107668279,-0.6,-0.81369863,-0.247106317,-0.112852665,-0.107142857,0.04516129,-0.555823778,-0.728643216,-0.012987013,-0.377358491,-0.963636364,-0.75,-0.934693878,-1,-0.884090909,-0.546351085,-0.804878049,-0.84,-0.97826087,-0.5,2
622,-0.107668279,-0.6,-0.81369863,-0.231336929,-0.112852665,0.285714286,0.038709677,-0.385636693,-0.738693467,-0.441558442,-0.943396226,-0.509090909,-0.875,-0.853061224,-1,-0.859090909,-0.696252465,-0.902439024,-0.84,-0.956521739,-0.85,3
623,-0.107668279,-0.6,-0.81369863,-0.16195162,0.184952978,0.017857143,0.438709677,-0.048883524,-0.778894472,-0.112554113,-0.943396226,-0.618181818,-0.921875,-0.87755102,-0.948717949,-0.931818182,-0.857988166,-0.886178862,-0.76,-0.956521739,-0.8,3
624,-0.107668279,-0.6,-0.81369863,-0.16195162,-0.097178683,-0.107142857,0.406451613,-0.631864816,-0.688442211,0.021645022,-0.566037736,-0.745454545,-0.817708333,-0.967346939,-1,-0.902272727,-0.637080868,-0.788617886,-0.84,-0.97826087,-0.45,2
625,-0.107668279,-0.6,-0.81369863,-0.130412843,-0.003134796,-0.107142857,0.322580645,-0.555823778,-0.748743719,0.142857143,-0.490566038,-0.763636364,-0.770833333,-0.959183673,-1,-0.893181818,-0.597633136,-0.577235772,-0.84,-0.97826087,-0.45,2
626,-0.107668279,-0.6,-0.81369863,-0.114643454,0.122257053,0.285714286,0.309677419,-0.229933615,-0.768844221,-0.307359307,-0.924528302,-0.145454545,-0.833333333,-0.795918367,-1,-0.863636364,-0.715976331,-0.902439024,-0.84,-0.934782609,-0.8,3
627,-0.107668279,-0.6,-0.81369863,-0.083104677,-0.034482759,-0.107142857,0.290322581,-0.526855763,-0.638190955,0.155844156,-0.679245283,-0.6,-0.703125,-0.934693878,-1,-0.868181818,-0.431952663,-0.479674797,-0.92,-0.97826087,-0.35,2
628,-0.107668279,-0.6,-0.81369863,-0.083104677,-0.457680251,-0.107142857,-0.077419355,-0.117682559,-0.879396985,-0.987012987,-0.867924528,-0.981818182,-0.921875,-0.983673469,-1,-0.925,-0.948717949,-1,-0.92,-0.97826087,-0.65,2
629,-0.107668279,-0.6,-0.81369863,-0.035796512,0.012539185,-0.107142857,0.303225806,-0.474954737,-0.738693467,0.060606061,-0.490566038,-0.6,-0.703125,-0.934693878,-1,-0.868181818,-0.151873767,-0.62601626,-0.92,-0.97826087,-0.4,2
630,-0.107668279,-0.6,-0.81369863,-0.020027123,-0.332288401,0.142857143,0.070967742,-0.228726614,-0.859296482,-0.974025974,-0.905660377,-0.963636364,-0.916666667,-1,-1,-0.913636364,-0.921104536,-0.983739837,-1,-0.97826087,-0.55,2
631,-0.107668279,-0.6,-0.81369863,0.011511654,-0.081504702,0.142857143,0.135483871,-0.13940857,-0.738693467,-0.489177489,-0.79245283,-0.945454545,-0.78125,-0.918367347,-0.974358974,-0.861363636,-0.550295858,-0.886178862,-0.92,-0.956521739,-0.5,5
632,-0.107668279,-0.6,-0.81369863,0.090358596,-0.097178683,0.214285714,-0.290322581,-0.243210622,-0.909547739,-0.965367965,-0.924528302,-0.963636364,-0.921875,-0.967346939,-1,-0.972727273,-0.960552268,-1,-0.92,-0.97826087,-0.9,5
633,-0.107668279,-0.6,-0.81369863,0.342668811,0.122257053,-0.196428571,-0.341935484,-0.342184671,-0.949748744,-0.987012987,-1,-0.981818182,-0.973958333,-0.975510204,-1,-0.990909091,-0.952662722,-0.983739837,-0.92,-0.97826087,-1,5
634,-0.107668279,-0.6,-0.81369863,0.468823919,0.153605016,0.357142857,0.316129032,-0.418225709,-0.819095477,-0.935064935,-0.962264151,-0.872727273,-0.625,-0.926530612,-1,-0.947727273,-0.82642998,-0.967479675,-0.92,-0.97826087,-0.95,3
635,0.350724628,-0.6352,-0.906849315,0.295360646,0.467084639,0.964285714,0.174193548,0.263729632,-0.889447236,-0.346320346,-0.849056604,-0.654545455,-0.901041667,-0.926530612,-0.384615385,-0.979545455,-0.956607495,-0.983739837,-0.84,-0.97826087,-0.95,5
636,0.337474123,-0.6416,-0.906849315,-0.650802662,-0.614420063,-0.178571429,-0.722580645,-0.601689801,-0.778894472,-0.982683983,-0.094339623,-0.763636364,-0.932291667,-0.967346939,-1,-0.947727273,-0.82642998,-0.756097561,-0.92,-0.97826087,-0.9,1
637,0.337474123,-0.6416,-0.906849315,-0.644494906,-0.238244514,0.410714286,0.4,-0.207000604,-0.83919598,-0.887445887,-0.849056604,-0.909090909,-0.869791667,-0.942857143,-1,-0.947727273,-0.928994083,-0.983739837,-0.92,-0.97826087,-0.85,2
638,0.337474123,-0.6416,-0.906849315,-0.464723878,-0.112852665,0.410714286,0.35483871,-0.243210622,-0.83919598,-0.896103896,-0.867924528,-0.854545455,-0.869791667,-0.942857143,-1,-0.947727273,-0.928994083,-0.983739837,-0.92,-0.97826087,-0.85,2
639,0.337474123,-0.6416,-0.906849315,-0.294414483,-0.332288401,-0.196428571,-0.877419355,-0.607724804,-0.809045226,-0.922077922,0.358490566,-0.981818182,-0.958333333,-0.983673469,-0.769230769,-0.977272727,-0.964497041,-0.983739837,-0.92,-0.97826087,-0.75,1
640,0.337474123,-0.6416,-0.906849315,-0.098874066,-0.426332288,0.125,0.232258065,-0.334942667,-0.688442211,-0.952380952,-0.924528302,-0.981818182,-0.947916667,-0.983673469,-1,-0.970454545,-0.964497041,-0.983739837,-0.92,-0.97826087,-0.8,3
641,0.337474123,-0.6416,-0.906849315,0.468823919,-0.05015674,0.642857143,-0.780645161,-0.063367532,-0.949748744,-0.125541126,-0.905660377,-0.327272727,-0.838541667,-0.918367347,-0.846153846,-0.952272727,-0.786982249,-0.93495935,-0.76,-0.47826087,-0.85,3
642,-0.889855085,-0.664,-0.22739726,-0.020027123,0.231974922,0.125,0.535483871,0.251659626,-0.83919598,-0.935064935,-0.79245283,-0.890909091,-0.703125,-0.902040816,0.025641026,-0.925,-0.889546351,-0.967479675,-0.92,-0.97826087,-0.75,5
643,-0.889855085,-0.664,-0.22739726,-0.004257735,-0.097178683,0.125,0.548387097,0.17923959,-0.859296482,-0.744588745,-0.924528302,-1,-0.911458333,-0.910204082,-1,-0.938636364,-0.755424063,-1,-1,-1,-1,5
644,-0.889855085,-0.664,-0.22739726,0.011511654,-0.018808777,0.125,0.432258065,0.312009656,-0.869346734,-0.952380952,-0.886792453,-0.836363636,-0.8125,-0.779591837,0.025641026,-0.679545455,-0.936883629,-0.983739837,-0.92,-0.97826087,-0.7,5
645,-0.889855085,-0.664,-0.22739726,0.074589207,0.059561129,0.125,0.432258065,0.312009656,-0.869346734,-0.952380952,-0.886792453,-0.836363636,-0.8125,-0.779591837,0.025641026,-0.679545455,-0.936883629,-0.983739837,-0.92,-0.97826087,-0.7,5
646,-0.889855085,-0.664,-0.22739726,0.093512474,0.153605016,0.125,0.612903226,0.203379602,-0.859296482,-0.974025974,-0.905660377,-0.981818182,-0.729166667,-0.902040816,-0.948717949,-0.95,-0.861932939,-0.886178862,-0.84,-0.956521739,-0.7,5
647,-0.889855085,-0.664,-0.22739726,0.106127984,0.153605016,0.125,0.406451613,0.29993965,-0.83919598,-0.844155844,-0.849056604,-0.927272727,-0.739583333,-0.926530612,0.128205128,-0.936363636,-0.91321499,-0.983739837,-0.92,-0.97826087,-0.8,5
648,-0.889855085,-0.664,-0.22739726,0.200744315,0.200626959,0.125,0.535483871,0.251659626,-0.83919598,-0.935064935,-0.79245283,-0.890909091,-0.703125,-0.902040816,0.025641026,-0.925,-0.889546351,-0.967479675,-0.92,-0.97826087,-0.75,5
649,-0.889855085,-0.664,-0.22739726,0.295360646,0.435736677,0.125,0.329032258,0.372359686,-0.798994975,-0.917748918,-0.698113208,-0.927272727,-0.625,-0.918367347,-0.948717949,-0.906818182,-0.881656805,-0.967479675,-0.92,-0.369565217,-0.75,5
650,-0.889855085,-0.664,-0.22739726,0.326899423,0.34169279,0.125,0.406451613,0.29993965,-0.83919598,-0.844155844,-0.849056604,-0.927272727,-0.739583333,-0.926530612,0.128205128,-0.936363636,-0.91321499,-0.983739837,-0.92,-0.97826087,-0.8,5
651,-0.889855085,-0.664,-0.22739726,0.342668811,0.357366771,0.125,0.329032258,0.372359686,-0.798994975,-0.917748918,-0.698113208,-0.927272727,-0.625,-0.918367347,-0.948717949,-0.906818182,-0.881656805,-0.967479675,-0.92,-0.369565217,-0.75,5
652,-0.906252601,-0.6992,-0.22739726,0.074589207,0.028213166,0.125,0.793548387,0.23958962,-0.859296482,-0.770562771,-0.905660377,-0.981818182,-0.828125,-0.951020408,-0.974358974,-0.952272727,-0.889546351,-0.967479675,-0.92,-0.97826087,-0.8,5
653,-0.906252601,-0.6992,-0.22739726,0.216513704,0.137931034,0.125,0.412903226,0.203379602,-0.859296482,-0.965367965,-0.830188679,-0.890909091,-0.828125,-0.934693878,0.025641026,-0.922727273,-0.897435897,-0.967479675,-0.84,-0.956521739,-0.7,5
654,-0.906252601,-0.6992,-0.22739726,0.311130034,0.451410658,0.125,0.470967742,0.17923959,-0.849246231,-0.948051948,-0.830188679,-0.909090909,-0.645833333,-0.926530612,-0.974358974,-0.911363636,-0.932938856,-0.983739837,-0.92,-0.586956522,-0.75,5
655,-0.906252601,-0.6992,-0.22739726,0.342668811,0.451410658,0.125,0.322580645,0.203379602,-0.788944724,-0.9004329,-0.830188679,-0.927272727,-0.708333333,-0.926530612,-0.025641026,-0.915909091,-0.877712032,-0.918699187,-0.92,-0.97826087,-0.8,5
656,-0.906252601,-0.6992,-0.22739726,0.374207588,0.498432602,0.125,0.522580645,0.36028968,-0.809045226,-0.857142857,-0.867924528,-0.909090909,-0.8125,-0.926530612,0.102564103,-0.9,-0.873767258,-0.983739837,-0.92,-0.97826087,-0.75,5
657,-0.906252601,-0.6992,-0.22739726,0.374207588,0.498432602,0.125,0.522580645,0.36028968,-0.809045226,-0.857142857,-0.867924528,-0.909090909,-0.8125,-0.926530612,0.102564103,-0.9,-0.873767258,-0.983739837,-0.92,-0.97826087,-0.75,5
658,-0.906252601,-0.6992,-0.22739726,0.453054531,0.529780564,0.125,0.470967742,0.287869644,-0.778894472,-0.818181818,-0.905660377,-0.945454545,-0.84375,-0.934693878,0.205128205,-0.943181818,-0.885601578,-0.983739837,-0.92,-0.97826087,-0.8,5
659,-0.869979299,-0.6992,-0.315068493,0.090358596,0.153605016,0.017857143,0.496774194,0.29993965,-0.738693467,-0.961038961,-0.716981132,-0.909090909,-0.614583333,-0.885714286,-0.948717949,-0.954545455,-0.881656805,-0.967479675,-0.92,-0.97826087,-0.85,5
660,-0.824637694,-0.6992,-0.402739726,-0.146182231,-0.175548589,0.178571429,0.15483871,-0.115268558,-0.859296482,-0.943722944,-0.905660377,-0.854545455,-0.932291667,-0.942857143,-0.974358974,-0.981818182,-0.968441815,-0.967479675,-0.84,-0.97826087,-0.8,3
661,-0.824637694,-0.6992,-0.402739726,0.043050431,0.247648903,0,0.741935484,0.275799638,-0.829145729,-0.753246753,-0.830188679,-0.963636364,0.40625,-0.910204082,-0.923076923,-0.902272727,-0.810650888,-0.951219512,-0.92,-0.97826087,-0.8,5
662,-0.720618682,-0.6992,-0.545205479,-0.193490396,-0.159874608,0.017857143,0.141935484,-0.063367532,-0.849246231,-0.70995671,-0.79245283,-0.890909091,-0.885416667,-0.959183673,-0.974358974,-0.918181818,-0.530571992,-0.853658537,-0.92,-0.97826087,-0.25,3
663,-0.720618682,-0.6992,-0.545205479,-0.083104677,-0.222570533,0.142857143,0.090322581,0.155099578,-0.728643216,-0.935064935,-0.886792453,-0.872727273,-0.895833333,-0.942857143,-0.923076923,-0.975,-0.893491124,-0.967479675,-0.84,-0.695652174,-0.65,5
664,-0.720618682,-0.6992,-0.545205479,-0.0515659,-0.112852665,0.017857143,0.612903226,0.191309596,-0.798994975,-0.978354978,-0.867924528,-0.454545455,-0.942708333,-1,-0.564102564,-0.925,-1,-0.967479675,-1,-1,-1,5
665,-0.720618682,-0.6992,-0.545205479,-0.004257735,-0.144200627,0.017857143,0.425806452,0.066988533,-0.869346734,-0.96969697,-0.867924528,-0.854545455,-0.755208333,-0.942857143,-1,-0.968181818,-0.905325444,-0.983739837,-0.92,-0.97826087,-1,5
666,-0.720618682,-0.6992,-0.545205479,-0.004257735,-0.144200627,0.017857143,0.374193548,0.068195534,-0.748743719,-0.965367965,-0.867924528,-0.836363636,-0.776041667,-0.926530612,-1,-0.970454545,-0.909270217,-0.983739837,-0.92,-0.97826087,-1,5
667,-0.720618682,-0.6992,-0.545205479,-0.004257735,-0.159874608,0.017857143,0.374193548,0.068195534,-0.748743719,-0.965367965,-0.867924528,-0.836363636,-0.776041667,-0.926530612,-1,-0.970454545,-0.909270217,-0.983739837,-0.92,-0.97826087,-1,5
668,-0.720618682,-0.6992,-0.545205479,0.011511654,-0.144200627,0.017857143,0.425806452,0.066988533,-0.869346734,-0.96969697,-0.867924528,-0.854545455,-0.755208333,-0.942857143,-1,-0.968181818,-0.905325444,-0.983739837,-0.92,-0.97826087,-1,5
669,-0.720618682,-0.6992,-0.545205479,0.058819819,-0.112852665,0.017857143,0.393548387,0.048883524,-0.809045226,-0.965367965,-0.905660377,-0.909090909,-0.796875,-0.934693878,-1,-0.943181818,-0.877712032,-0.967479675,-0.92,-0.97826087,-0.95,5
670,-0.720618682,-0.6992,-0.545205479,0.106127984,-0.003134796,0.017857143,0.509677419,-0.004224502,-0.809045226,-0.965367965,-0.905660377,-0.890909091,-0.78125,-0.869387755,-1,-0.965909091,-0.830374753,-0.967479675,-0.92,-0.97826087,-0.95,5
671,-0.720618682,-0.6992,-0.545205479,0.137666761,0.21630094,0.017857143,0.870967742,0.227519614,-0.83919598,-0.956709957,-0.849056604,-0.872727273,-0.927083333,-0.910204082,-1,-0.979545455,-0.92504931,-0.983739837,-1,-1,-1,5
672,-0.720618682,-0.6992,-0.545205479,0.137666761,0.137931034,0.017857143,-0.032258065,0.312009656,-0.889447236,-0.887445887,-0.905660377,-0.927272727,-0.953125,-0.967346939,1.435897436,-0.963636364,-0.968441815,-1,-0.84,-0.97826087,-0.75,5
673,-0.720618682,-0.6992,-0.545205479,0.137666761,-0.128526646,0.017857143,0.374193548,0.068195534,-0.748743719,-0.965367965,-0.867924528,-0.836363636,-0.776041667,-0.926530612,-1,-0.970454545,-0.909270217,-0.983739837,-0.92,-0.97826087,-1,5
674,-0.720618682,-0.6992,-0.545205479,0.200744315,0.090909091,0.017857143,0.419354839,0.036813518,-0.849246231,-0.96969697,-0.886792453,-0.727272727,-0.619791667,-0.926530612,-1,-0.961363636,-0.909270217,-0.967479675,-0.92,-0.97826087,-0.95,5
675,-0.720618682,-0.6992,-0.545205479,0.311130034,0.498432602,0.017857143,0.870967742,0.106819553,-0.83919598,-0.96969697,-0.830188679,-0.890909091,-0.932291667,-0.893877551,-1,-0.970454545,-0.921104536,-0.967479675,-1,-0.369565217,-1,5
676,-0.720618682,-0.6992,-0.545205479,0.311130034,0.106583072,0.017857143,0.425806452,0.066988533,-0.869346734,-0.96969697,-0.867924528,-0.854545455,-0.755208333,-0.942857143,-1,-0.968181818,-0.905325444,-0.983739837,-0.92,-0.97826087,-1,5
677,-0.720618682,-0.6992,-0.545205479,0.3584382,0.153605016,0.339285714,-0.819354839,0.130959565,-0.849246231,-0.896103896,-0.905660377,-0.054545455,-0.885416667,-0.951020408,-0.923076923,-0.961363636,-0.854043393,-0.967479675,-0.68,0.326086957,-0.75,7
678,-0.720618682,-0.6992,-0.545205479,0.405746365,0.420062696,0.357142857,-0.593548387,0.782739891,-0.909547739,0.255411255,-0.924528302,-0.218181818,-0.9375,-0.975510204,0.256410256,-0.970454545,-0.917159763,-0.967479675,-0.84,0.086956522,-0.8,7
679,-0.720618682,-0.6992,-0.545205479,0.516132084,0.404388715,0.357142857,-0.483870968,0.710319855,-0.949748744,-0.004329004,-0.754716981,-0.672727273,-0.901041667,-0.983673469,0.948717949,-0.975,-0.91321499,-0.951219512,-0.84,0.173913043,-0.85,7
680,-0.720618682,-0.6992,-0.545205479,0.547670861,0.294670846,0.464285714,-0.806451613,0.251659626,-0.879396985,-0.051948052,-0.830188679,0.090909091,-0.854166667,-0.991836735,-0.948717949,-0.979545455,-0.408284024,-0.983739837,-0.84,0.173913043,-0.95,6
681,-0.625345479,-0.6992,-0.632876712,-0.291260605,-0.598746082,-0.071428571,0.032258065,-0.356668678,-0.668341709,-0.961038961,-0.867924528,-0.981818182,-0.848958333,-0.951020408,-1,-0.895454545,-0.301775148,-0.463414634,-0.92,-0.956521739,-0.55,4
682,-0.625345479,-0.6992,-0.632876712,-0.250260195,-0.536050157,-0.071428571,-0.270967742,-0.385636693,-0.718592965,-0.961038961,-0.886792453,-0.981818182,-0.848958333,-0.959183673,-1,-0.895454545,-0.313609467,-0.512195122,-0.92,-0.934782609,-0.55,4
683,-0.625345479,-0.6992,-0.632876712,-0.209259785,-0.332288401,-0.196428571,0.490322581,-0.176825588,-0.889447236,-0.961038961,-0.924528302,-0.981818182,-0.875,-0.951020408,-1,-0.947727273,-0.857988166,-0.951219512,-0.92,-0.97826087,-0.9,2
684,-0.625345479,-0.6992,-0.632876712,-0.193490396,-0.238244514,-0.071428571,0.361290323,-0.106819553,-0.778894472,-0.83982684,-0.924528302,-0.854545455,-0.942708333,-0.959183673,-0.974358974,-0.938636364,-0.613412229,-0.739837398,-0.92,-0.956521739,-0.65,4
685,-0.625345479,-0.6992,-0.632876712,-0.193490396,-0.332288401,-0.160714286,0.212903226,-0.386843693,-0.768844221,-0.974025974,-0.867924528,-0.890909091,-0.817708333,-0.87755102,-1,-0.959090909,-0.842209073,-0.951219512,-0.92,-0.97826087,-0.85,2
686,-0.625345479,-0.6992,-0.632876712,-0.146182231,-0.065830721,-0.071428571,0.522580645,-0.03922752,-0.718592965,-0.844155844,-0.924528302,-0.909090909,-0.932291667,-0.967346939,-0.974358974,-0.931818182,-0.479289941,-0.56097561,-0.92,-0.934782609,-0.65,4
687,-0.625345479,-0.6992,-0.632876712,-0.146182231,-0.363636364,-0.071428571,-0.129032258,-0.135787568,-0.728643216,-0.96969697,-0.867924528,-0.981818182,-0.84375,-0.959183673,-0.974358974,-0.904545455,-0.41617357,-0.642276423,-0.92,-0.934782609,-0.5,4
688,-0.625345479,-0.6992,-0.632876712,-0.146182231,-0.489028213,-0.053571429,-0.109677419,-0.290283645,1,-0.952380952,-0.943396226,-0.945454545,-0.864583333,-0.918367347,-1,-0.936363636,-0.834319527,-0.951219512,-0.92,-0.97826087,-0.8,3
689,-0.625345479,-0.6992,-0.632876712,-0.098874066,-0.128526646,0.071428571,0.335483871,-0.385636693,-0.829145729,-0.757575758,-0.962264151,-0.963636364,-0.895833333,-0.959183673,-1,-0.968181818,-0.731755424,-0.886178862,-0.92,-0.97826087,0.1,3
690,-0.625345479,-0.6992,-0.632876712,-0.098874066,-0.112852665,0.071428571,0.335483871,-0.382015691,-0.809045226,-0.761904762,-0.962264151,-0.963636364,-0.895833333,-0.959183673,-1,-0.968181818,-0.727810651,-0.886178862,-0.92,-0.97826087,0.1,3
691,-0.625345479,-0.6992,-0.632876712,0.074589207,0.028213166,-0.053571429,0.225806452,-0.038020519,-0.778894472,-0.83982684,-0.886792453,-0.927272727,-0.916666667,-0.951020408,-1,-0.943181818,-0.6765286,-0.853658537,-0.92,-0.97826087,-0.75,3
692,-0.625345479,-0.6992,-0.632876712,0.077743085,0.26645768,0,0.393548387,0.143029572,-0.738693467,-0.956709957,-0.924528302,-0.927272727,-0.958333333,-0.967346939,-0.948717949,-0.981818182,-0.948717949,-0.983739837,-0.84,-0.956521739,-0.7,5
693,-0.625345479,-0.6992,-0.632876712,0.077743085,0.451410658,0,0.561290323,0.191309596,-0.83919598,-0.943722944,-0.924528302,-0.927272727,-0.963541667,-0.959183673,-0.948717949,-0.977272727,-0.905325444,-0.951219512,-0.84,-0.956521739,-0.65,5
694,-0.625345479,-0.6992,-0.632876712,0.106127984,0.21630094,0,0.522580645,0.263729632,-0.859296482,-0.995670996,-0.924528302,-0.945454545,-0.963541667,-0.983673469,-0.974358974,-0.981818182,-0.960552268,-1,-0.92,-0.97826087,-0.8,5
695,-0.625345479,-0.6992,-0.632876712,0.121897373,0.514106583,0,0.896774194,0.17923959,-0.889447236,-0.939393939,-0.905660377,-0.909090909,-0.932291667,-0.942857143,-0.923076923,-0.981818182,-0.940828402,-0.983739837,-0.84,-0.97826087,-0.65,5
