Struct_ID, OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe Vintage,%C,%Mn,%S,%Si,%P,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Sn,%Ti,%Nb,%Co,Pipe_Grade
193,-0.119668756,-0.3696,-0.726027397,-0.58457123,-0.394984326,-0.107142857,0.709677419,-0.566686783,-0.748743719,-0.813852814,-0.943396226,-0.963636364,-0.911458333,-0.959183673,-1,-0.972727273,-0.897435897,-0.983739837,-0.6,-0.97826087,-0.8,2
194,-0.119668756,-0.3696,-0.726027397,-0.540416943,-0.410658307,0.053571429,-0.135483871,-0.425467713,-0.668341709,-0.865800866,0.566037736,0.745454545,-0.979166667,-0.983673469,-0.948717949,-0.988636364,-0.968441815,-1,-0.92,-0.97826087,-0.9,2
195,-0.119668756,-0.3696,-0.726027397,-0.527801432,-0.692789969,-1,-0.619354839,-0.617380809,-0.748743719,-0.974025974,-0.79245283,-0.745454545,-0.947916667,-0.975510204,-1,-0.981818182,-0.968441815,-0.967479675,-0.84,-0.97826087,-0.8,2
196,-0.119668756,-0.3696,-0.726027397,-0.464723878,-0.394984326,-0.392857143,0.116129032,-0.390464695,-0.879396985,-0.545454545,-0.773584906,-0.472727273,-0.953125,-0.983673469,-1,-0.986363636,-0.976331361,-1,-0.92,-0.97826087,-0.9,2
197,-0.119668756,-0.3696,-0.726027397,-0.259721828,-0.159874608,0.732142857,0.006451613,-0.421846711,-0.929648241,0.376623377,-0.943396226,-0.618181818,-0.828125,-0.975510204,-0.974358974,-0.927272727,-0.50295858,-0.869918699,-0.92,-0.97826087,-0.95,3
198,-0.119668756,-0.3696,-0.726027397,-0.206105907,-0.379310345,-0.071428571,-0.019354839,-0.332528666,-0.879396985,-0.974025974,-0.943396226,-0.981818182,-0.927083333,-0.975510204,-1,-0.970454545,-0.960552268,-0.983739837,-0.92,-0.97826087,-0.9,2
199,-0.119668756,-0.3696,-0.726027397,-0.193490396,-0.44200627,-0.071428571,0.193548387,-0.328907664,-0.879396985,-0.974025974,-0.924528302,-0.981818182,-0.927083333,-0.975510204,-1,-0.968181818,-0.956607495,-0.983739837,-0.92,-0.97826087,-0.85,2
200,-0.119668756,-0.3696,-0.726027397,-0.146182231,-0.34169279,-0.071428571,0.180645161,-0.332528666,-0.869346734,-0.96969697,-0.943396226,-0.981818182,-0.927083333,-0.975510204,-1,-0.968181818,-0.960552268,-0.983739837,-0.92,-0.97826087,-0.85,2
201,-0.119668756,-0.3696,-0.726027397,-0.114643454,-0.191222571,0.160714286,0.393548387,-0.2009656,-0.829145729,-0.943722944,-0.981132075,-0.472727273,-0.755208333,-0.779591837,-1,-0.959090909,-0.921104536,-0.983739837,-0.92,-0.97826087,-0.9,2
202,-0.119668756,-0.3696,-0.726027397,-0.067335289,-0.300940439,-0.160714286,0.419354839,-0.226312613,-0.768844221,-0.965367965,-0.867924528,-0.872727273,-0.875,-0.942857143,-0.974358974,-0.911363636,-0.443786982,-0.853658537,-0.84,-0.956521739,0.55,3
203,-0.119668756,-0.3696,-0.726027397,-0.035796512,-0.347962382,-0.160714286,0.2,-0.268557634,-0.809045226,-0.974025974,-0.924528302,-0.872727273,-0.875,-0.951020408,-0.974358974,-0.911363636,-0.368836292,-0.869918699,-0.84,-0.956521739,0.65,3
204,-0.119668756,-0.3696,-0.726027397,-0.020027123,-0.363636364,-0.160714286,0.212903226,-0.232347616,-0.67839196,-0.961038961,-0.811320755,-0.836363636,-0.911458333,-0.959183673,-0.974358974,-0.929545455,-0.495069034,-0.902439024,-0.84,-0.956521739,0.65,3
205,-0.119668756,-0.3696,-0.726027397,0.027281042,-0.300940439,-0.160714286,0.270967742,-0.26010863,-0.67839196,-0.965367965,-0.886792453,-0.763636364,-0.932291667,-0.959183673,-0.974358974,-0.925,-0.270216963,-0.739837398,-0.84,-0.956521739,0.55,3
206,-0.119668756,-0.3696,-0.726027397,0.137666761,-0.253918495,0.732142857,-0.896774194,0.075437538,-0.959798995,-0.229437229,-0.811320755,-0.654545455,-0.848958333,-0.926530612,-0.974358974,-0.911363636,-0.704142012,-0.902439024,-0.44,-0.739130435,-0.85,3
207,-0.119668756,-0.3696,-0.726027397,0.169205538,-0.238244514,0.732142857,-0.890322581,0.086300543,-0.959798995,-0.225108225,-0.811320755,-0.672727273,-0.84375,-0.926530612,-0.948717949,-0.911363636,-0.700197239,-0.886178862,-0.44,-0.717391304,-0.85,3
208,-0.634575581,-0.3728,-0.402739726,0.232283092,0.153605016,0.857142857,-0.316129032,-0.337356669,-0.969849246,-0.017316017,-0.754716981,-0.418181818,-0.885416667,-0.967346939,-0.974358974,-0.972727273,-0.968441815,-0.983739837,0.36,-0.391304348,-0.95,5
209,-0.143865347,-0.392,-0.726027397,-0.767622292,-0.822570533,-0.142857143,0.090322581,-0.408569704,-0.738693467,-0.948051948,-0.943396226,-0.945454545,-0.697916667,-0.967346939,-1,-0.925,-0.443786982,-0.886178862,-0.92,-0.956521739,-0.85,1
210,-0.874374906,-0.4,0.035616438,0.232283092,0.153605016,-0.178571429,0.290322581,0.143029572,-0.688442211,-0.74025974,-0.58490566,-1,-0.333333333,-0.673469388,-1,-0.836363636,-0.211045365,-1,-1,-1,-1,5
211,-0.959128,-0.4016,0.38630137,0.125051251,0.225705329,0.107142857,0.612903226,0.336149668,-0.819095477,-0.861471861,-0.79245283,-1,-0.84375,-0.885714286,-1,-0.863636364,-0.798816568,-0.983739837,-1,-1,-0.8,5
212,-0.942028998,-0.4016,0.298630137,-0.020027123,0.028213166,0,0.109677419,0.106819553,-0.809045226,-0.9004329,-0.924528302,-0.963636364,-0.765625,-0.869387755,-0.948717949,-0.945454545,-0.917159763,-0.93495935,-0.84,-0.956521739,-0.7,5
213,-0.922650116,-0.4016,0.210958904,-0.344876526,-0.448275862,-0.142857143,-0.632258065,-0.52082076,-0.738693467,-0.696969697,-0.886792453,-0.909090909,-0.859375,-0.665306122,-1,-0.811363636,-0.499013807,-0.821138211,-1,-1,-0.5,5
214,-0.922650116,-0.4016,0.210958904,-0.01056549,0.156739812,0.142857143,0.374193548,0.456849728,-0.899497487,-0.844155844,-0.867924528,-0.981818182,-0.828125,-0.885714286,-1,-0.856818182,-0.558185404,-0.886178862,-0.92,-0.97826087,-0.5,5
215,-0.922650116,-0.4016,0.210958904,0.017819409,0.191222571,0.142857143,0.064516129,0.408569704,-0.91959799,-0.909090909,-0.716981132,-0.2,-0.807291667,-0.942857143,0.564102564,-0.968181818,-0.968441815,-1,-0.92,-0.97826087,-1,5
216,-0.922650116,-0.4016,0.210958904,0.137666761,0.112852665,0.142857143,0.109677419,0.287869644,-0.819095477,-0.826839827,-0.773584906,-0.981818182,-0.828125,-0.926530612,-1,-0.927272727,-0.850098619,-0.967479675,-0.92,-0.97826087,-0.65,5
217,-0.922650116,-0.4016,0.210958904,0.289052891,0.514106583,0.142857143,0.141935484,0.517199759,-0.83919598,-0.961038961,-0.886792453,-0.418181818,-0.869791667,-0.885714286,0.641025641,-0.827272727,-0.932938856,-0.983739837,-0.92,-0.97826087,-0.95,5
218,-0.874948253,-0.4016,0.035616438,0.15343615,0.170846395,-0.178571429,0.419354839,-0.001810501,-0.748743719,-0.956709957,-0.849056604,-0.890909091,-0.75,-0.755102041,-1,-0.886363636,-0.763313609,-1,-0.92,-0.934782609,-1,5
219,-0.874948253,-0.4016,0.035616438,0.295360646,0.263322884,-0.178571429,0.374193548,0.23958962,-0.658291457,-0.688311688,-0.547169811,-0.981818182,-0.8125,-0.934693878,-1,-0.788636364,-0.455621302,-0.804878049,-0.92,-0.97826087,0.45,5
220,-0.874948253,-0.4016,0.035616438,0.311130034,0.263322884,-0.178571429,0.490322581,0.094749547,-0.809045226,-0.813852814,-0.716981132,-0.963636364,-0.817708333,-0.779591837,-1,-0.831818182,-0.384615385,-0.788617886,-0.92,-0.97826087,0.45,5
221,-0.874948253,-0.4016,0.035616438,0.500362696,0.420062696,0.142857143,0.225806452,0.215449608,-0.798994975,-0.935064935,-0.867924528,-0.872727273,-0.963541667,-0.902040816,-0.923076923,-0.929545455,-0.822485207,-0.951219512,-0.84,-0.456521739,-0.94,6
222,-0.845134588,-0.4016,-0.052054795,-0.004257735,0.106583072,-0.232142857,0.348387097,0.112854556,-0.778894472,-0.413419913,-0.726415094,-0.981818182,-0.869791667,-0.934693878,-1,-0.892045455,-0.522682446,-0.601626016,-0.92,-0.97826087,-0.45,5
223,-0.845134588,-0.4016,-0.052054795,0.058819819,0.231974922,-0.232142857,0.8,0.287869644,-0.783919598,-0.372294372,-0.713207547,-0.981818182,-0.84375,-0.910204082,-1,-0.827272727,-0.282051282,-0.56097561,-0.92,-0.97826087,-0.5,5
224,-0.845134588,-0.4016,-0.052054795,0.121897373,0.169278997,-0.232142857,0.393548387,0.318044659,-0.824120603,-0.491341991,-0.424528302,-0.981818182,-0.822916667,-0.934693878,-1,-0.902272727,-0.394477318,-0.739837398,-0.92,-0.97826087,-0.525,5
225,-0.845134588,-0.4016,-0.052054795,0.169205538,0.21630094,-0.232142857,0.393548387,0.118889559,-0.773869347,-0.484848485,-0.716981132,-0.981818182,-0.739583333,-0.710204082,-1,-0.523863636,-0.116370809,-0.601626016,-0.92,-0.97826087,-0.45,5
226,-0.845134588,-0.4016,-0.052054795,0.184974927,0.326018809,-0.232142857,0.380645161,0.354254677,-0.763819095,-0.357142857,-0.783018868,-0.972727273,-0.875,-0.910204082,-1,-0.855681818,-0.293885602,-0.585365854,-0.92,-0.97826087,-0.5,5
227,-0.845134588,-0.4016,-0.052054795,0.200744315,0.310344828,-0.232142857,0.64516129,0.251659626,-0.793969849,-0.303030303,-0.754716981,-0.972727273,-0.875,-0.869387755,-1,-0.754545455,-0.191321499,-0.365853659,-0.92,-0.97826087,-0.5,5
228,-0.809900262,-0.4016,-0.139726027,-0.493108777,-0.191222571,-0.214285714,0.303225806,-0.513578757,-0.608040201,-0.354978355,-0.735849057,-0.636363636,-0.973958333,-0.959183673,-0.974358974,-0.986363636,-0.964497041,-0.983739837,-0.84,-0.956521739,-0.8,2
229,-0.809900262,-0.4016,-0.139726027,-0.278645094,-0.097178683,-0.214285714,0.303225806,-0.513578757,-0.608040201,-0.354978355,-0.735849057,-0.636363636,-0.973958333,-0.959183673,-0.974358974,-0.986363636,-0.964497041,-0.983739837,-0.84,-0.956521739,-0.8,2
230,-0.809900262,-0.4016,-0.139726027,-0.177721008,-0.159874608,-0.214285714,0.309677419,-0.207000604,-0.819095477,-0.965367965,-0.226415094,-0.963636364,-0.895833333,-0.967346939,-1,-0.954545455,-0.830374753,-0.967479675,-0.84,-0.97826087,-1,4
231,-0.809900262,-0.4016,-0.139726027,-0.16195162,-0.065830721,-0.214285714,0.393548387,-0.167169584,-0.879396985,-0.978354978,-0.396226415,-0.981818182,-0.911458333,-0.951020408,-0.948717949,-0.927272727,-0.861932939,-0.951219512,-0.84,-0.956521739,-0.7,4
232,-0.809900262,-0.4016,-0.139726027,-0.0515659,0.090909091,-0.214285714,0.496774194,-0.065781533,-0.688442211,-0.96969697,-0.075471698,-0.545454545,-0.921875,-0.942857143,-0.948717949,-0.938636364,-0.798816568,-0.918699187,-0.84,-0.934782609,-0.7,4
233,-0.76761906,-0.4016,-0.22739726,-0.609802252,-0.504702194,-0.571428571,-0.941935484,-0.653590827,-0.819095477,-0.974025974,0.037735849,-0.963636364,-0.984375,-1,-0.948717949,-0.990909091,-0.980276134,-0.983739837,-0.84,-0.956521739,-0.75,1
234,-0.76761906,-0.4016,-0.22739726,-0.594032863,-0.536050157,-0.571428571,-0.909677419,-0.677730839,-0.889447236,-0.952380952,0.094339623,-0.981818182,-0.984375,-1,-0.923076923,-0.990909091,-0.980276134,-0.983739837,-0.84,-0.956521739,-0.75,1
235,-0.76761906,-0.4016,-0.22739726,-0.335414893,-0.473354232,-0.25,0.361290323,-0.388050694,-0.798994975,-0.965367965,-0.962264151,-0.854545455,-0.776041667,-0.959183673,-1,-0.906818182,-0.731755424,-0.902439024,-0.92,-0.956521739,-0.8,3
236,-0.76761906,-0.4016,-0.22739726,-0.332261015,-0.269592476,0.178571429,-0.129032258,0.17923959,-0.91959799,-0.151515152,-0.773584906,-0.472727273,-0.729166667,-0.942857143,-0.923076923,-0.970454545,-0.92504931,-0.837398374,-0.92,-0.97826087,-0.9,2
237,-0.76761906,-0.4016,-0.22739726,-0.32595326,-0.003134796,-0.142857143,0.851612903,-0.304767652,-0.708542714,-0.848484848,-0.905660377,-0.690909091,-0.901041667,-0.910204082,-0.974358974,-0.952272727,-0.91321499,-0.967479675,-0.44,-0.956521739,-0.65,3
238,-0.76761906,-0.4016,-0.22739726,-0.259721828,-0.206896552,-0.196428571,0.477419355,-0.085093543,-0.728643216,-0.982683983,-0.773584906,-0.818181818,-0.84375,-0.942857143,-0.948717949,-0.893181818,-0.806706114,-0.918699187,-0.84,-0.934782609,-0.75,4
239,-0.76761906,-0.4016,-0.22739726,-0.25656795,-0.269592476,-0.196428571,0.406451613,0.01991551,-0.75879397,-0.974025974,-0.811320755,-0.963636364,-0.854166667,-0.975510204,-1,-0.922727273,-0.865877712,-0.967479675,-0.92,-0.97826087,-0.85,4
240,-0.76761906,-0.4016,-0.22739726,-0.193490396,-0.112852665,-0.196428571,0.393548387,-0.062160531,-0.718592965,-0.961038961,-0.773584906,-0.927272727,-0.8125,-0.934693878,-0.948717949,-0.947727273,-0.767258383,-0.869918699,-0.84,-0.934782609,-0.75,4
241,-0.76761906,-0.4016,-0.22739726,-0.130412843,-0.112852665,0.464285714,0.251612903,-0.991550996,-0.859296482,-0.926406926,-0.886792453,-0.890909091,-0.838541667,-0.844897959,-1,-0.95,-0.932938856,-0.983739837,-0.92,-0.97826087,-0.85,2
242,-0.76761906,-0.4016,-0.22739726,-0.130412843,-0.05015674,0.267857143,-0.129032258,0.17923959,-0.91959799,-0.151515152,-0.773584906,-0.472727273,-0.729166667,-0.942857143,-0.974358974,-0.970454545,-0.92504931,-0.837398374,-0.92,-0.97826087,-0.9,3
243,-0.76761906,-0.4016,-0.22739726,-0.020027123,0.184952978,0.75,0.264516129,0.23958962,-0.819095477,-0.80952381,-0.924528302,-0.836363636,-0.713541667,-0.951020408,0.256410256,-0.981818182,-0.960552268,-0.983739837,-0.36,-0.97826087,-0.7,3
244,-0.76761906,-0.4016,-0.22739726,0.106127984,0.028213166,0.178571429,0.258064516,0.034399517,-0.909547739,-0.939393939,-0.867924528,-0.890909091,-0.901041667,-0.967346939,-1,-0.977272727,-0.964497041,-0.983739837,-0.92,-0.608695652,-0.8,2
245,-0.76761906,-0.4016,-0.22739726,0.446746775,0.385579937,0.589285714,-0.748387097,0.094749547,-0.969849246,-0.177489177,-0.886792453,0.290909091,-0.90625,-0.910204082,-1,-0.970454545,-0.936883629,-0.902439024,0.52,0.108695652,-0.9,7
246,-0.76761906,-0.4016,-0.22739726,0.894597408,0.702194357,0.928571429,-0.838709677,0.674109837,-0.979899497,-0.277056277,-0.905660377,-0.254545455,-0.833333333,-0.926530612,-1,-0.981818182,-0.944773176,-0.918699187,0.2,0.847826087,-1,8
247,-0.76761906,-0.4016,-0.22739726,0.910366796,0.592476489,0.928571429,-0.838709677,0.674109837,-0.979899497,-0.277056277,-0.905660377,-0.254545455,-0.833333333,-0.926530612,-1,-0.981818182,-0.944773176,-0.918699187,0.2,0.847826087,-1,8
248,-0.715942051,-0.4016,-0.315068493,-0.03895039,-0.264890282,0.160714286,0.161290323,0.130959565,-0.819095477,-0.753246753,-0.849056604,-1,-0.947916667,-0.918367347,-1,-0.954545455,-0.700197239,-0.967479675,-1,-0.543478261,-1,5
249,-0.715942051,-0.4016,-0.315068493,-0.020027123,-0.300940439,0.160714286,0.096774194,0.227519614,-0.768844221,-0.670995671,-0.773584906,-0.963636364,-0.880208333,-0.918367347,-1,-0.975,-0.715976331,-0.983739837,-1,-0.543478261,-1,5
250,-0.715942051,-0.4016,-0.315068493,0.200744315,0.028213166,0.142857143,0.090322581,0.227519614,-0.829145729,-0.74025974,-0.867924528,-0.963636364,-0.848958333,-0.967346939,-0.897435897,-0.965909091,-0.700197239,-0.918699187,-0.84,-0.869565217,0.25,5
251,-0.660289867,-0.4016,-0.391780822,-0.0515659,-0.175548589,0.232142857,0.309677419,-0.158720579,-0.738693467,-0.974025974,-0.79245283,-0.745454545,-0.78125,-0.926530612,-1,-0.945454545,-0.75147929,-0.918699187,-0.92,-0.956521739,-0.75,5
252,-0.651345767,-0.4016,-0.402739726,-0.272337339,-0.520376176,-0.035714286,0.35483871,-0.231140616,-0.608040201,-0.978354978,-0.867924528,-0.490909091,-0.885416667,-0.893877551,-1,-0.893181818,-0.656804734,-1,-1,-1,-1,3
253,-0.651345767,-0.4016,-0.402739726,-0.25656795,-0.112852665,0.267857143,0.270967742,0.143029572,-0.819095477,-0.948051948,-0.924528302,-0.890909091,-0.942708333,-0.951020408,-1,-0.972727273,-0.964497041,-1,-0.92,-0.97826087,-0.95,3
254,-0.651345767,-0.4016,-0.402739726,-0.234490806,-0.003134796,0.321428571,0.75483871,0.191309596,-0.889447236,-0.956709957,-1,-0.945454545,-0.838541667,-0.853061224,-1,-0.902272727,-0.771203156,-0.967479675,-0.92,-0.97826087,-0.85,2
255,-0.651345767,-0.4016,-0.402739726,-0.232913868,-0.285266458,0.732142857,-0.148387097,0.17923959,-0.939698492,-0.181818182,-0.773584906,-0.4,-0.796875,-0.942857143,-0.948717949,-0.970454545,-0.936883629,-0.853658537,-0.84,-0.97826087,-0.95,3
256,-0.651345767,-0.4016,-0.402739726,-0.035796512,-0.034482759,0.071428571,0.335483871,-0.132166566,-0.788944724,-0.935064935,-0.528301887,-0.854545455,-0.848958333,-0.934693878,-1,-0.881818182,-0.325443787,-0.837398374,-0.84,-0.97826087,-0.55,4
257,-0.651345767,-0.4016,-0.402739726,0.087204718,-0.081504702,-0.142857143,0.677419355,-0.038020519,-0.688442211,-0.991341991,-0.735849057,-0.872727273,-0.895833333,-0.902040816,-1,-0.970454545,-0.865877712,-1,-1,-1,-1,3
258,-0.651345767,-0.4016,-0.402739726,0.106127984,-0.238244514,-0.035714286,0.35483871,-0.231140616,-0.608040201,-0.978354978,-0.867924528,-0.490909091,-0.885416667,-0.893877551,-1,-0.893181818,-0.656804734,-1,-1,-1,-1,3
259,-0.503154323,-0.4016,-0.545205479,-0.253414073,-0.034482759,-0.196428571,0.806451613,0.010259505,-0.59798995,-0.948051948,-0.830188679,-0.890909091,-0.802083333,-0.934693878,-0.948717949,-0.934090909,-0.802761341,-0.902439024,-0.52,-0.956521739,-0.7,3
260,-0.503154323,-0.4016,-0.545205479,-0.209259785,-0.332288401,-0.214285714,0.290322581,-0.508750754,-0.708542714,-0.948051948,-0.547169811,-0.927272727,-0.885416667,-0.959183673,-1,-0.863636364,-0.58974359,-0.837398374,-0.92,-0.97826087,-0.75,2
261,-0.503154323,-0.4016,-0.545205479,-0.193490396,-0.065830721,-0.196428571,0.677419355,-0.024743512,-0.738693467,-0.926406926,-0.905660377,-0.527272727,-0.890625,-0.910204082,-0.948717949,-0.956818182,-0.842209073,-0.886178862,-0.6,-0.934782609,-0.7,3
262,-0.503154323,-0.4016,-0.545205479,-0.083104677,-0.253918495,-0.214285714,0.290322581,-0.508750754,-0.708542714,-0.948051948,-0.547169811,-0.927272727,-0.885416667,-0.959183673,-1,-0.863636364,-0.58974359,-0.837398374,-0.92,-0.97826087,-0.75,2
263,-0.503154323,-0.4016,-0.545205479,-0.0515659,0.012539185,-0.196428571,0.948387097,0.118889559,-0.648241206,-0.887445887,-0.849056604,-0.872727273,-0.921875,-0.934693878,-0.923076923,-0.965909091,-0.846153846,-0.821138211,-0.76,-0.934782609,-0.7,3
264,-0.503154323,-0.4016,-0.545205479,-0.004257735,0.310344828,-0.017857143,0.612903226,0.203379602,-0.819095477,-0.844155844,-0.79245283,-0.763636364,-0.927083333,-0.959183673,-0.948717949,-0.977272727,-0.944773176,-0.983739837,-0.92,-0.97826087,-0.75,3
265,-0.503154323,-0.4016,-0.545205479,0.03043492,0.137931034,-0.196428571,0.64516129,0.058539529,-0.75879397,-0.891774892,-0.886792453,-0.854545455,-0.921875,-0.942857143,-0.948717949,-0.965909091,-0.850098619,-0.853658537,-0.76,-0.934782609,-0.7,3
266,-0.503154323,-0.4016,-0.545205479,0.216513704,-0.097178683,-0.214285714,0.290322581,-0.508750754,-0.708542714,-0.948051948,-0.547169811,-0.927272727,-0.885416667,-0.959183673,-1,-0.863636364,-0.58974359,-0.837398374,-0.92,-0.97826087,-0.75,2
267,-0.503154323,-0.4016,-0.545205479,0.389976977,0.122257053,0.946428571,-0.8,0.155099578,-0.989949749,-0.333333333,-0.811320755,-0.236363636,-0.90625,-0.951020408,-1,-0.981818182,-0.960552268,-0.983739837,-0.84,-0.369565217,-1,5
268,-0.503154323,-0.4016,-0.545205479,0.437285142,0.545454545,0.107142857,0.058064516,-0.21907061,-0.889447236,-0.982683983,-0.962264151,-0.981818182,-0.880208333,0.069387755,0.307692308,1.431818182,1.437869822,-0.93495935,-0.84,-0.934782609,-0.55,6
269,-0.503154323,-0.4016,-0.545205479,0.516132084,0.326018809,0.678571429,-0.780645161,0.493059747,-0.969849246,0.177489177,-0.679245283,-0.290909091,-0.932291667,-0.959183673,-1,-0.988636364,-0.976331361,-0.983739837,-0.92,-0.217391304,-0.9,7
270,-0.503154323,-0.4016,-0.545205479,0.626517804,0.200626959,0.696428571,-0.735483871,0.36028968,-0.949748744,0.116883117,-0.735849057,-0.181818182,-0.947916667,-0.967346939,-0.897435897,-0.990909091,-0.976331361,-0.967479675,-0.76,-0.152173913,-0.85,7
271,-0.154235315,-0.4016,-0.726027397,-0.641341029,-0.363636364,-0.267857143,0.174193548,-0.576342788,-0.869346734,-0.956709957,-0.981132075,-0.490909091,-0.932291667,-0.975510204,-1,-0.984090909,-0.948717949,-0.983739837,-0.92,-0.97826087,-0.9,2
272,-0.154235315,-0.4016,-0.726027397,-0.360645914,-0.300940439,-0.267857143,0.432258065,-0.583584792,-0.798994975,-0.891774892,-0.943396226,-0.818181818,-0.90625,-0.975510204,-1,-0.981818182,-0.936883629,-0.983739837,-0.92,-0.97826087,-0.85,2
273,-0.154235315,-0.4016,-0.726027397,-0.16195162,-0.394984326,0.214285714,0.006451613,-0.255280628,-0.889447236,-0.978354978,-0.962264151,-0.963636364,-0.901041667,-0.918367347,-1,-0.934090909,-0.877712032,-0.983739837,-0.92,-0.97826087,-0.95,3
274,-0.154235315,-0.4016,-0.726027397,0.090358596,-0.05015674,0.178571429,0.4,-0.13940857,-0.788944724,-0.939393939,-0.849056604,-0.909090909,-0.947916667,-1,-1,-0.981818182,-0.980276134,-1,-0.92,-0.97826087,-0.85,3
275,-0.154235315,-0.4016,-0.726027397,0.121897373,-0.081504702,0.178571429,0.122580645,-0.144236572,-0.768844221,-0.943722944,-0.905660377,-0.909090909,-0.947916667,-1,-1,-0.981818182,-0.976331361,-1,-0.92,-0.97826087,-0.85,3
276,-0.154235315,-0.4016,-0.726027397,0.405746365,0.278996865,0.214285714,0.051612903,0.336149668,-0.778894472,-0.917748918,-0.641509434,-0.163636364,-0.90625,-0.934693878,-1,-0.972727273,-0.944773176,-0.983739837,-0.76,-0.108695652,-0.95,3
277,0.171342634,-0.4016,-0.81369863,-0.33856877,-0.739811912,-0.107142857,-0.903225806,-0.5992758,-0.859296482,-0.987012987,-0.962264151,-0.981818182,-0.942708333,-0.951020408,-0.974358974,-0.952272727,-0.719921105,-0.788617886,-0.84,-0.956521739,-0.7,1
278,0.171342634,-0.4016,-0.81369863,-0.29756836,-0.70846395,-0.107142857,-0.832258065,-0.569100785,-0.869346734,-0.991341991,-0.981132075,-0.945454545,-0.921875,-0.934693878,-1,-0.895454545,-0.747534517,-0.902439024,-0.84,-0.956521739,-0.65,1
279,-0.658799183,-0.4144,-0.402739726,-0.004257735,-0.332288401,0.107142857,-0.341935484,0.275799638,-0.889447236,-0.896103896,-0.886792453,-0.963636364,-0.848958333,-0.942857143,-0.923076923,-0.95,-0.905325444,-0.967479675,-0.84,-0.608695652,-0.65,5
280,-0.381289418,-0.4176,-0.632876712,-0.363799792,-0.128526646,-0.571428571,0.04516129,-0.018708509,-0.819095477,-0.393939394,-0.547169811,-0.963636364,-0.947916667,-0.983673469,-1,-0.977272727,-0.881656805,-0.967479675,-0.92,-0.97826087,-0.8,2
281,-0.381289418,-0.4176,-0.632876712,-0.281798972,0.043887147,-0.571428571,0.212903226,0.018708509,-0.83919598,-0.380952381,-0.509433962,-0.981818182,-0.947916667,-0.983673469,-1,-0.981818182,-0.964497041,-0.983739837,-0.92,-0.97826087,-0.8,2
282,-0.381289418,-0.4176,-0.632876712,-0.266029583,-0.034482759,-0.553571429,0.270967742,-0.14061557,-0.768844221,-0.861471861,-0.830188679,-0.818181818,-0.901041667,-0.951020408,-0.974358974,-0.938636364,-0.901380671,-0.886178862,-0.84,-0.97826087,-0.8,2
283,-0.381289418,-0.4176,-0.632876712,-0.083104677,0.07523511,-0.142857143,-0.225806452,-0.27942064,-0.849246231,-0.982683983,-0.754716981,-0.981818182,-0.791666667,-0.934693878,-0.974358974,-0.961363636,-0.917159763,-0.967479675,-0.84,-0.97826087,-0.7,4
284,-0.381289418,-0.4176,-0.632876712,-0.0515659,-0.191222571,-0.035714286,-0.225806452,-0.390464695,-0.778894472,-0.978354978,-0.943396226,-1,-0.911458333,-0.967346939,-1,-0.979545455,-0.91321499,-0.967479675,-0.84,-0.97826087,-0.75,2
285,-0.381289418,-0.4176,-0.632876712,0.011511654,-0.253918495,-0.035714286,-0.225806452,-0.390464695,-0.778894472,-0.978354978,-0.943396226,-1,-0.911458333,-0.967346939,-1,-0.979545455,-0.91321499,-0.967479675,-0.84,-0.97826087,-0.75,2
286,-0.381289418,-0.4176,-0.632876712,0.453054531,-0.645768025,-0.178571429,0.380645161,-0.081472541,-0.708542714,-0.961038961,-0.849056604,-0.8,-0.817708333,-0.942857143,-1,-0.895454545,-0.41617357,-0.821138211,-0.92,-0.97826087,-0.8,3
287,-0.381289418,-0.4176,-0.632876712,0.500362696,-0.645768025,-0.178571429,0.464516129,-0.092335546,-0.708542714,-0.961038961,-0.622641509,-0.8,-0.8125,-0.959183673,-1,-0.931818182,-0.75147929,-0.918699187,-0.92,-0.97826087,-0.8,3
288,-0.381289418,-0.4176,-0.632876712,0.56344025,-0.44200627,-0.178571429,0.464516129,-0.092335546,-0.708542714,-0.961038961,-0.622641509,-0.8,-0.8125,-0.959183673,-1,-0.931818182,-0.75147929,-0.918699187,-0.92,-0.97826087,-0.8,3
289,-0.381289418,-0.4176,-0.632876712,0.594979027,-0.44200627,-0.178571429,0.380645161,-0.081472541,-0.708542714,-0.961038961,-0.849056604,-0.8,-0.817708333,-0.942857143,-1,-0.895454545,-0.41617357,-0.821138211,-0.92,-0.97826087,-0.8,3
290,-0.381289418,-0.4176,-0.632876712,0.7684423,0.702194357,0.107142857,0.277419355,0.083886542,-0.83919598,-0.926406926,-0.830188679,-0.909090909,-0.921875,-0.951020408,-0.102564103,-0.972727273,-0.968441815,-0.983739837,-0.92,-0.97826087,-0.85,6
291,-0.381289418,-0.4176,-0.632876712,0.847289242,0.780564263,0.107142857,0.24516129,0.070609535,-0.83919598,-0.930735931,-0.830188679,-0.909090909,-0.921875,-0.959183673,-0.128205128,-0.972727273,-0.968441815,-1,-0.92,-0.97826087,-0.85,6
292,-0.317432722,-0.4176,-0.665753425,-0.357492036,-0.206896552,-0.142857143,0.35483871,-0.21907061,-0.748743719,-0.974025974,-0.811320755,-0.890909091,-0.864583333,-0.983673469,-0.974358974,-0.947727273,-0.526627219,-0.951219512,-0.92,-1,1,3
