name,Yield_Strength,Tensile_Strength,Pipe Vintage,%C,%Mn,%S,%Si,%P,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Sn,%Ti,%Nb,%Co,Grade_Early_bin
770,68700,82300,1967,0.16,0.88,0.021,0.015,0.01,0.007,0.01,0.008,0.002,0.009,0.009,0.002,0.003,0.024,0.005,0
771,71600,88100,1967,0.19,0.91,0.02,0.015,0.01,0.007,0.011,0.006,0.002,0.008,0.008,0.002,0.003,0.025,0.004,0
772,45000,69000,1946,0.153,0.727,0.024,0.04,0.011,0.022,0.033,0.001,0,0.009,0.015,0.001,0.001,0.001,0.003,0
773,46700,72500,1975,0.253,0.748,0.029,0.106,0.008,0.002,0.06,0.017,0.001,0.078,0.17,0.012,0.002,0.002,0.01,0
774,47600,68500,1970,0.136,0.766,0.018,0.021,0.027,0.032,0.026,0.005,0,0.03,0.017,0.001,0.003,0.001,0.007,0
775,47700,70000,1969,0.148,0.605,0.017,0.222,0.017,0.037,0.046,0.008,0,0.041,0.121,0.025,0.001,0.001,0.007,0
776,48700,65000,1946,0.23,0.541,0.027,0.008,0.008,0.015,0.019,0.009,0.001,0.031,0.055,0.007,0.003,0.002,0.006,0
777,49600,64000,1946,0.201,0.557,0.021,0.008,0.006,0.001,0.016,0.013,0.001,0.034,0.042,0.004,0.002,0.002,0.008,0
778,49700,62800,1946,0.197,0.639,0.016,0.007,0.005,0,0.02,0.009,0.001,0.039,0.095,0.01,0.002,0.004,0.007,0
779,50000,69500,1964,0.281,0.666,0.021,0.031,0.008,0.021,0.023,0.004,0.001,0.008,0.016,0.002,0.002,0.003,0.005,0
780,50500,73000,1970,0.151,0.748,0.017,0.239,0.012,0.026,0.041,0.009,0,0.043,0.068,0.007,0.002,0.001,0.007,0
781,51000,69000,1954,0.246,0.728,0.029,0.01,0.008,0.01,0.025,0.01,0,0.04,0.137,0.004,0.001,0.001,0.039,0
782,51500,65000,1954,0.225,0.739,0.03,0.014,0.014,0.005,0.032,0.006,0,0.031,0.142,0.005,0.001,0.001,0.039,0
783,53000,78500,1962,0.29,0.507,0.021,0.113,0.011,0.006,0.013,0.014,0.001,0.006,0.013,0.002,0.002,0.002,0.002,0
784,54000,68500,1964,0.233,0.769,0.024,0.013,0.008,0.006,0.01,0.005,0,0.011,0.026,0.001,0.001,0.001,0.006,0
785,55000,74500,1964,0.195,0.87,0.019,0.014,0.01,0.003,0.022,0.003,0.001,0.014,0.021,0.001,0.001,0.001,0.005,0
786,56000,74000,1961,0.23,1.12,0.023,0.006,0.009,0,0.028,0.013,0,0.057,0.17,0.016,0,0.013,0,0
787,56000,71500,1963,0.206,0.903,0.02,0.014,0.009,0.004,0.024,0.007,0.002,0.018,0.025,0.002,0.003,0.001,0.007,0
788,56000,76500,1946,0.245,0.498,0.023,0.014,0.007,0.034,0.059,0.018,0,0.044,0.097,0.004,0.001,0.001,0.004,0
789,57000,73500,1963,0.206,0.903,0.02,0.014,0.009,0.004,0.024,0.007,0.002,0.018,0.025,0.002,0.003,0.001,0.007,0
790,57500,97000,1975,0.27,0.77,0.04,0.09,0.03,0,0.08,0.02,0,0.08,0.21,0.01,0,0,0.01,0
791,58000,74000,1964,0.195,0.87,0.019,0.014,0.01,0.003,0.022,0.003,0.001,0.014,0.021,0.001,0.001,0.001,0.005,0
792,58000,74000,1963,0.217,0.924,0.017,0.019,0.009,0.005,0.023,0.004,0,0.012,0.016,0.003,0.002,0.001,0.004,0
793,58500,75500,1964,0.202,0.952,0.02,0.017,0.011,0.004,0.027,0.003,0.001,0.014,0.018,0.001,0.001,0.001,0.006,0
794,59000,76500,1964,0.2,0.991,0.016,0.014,0.01,0.004,0.023,0.003,0.001,0.014,0.023,0.001,0.001,0.001,0.007,0
795,62500,79000,1964,0.21,1.01,0.021,0.016,0.006,0.005,0.018,0.003,0.001,0.014,0.017,0.001,0.002,0.001,0.006,0
796,63000,87000,1965,0.25,1.07,0.017,0.164,0.012,0.035,0.025,0.019,0.029,0.028,0.022,0.003,0.003,0.002,0.005,0
797,63500,88000,1946,0.34,0.858,0.02,0.17,0.018,0.021,0.02,0.009,0.001,0.033,0.016,0.003,0.002,0.001,0.005,0
798,63500,81500,1964,0.21,1.01,0.021,0.016,0.006,0.005,0.018,0.003,0.001,0.014,0.017,0.001,0.002,0.001,0.006,0
799,67000,79500,1964,0.195,0.87,0.019,0.014,0.01,0.003,0.022,0.003,0.001,0.014,0.021,0.001,0.001,0.001,0.005,0
800,67500,81500,1964,0.21,1.01,0.021,0.016,0.006,0.005,0.018,0.003,0.001,0.014,0.017,0.001,0.002,0.001,0.006,0
801,68500,94000,1962,0.248,1.11,0.02,0.015,0.01,0.005,0.014,0.006,0,0.009,0.009,0.001,0.001,0.001,0.003,0
802,76500,98000,1962,0.248,1.11,0.02,0.015,0.01,0.005,0.014,0.006,0,0.009,0.009,0.001,0.001,0.001,0.003,0
803,45000,63500,1969,0.148,0.502,0.018,0.218,0.018,0.029,0.022,0.003,0,0.037,0.018,0.002,0.002,0.002,0.013,0
804,45200,64000,1969,0.146,0.502,0.018,0.216,0.017,0.03,0.022,0.003,0,0.036,0.018,0.002,0.002,0.002,0.013,0
805,45000,51000,1958,0.092,0.381,0.016,0.004,0.004,0.002,0.025,0.006,0,0.051,0.053,0.003,0.001,0.001,0.001,1
806,48500,69000,1974,0.226,0.961,0.018,0.013,0.006,0.002,0.064,0.024,0.001,0.095,0.088,0.004,0.001,0.002,0.006,0
807,58000,74000,1963,0.261,0.936,0.025,0.005,0.008,0.011,0.047,0.008,0.002,0.019,0.026,0.002,0,0.002,0.004,0
808,44700,62900,1956,0.244,0.708,0.026,0.011,0.009,0.005,0.024,0.018,0.008,0.003,0.011,0.117,0.001,0,0.036,0
809,47900,71000,1956,0.21,0.848,0.031,0.09,0.015,0.003,0.015,0.005,0,0.069,0.047,0.004,0.002,0.001,0.023,0
810,47900,71000,1956,0.21,0.848,0.031,0.09,0.015,0.003,0.015,0.005,0,0.069,0.047,0.004,0.002,0.001,0.023,0
811,47900,69000,1956,0.199,0.832,0.029,0.084,0.014,0.003,0.014,0.003,0,0.066,0.045,0.003,0.001,0.001,0.023,0
812,48000,69000,1956,0.231,0.687,0.022,0.008,0.009,0.002,0.033,0.003,0,0.023,0.117,0.003,0.001,0.001,0.037,0
813,49500,62000,1956,0.217,0.548,0.016,0.045,0.008,0.003,0.024,0.003,0,0.029,0.067,0.009,0.001,0.001,0.012,0
814,49700,69500,1956,0.261,0.719,0.027,0.008,0.012,0.002,0.034,0.003,0,0.024,0.121,0.003,0.001,0.001,0.037,0
815,50500,69000,1970,0.153,0.55,0.018,0.008,0.007,0.009,0.038,0.011,0.001,0.048,0.163,0.009,0.002,0.002,0.01,0
816,50500,71000,1956,0.159,0.476,0.016,0.08,0.011,0.002,0.039,0.015,0,0.096,0.129,0.01,0.001,0.001,0.021,0
817,51000,73000,1956,0.241,0.717,0.024,0.01,0.009,0.008,0.017,0.003,0,0.025,0.121,0.004,0.001,0.001,0.037,0
818,52000,72500,1956,0.237,0.713,0.026,0.01,0.009,0.017,0.018,0.003,0,0.024,0.121,0.003,0.001,0.001,0.038,0
819,54500,69500,1970,0.192,0.76,0.02,0.027,0.005,0.006,0.021,0.011,0.002,0.038,0.063,0.007,0.002,0.025,0.005,0
820,54500,71000,1970,0.191,0.85,0.019,0.035,0.008,0.001,0.03,0.007,0.002,0.016,0.033,0.002,0.002,0.028,0.005,0
821,54500,71000,1970,0.173,0.82,0.018,0.038,0.01,0.003,0.035,0.012,0.002,0.032,0.042,0.005,0.002,0.023,0.006,0
822,54500,72500,1970,0.196,0.93,0.03,0.024,0.021,0.003,0.039,0.01,0.002,0.028,0.04,0.003,0.002,0.027,0.005,0
823,55000,75000,1970,0.185,1.04,0.015,0.024,0.009,0,0.032,0.011,0.002,0.025,0.045,0.003,0.002,0.031,0.007,0
824,55000,71500,1970,0.195,0.89,0.016,0.018,0.006,0.003,0.027,0.011,0.002,0.03,0.044,0.003,0.002,0.026,0.005,0
825,55000,69500,1970,0.158,0.78,0.024,0.025,0.007,0,0.029,0.012,0.002,0.031,0.045,0.004,0.002,0.024,0.005,0
826,56000,73000,1970,0.192,0.86,0.015,0.036,0.007,0.001,0.03,0.007,0.002,0.016,0.033,0.002,0.002,0.03,0.006,0
827,56000,71000,1970,0.157,0.78,0.025,0.025,0.007,0,0.029,0.012,0.002,0.031,0.046,0.004,0.002,0.024,0.005,0
828,56500,73500,1970,0.167,0.083,0.017,0.037,0.006,0.003,0.023,0.008,0.002,0.027,0.026,0.002,0.002,0.03,0.005,0
829,57000,75000,1973,0.206,1.07,0.018,0.014,0.006,0.058,0.013,0.007,0.003,0.011,0.014,0.002,0.003,0.051,0.005,0
830,57500,70500,1970,0.169,0.9,0.025,0.036,0.009,0.001,0.026,0.011,0.002,0.027,0.049,0.005,0.002,0.034,0.005,0
831,57800,83400,1972,0.259,1.13,0.018,0.235,0.01,0.004,0.03,0.013,0.003,0.047,0.118,0.007,0.003,0.002,0.011,0
832,58000,71500,1970,0.173,0.81,0.024,0.031,0.011,0.002,0.021,0.011,0.002,0.026,0.04,0.003,0.002,0.03,0.005,0
833,58000,75000,1970,0.195,1,0.031,0.03,0.008,0.002,0.028,0.011,0.002,0.029,0.035,0.003,0.002,0.029,0.008,0
834,58000,82000,1973,0.253,1.33,0.024,0.018,0.006,0.006,0.038,0.014,0,0.056,0.112,0.005,0.002,0.001,0.003,0
835,58500,83000,1972,0.24,1.18,0.022,0.25,0.013,0.003,0.036,0.015,0.003,0.073,0.1,0,0.003,0.004,0,0
836,58500,73500,1970,0.167,0.82,0.022,0.036,0.01,0.002,0.02,0.011,0.002,0.026,0.039,0.003,0.002,0.03,0.005,0
837,59000,74500,1970,0.185,0.94,0.022,0.02,0.012,0.008,0.034,0.012,0.002,0.034,0.043,0.009,0.002,0.025,0.006,0
838,59000,74500,1970,0.185,0.94,0.022,0.02,0.012,0.008,0.034,0.012,0.002,0.034,0.043,0.009,0.002,0.025,0.006,0
839,59500,70500,1970,0.182,0.81,0.021,0.034,0.011,0.002,0.021,0.011,0.002,0.026,0.04,0.003,0.002,0.03,0.005,0
840,60500,73500,1970,0.162,0.85,0.017,0.026,0.005,0,0.03,0.012,0.002,0.037,0.041,0.003,0.002,0.029,0.006,0
841,61000,82000,1970,0.167,1,0.017,0.046,0.008,0.005,0.04,0.008,0.001,0.033,0.035,0.002,0.001,0.032,0.004,0
842,61000,88000,1973,0.275,1.42,0.024,0.017,0.006,0.005,0.036,0.009,0,0.037,0.125,0.007,0.001,0.001,0.004,0
843,61500,79500,1970,0.18,0.931,0.016,0.028,0.006,0.004,0.028,0.014,0.002,0.029,0.045,0.004,0.003,0.038,0.006,0
844,61500,80000,1970,0.168,1.03,0.024,0.029,0.013,0,0.039,0.011,0.002,0.03,0.046,0.004,0.002,0.028,0.007,0
845,61500,81500,1973,0.253,1.33,0.024,0.018,0.006,0.006,0.038,0.014,0,0.056,0.112,0.005,0.002,0.001,0.003,0
846,62000,78500,1970,0.189,1.03,0.019,0.03,0.012,0.001,0.039,0.011,0.002,0.03,0.046,0.004,0.002,0.03,0.007,0
847,62000,79500,1970,0.189,0.94,0.033,0.023,0.009,0,0.051,0.007,0.002,0.017,0.021,0.003,0.002,0.035,0.006,0
848,62500,83000,1973,0.24,1.12,0.02,0.25,0.15,0.005,0.032,0.018,0,0.058,0.13,0.007,0,0.01,0,0
849,63000,77000,1970,0.172,0.78,0.02,0.019,0.007,0.002,0.027,0.012,0.002,0.036,0.038,0.004,0.002,0.03,0.005,0
850,63000,86500,1972,0.25,1.22,0.021,0.244,0.012,0.009,0.042,0.011,0,0.051,0.101,0.007,0.003,0.002,0.012,0
851,69500,86000,1972,0.24,1.18,0.022,0.25,0.013,0.003,0.036,0.015,0.003,0.073,0.1,0,0.003,0.004,0,0
852,69500,79000,1970,0.18,0.931,0.016,0.028,0.006,0.004,0.028,0.014,0.002,0.029,0.045,0.004,0.003,0.038,0.006,0
853,40800,60000,1928,0.12,0.54,0.027,0.051,0.01,0.01,0.017,0.003,0,0.008,0.017,0,0,0,0,1
854,47900,53500,1928,0.1,0.48,0.032,0.062,0.009,0.005,0.02,0.003,0,0.008,0.018,0,0,0,0,1
855,35500,53000,1928,0.087,0.44,0.038,0.032,0.01,0.012,0.021,0.009,0,0.017,0.041,0,0,0,0,1
856,49000,66500,1965,0.271,0.99,0.018,0.029,0.02,0.005,0.017,0,0,0.009,0.012,0.001,0.001,0.001,0.002,0
857,50000,73500,1962,0.257,1.04,0.02,0.019,0.014,0.017,0.022,0.005,0.004,0.015,0.041,0.003,0.002,0.002,0.009,0
858,51000,72750,1962,0.257,1.04,0.02,0.019,0.014,0.017,0.022,0.005,0.004,0.015,0.041,0.003,0.002,0.002,0.009,0
859,51500,75500,1965,0.26,1.07,0.013,0.027,0.012,0.003,0.019,0,0.002,0.009,0.01,0.001,0.001,0.001,0.002,0
860,51500,71000,1979,0.199,1.33,0.013,0.011,0.011,0.001,0.01,0.004,0.002,0.011,0.04,0.001,0.001,0.001,0.015,0
861,52500,72000,1982,0.205,0.869,0.024,0.006,0.008,0.003,0.028,0.005,0.001,0.022,0.016,0.002,0.002,0.002,0.006,0
862,52500,74500,1973,0.246,1.14,0.014,0.028,0.008,0.003,0.038,0.009,0,0.031,0.027,0.001,0.001,0.001,0.004,0
863,53000,70000,1969,0.233,0.858,0.023,0.014,0.01,0.005,0.014,0.005,0,0.012,0.012,0.001,0.001,0.001,0.007,0
864,53500,66500,1960,0.232,0.79,0.027,0.014,0.005,0.023,0.017,0.017,0.002,0.027,0.198,0.017,0.002,0.003,0.009,0
865,53900,74500,1961,0.237,0.97,0.021,0.053,0.012,0.004,0.024,0.005,0.003,0.009,0.014,0.01,0.002,0.003,0.006,0
866,54000,72000,1963,0.23,0.83,0.009,0.009,0.01,0.002,0.018,0.005,0.002,0.014,0.023,0.003,0.002,0.001,0.006,0
867,54000,65000,1969,0.225,0.8,0.018,0.013,0.006,0.005,0.012,0.003,0,0.013,0.017,0.002,0.001,0.001,0.006,0
868,54500,74500,1980,0.241,0.893,0.017,0.017,0.011,0.002,0.022,0.017,0,0.023,0.034,0.003,0.002,0.001,0.005,0
869,55000,65500,1969,0.225,0.8,0.02,0.013,0.006,0.005,0.012,0.003,0,0.013,0.018,0.002,0.001,0.001,0.006,0
870,56000,78500,1967,0.25,0.824,0.033,0.093,0.011,0.001,0.071,0.016,0,0.082,0.253,0.012,0.001,0.001,0.007,0
871,57000,77500,1967,0.249,0.82,0.029,0.093,0.012,0.001,0.072,0.017,0,0.082,0.256,0.013,0.001,0.001,0.006,0
872,57500,68000,1968,0.229,0.83,0.018,0.017,0.011,0.004,0.041,0.003,0,0.009,0.011,0.001,0.001,0.001,0.002,0
873,58000,77500,1961,0.24,0.99,0.021,0.047,0.012,0.007,0.019,0.006,0.002,0.031,0.093,0.014,0.002,0.001,0.017,0
874,58000,75500,1982,0.247,0.838,0.016,0.003,0.005,0,0.018,0.005,0.001,0.024,0.019,0.002,0.002,0.003,0.006,0
875,58000,75500,1963,0.208,0.747,0.015,0.06,0.008,0.005,0.025,0.006,0,0.039,0.047,0.003,0.001,0.018,0.009,0
876,58000,70000,1967,0.152,1.11,0.022,0.01,0.011,0.004,0.038,0.006,0,0.016,0.02,0.002,0.001,0.011,0.004,0
877,58500,66000,1996,0.071,0.995,0.008,0.008,0.011,0.033,0.03,0.005,0.003,0.009,0.016,0.002,0.003,0.017,0.003,0
878,58500,78000,1967,0.255,0.82,0.03,0.094,0.012,0.001,0.072,0.016,0,0.082,0.253,0.012,0.001,0.001,0.006,0
879,59000,74000,1961,0.233,0.98,0.022,0.046,0.013,0.015,0.02,0.007,0.002,0.031,0.093,0.014,0.002,0.001,0.018,0
880,59000,80500,1981,0.19,0.726,0.011,0.004,0.004,0.001,0.024,0.003,0.038,0.009,0.017,0.001,0.001,0.001,0.003,0
881,59500,80500,1967,0.25,0.822,0.03,0.094,0.011,0.001,0.071,0.016,0,0.081,0.252,0.012,0.001,0.001,0.007,0
882,59500,74000,1968,0.201,0.7,0.016,0.007,0.014,0.005,0.022,0.004,0,0.021,0.049,0.004,0.001,0.001,0.017,0
883,60000,88500,1967,0.276,0.851,0.033,0.035,0.011,0.002,0.028,0.008,0,0.062,0.191,0.016,0.001,0.001,0.008,0
884,60500,83000,1964,0.21,1.07,0.021,0.11,0.014,0.011,0.02,0.02,0,0.022,0.02,0.003,0,0,0,0
885,60500,72500,1961,0.227,0.95,0.016,0.04,0.018,0.005,0.016,0.004,0.002,0.008,0.011,0.009,0.002,0.001,0.002,0
886,60500,71000,1968,0.228,0.67,0.018,0.018,0.014,0.008,0.05,0.002,0,0.008,0.009,0.015,0.001,0.001,0.001,0
887,62000,74500,1968,0.221,0.79,0.022,0.008,0.014,0.011,0.021,0.005,0,0.024,0.054,0.005,0.001,0.001,0.015,0
888,63000,79500,1961,0.234,1.29,0.024,0.051,0.016,0.001,0.041,0.011,0.004,0.052,0.145,0.009,0.002,0.002,0.016,0
889,63000,77500,1973,0.246,1.14,0.014,0.028,0.008,0.003,0.038,0.009,0,0.031,0.027,0.001,0.001,0.001,0.004,0
890,63500,81500,1961,0.271,1.13,0.023,0.048,0.016,0.001,0.027,0.009,0.004,0.047,0.149,0.012,0.002,0.003,0.018,0
891,63500,81500,1983,0.159,0.734,0.01,0.006,0.006,0.002,0.013,0.004,0.048,0.008,0.012,0.001,0.001,0.001,0,0
892,64000,93500,1962,0.28,1.21,0.02,0.048,0.032,0.001,0.019,0.016,0.003,0.063,0.432,0.021,0.002,0.003,0.011,0
893,64500,81000,1968,0.188,0.61,0.009,0.007,0.008,0.007,0.014,0.003,0,0.015,0.036,0.002,0.001,0.001,0.016,0
894,66500,86000,1962,0.269,1.21,0.011,0.015,0.009,0.002,0.03,0.016,0.036,0.013,0.08,0.002,0.002,0.001,0.025,0
895,67500,80000,1983,0.159,0.734,0.01,0.006,0.006,0.002,0.013,0.004,0.048,0.008,0.012,0.001,0.001,0.001,0,0
896,67500,87500,1983,0.13,0.76,0.008,0.004,0.007,0.002,0.014,0.004,0.056,0.009,0.013,0,0.001,0.001,0,0
897,69000,89000,1972,0.239,1.09,0.018,0.194,0.012,0.003,0.03,0.012,0,0.071,0.174,0.009,0.002,0.001,0.011,0
898,69000,90000,1972,0.242,1.08,0.017,0.196,0.012,0.005,0.03,0.012,0,0.071,0.173,0.009,0.002,0.001,0.012,0
899,69000,81500,1963,0.208,0.747,0.015,0.06,0.008,0.005,0.025,0.006,0,0.039,0.047,0.003,0.001,0.018,0.009,0
900,69000,77500,1983,0.13,0.76,0.008,0.004,0.007,0.002,0.014,0.004,0.056,0.009,0.013,0,0.001,0.001,0,0
901,70500,90500,1972,0.26,1.2,0.02,0.245,0.008,0.002,0.035,0.015,0,0.069,0.156,0.008,0.002,0.001,0.01,0
902,70500,95000,1962,0.272,1.08,0.01,0.019,0.009,0.006,0.013,0.035,0,0.008,0.007,0.001,0.001,0.001,0,0
903,71500,95500,1962,0.275,1.09,0.014,0.022,0.01,0.002,0.013,0.035,0,0.009,0.008,0.001,0.001,0.001,0.003,0
904,46600,66000,1955,0.262,0.715,0.03,0.011,0.01,0.048,0.034,0.006,0.001,0.052,0.181,0.012,0.001,0.003,0.036,0
905,48566,60233,1965,0.24,1.31,0.019,0.07,0.01,0.001,0.031,0.006,0,0.044,0.04,0.002,0.001,0.001,0.013,0
906,49100,63000,1946,0.184,0.536,0.025,0.004,0.008,0.003,0.029,0.023,0.001,0.094,0.167,0.015,0.002,0.003,0.007,0
907,49900,66000,1946,0.186,0.668,0.032,0.008,0.011,0.001,0.048,0.022,0.001,0.073,0.134,0.012,0.003,0.003,0.007,0
908,50500,65000,1954,0.261,0.76,0.028,0.011,0.009,0.022,0.019,0.008,0.001,0.028,0.143,0.005,0.002,0.002,0.04,0
909,52000,67000,1946,0.177,0.721,0.032,0.003,0.007,0.001,0.033,0.018,0.001,0.101,0.101,0.009,0.002,0.003,0.007,0
910,52000,78500,1960,0.249,1.06,0.025,0.051,0.016,0.03,0.027,0.003,0.002,0.012,0.011,0.001,0.005,0.002,0.004,0
911,53000,70500,1946,0.253,0.775,0.039,0.003,0.009,0.001,0.035,0.019,0.002,0.11,0.11,0.011,0.002,0.003,0.008,0
912,53000,71000,1982,0.248,0.804,0.025,0.038,0.008,0.018,0.024,0.004,0,0.01,0.021,0.001,0.001,0.001,0.004,0
913,54000,74000,1957,0.197,0.434,0.033,0.238,0.041,0.012,0.063,0.006,0.001,0.058,0.192,0.02,0.002,0.001,0.014,0
914,54500,69000,1946,0.15,0.751,0.015,0.003,0.006,0.001,0.029,0.023,0.001,0.09,0.157,0,0.002,0.012,0.007,0
915,54500,79500,1960,0.245,1.08,0.025,0.052,0.015,0.004,0.027,0.003,0.002,0.012,0.01,0.001,0.005,0.002,0.004,0
916,55000,70000,1946,0.216,0.794,0.046,0.003,0.009,0.001,0.035,0.019,0.002,0.109,0.109,0.011,0.002,0.002,0.008,0
917,57000,73000,1963,0.271,0.57,0.022,0.008,0.007,0.007,0.04,0.02,0.001,0.086,0.203,0.001,0.002,0.002,0.01,0
918,57000,71000,1946,0.149,0.685,0.019,0.004,0.008,0.001,0.049,0.027,0.001,0.082,0.113,0.024,0.002,0.002,0.007,0
919,57500,70000,1988,0.198,0.418,0.028,0.069,0.006,0,0.077,0.033,0,0.098,0.259,0.012,0.002,0.002,0.008,0
920,58000,76000,1955,0.262,0.713,0.028,0.01,0.011,0.027,0.034,0.006,0.001,0.053,0.18,0.012,0.001,0.003,0.0036,0
921,58500,73500,1960,0.22,0.65,0.021,0.024,0.005,0.015,0.036,0.018,0.001,0.07,0.17,0.016,0.002,0.003,0.009,0
922,58500,76500,1979,0.197,0.77,0.011,0.006,0.005,0,0.012,0.004,0.002,0.008,0.008,0.001,0.002,0.001,0.004,0
923,60000,73500,1960,0.219,0.88,0.023,0.014,0.008,0.002,0.009,0.001,0.001,0.01,0.011,0.001,0.001,0.002,0.005,0
924,60000,73000,1966,0.177,0.599,0.017,0.006,0.01,0.001,0.025,0.002,0,0.029,0.013,0,0.001,0.001,0.008,0
925,60500,73500,1988,0.198,0.418,0.028,0.069,0.006,0,0.077,0.033,0,0.098,0.259,0.012,0.002,0.002,0.008,0
926,60500,67500,1965,0.185,0.64,0.025,0.045,0.008,0.003,0.024,0.005,0.001,0.04,0.13,0.023,0.001,0.002,0.009,0
927,61000,75500,1981,0.176,0.79,0.006,0.157,0.019,0.027,0.039,0.011,0,0.029,0.01,0,0.001,0.001,0,0
928,61000,74500,1966,0.19,0.836,0.018,0.029,0.01,0.001,0.037,0.006,0,0.026,0.074,0.005,0.001,0.001,0.008,0
929,62500,76500,1965,0.247,1.02,0.022,0.032,0.007,0.008,0.032,0.007,0,0.018,0.026,0.002,0.001,0.001,0.005,0
930,63200,71200,1994,0.133,1.19,0.002,0.257,0.016,0.035,0.064,0.093,0.036,0.066,0.045,0.003,0.003,0.031,0.004,0
931,63500,69000,1946,0.193,0.529,0.025,0.04,0.008,0.009,0.03,0.008,0.001,0.033,0.091,0.004,0.002,0.002,0.006,0
932,64500,78500,1964,0.244,0.856,0.02,0.016,0.007,0.005,0.014,0.005,0,0.009,0.011,0.001,0.002,0.001,0.003,0
933,68500,82000,1973,0.17,0.52,0.017,0.031,0.005,0,0.04,0.018,0,0.059,0.013,0,0,0,0,0
934,76500,87500,1973,0.2,0.54,0.018,0.036,0.006,0.002,0.041,0.02,0,0.061,0.013,0,0,0,0,0
935,50000,61500,1970,0.162,0.532,0.023,0.249,0.02,0.058,0.039,0.002,0.001,0.038,0.026,0.002,0.001,0.002,0.013,0
936,61500,80500,1960,0.25,0.822,0.019,0.049,0.009,0.002,0.018,0.008,0.001,0.065,0.17,0.01,0.001,0.001,0.01,0
937,45800,69500,1975,0.16,0.494,0.027,0.267,0.012,0.023,0.042,0.006,0,0.034,0.053,0.007,0.001,0.001,0.008,0
938,45800,69500,1970,0.169,0.571,0.023,0.283,0.014,0.037,0.054,0.006,0,0.04,0.047,0.006,0.001,0.001,0.009,0
939,46300,71000,1970,0.186,0.561,0.028,0.257,0.015,0.033,0.064,0.005,0,0.059,0.087,0.012,0.001,0.002,0,0
940,47100,66500,1989,0.205,0.547,0.008,0.018,0.013,0.05,0.046,0.006,0,0.021,0.036,0.013,0.001,0.001,0.002,0
941,47700,72500,1970,0.186,0.54,0.025,0.231,0.02,0.024,0.066,0.005,0.001,0.059,0.086,0.012,0.001,0.002,0.009,0
942,57500,74000,1965,0.218,0.609,0.02,0.014,0.008,0.005,0.027,0.005,0,0.044,0.108,0.006,0.001,0.001,0.011,0
943,57500,69000,1965,0.137,0.63,0.016,0.005,0.004,0.001,0.024,0.006,0,0.045,0.058,0.003,0.001,0.001,0.005,0
944,58000,68500,1969,0.183,0.46,0.006,0.147,0.005,0.039,0.077,0.021,0,0.102,0.276,0.017,0.001,0.001,0.006,0
945,58500,76500,1976,0.182,0.747,0.009,0.006,0.004,0.001,0.012,0.004,0.001,0.008,0.008,0.001,0.002,0.001,0.004,0
946,59500,71500,1972,0.215,0.786,0.025,0.005,0.008,0.003,0.013,0.01,0.002,0.023,0.031,0.003,0.002,0.002,0.006,0
947,60500,72500,1962,0.279,0.709,0.035,0.005,0.008,0.001,0.033,0.012,0,0.045,0.096,0.009,0.001,0.001,0.004,0
948,61000,71000,1965,0.274,0.68,0.027,0.005,0.005,0.001,0.017,0.004,0,0.036,0.068,0.005,0.001,0.001,0.005,0
949,64000,77500,1981,0.217,0.563,0.016,0.012,0.004,0.02,0.07,0.02,0.001,0.057,0.128,0.008,0.002,0.002,0.006,0
950,74500,84000,1992,0.196,0.85,0.003,0.225,0.016,0.039,0.028,0.005,0.003,0.007,0.016,0.003,0.004,0.002,0.003,0
951,54000,70000,1965,0.276,0.645,0.018,0.006,0.003,0.005,0.011,0.003,0,0.019,0.081,0.002,0.001,0.001,0.02,0
952,62500,77500,1965,0.269,0.649,0.016,0.006,0.005,0.001,0.022,0.003,0,0.011,0.071,0.002,0.001,0.001,0.021,0
953,72000,83000,1965,0.269,0.649,0.016,0.006,0.005,0.001,0.022,0.003,0,0.011,0.071,0.002,0.001,0.001,0.021,0
954,53000,65000,1965,0.222,0.89,0.021,0.006,0.006,0.008,0.103,0.012,0,0.023,0.027,0.002,0.001,0.001,0,0
955,59500,79500,1965,0.273,1.13,0.015,0.01,0.008,0.006,0.06,0.008,0,0.017,0.021,0.001,0.001,0.001,0.001,0
956,75000,89000,1993,0.059,1.42,0.005,0.209,0.016,0.054,0.068,0.039,0.005,0.125,0.395,0.019,0.019,0.069,0.013,0
957,55500,82500,1977,0.254,1.25,0.024,0.016,0.006,0.005,0.032,0.005,0.001,0.021,0.029,0.001,0.001,0.001,0.004,0
958,51500,66500,1971,0.258,0.68,0.023,0.009,0.01,0.018,0.031,0.01,0.002,0.049,0.116,0.009,0.002,0.002,0.01,0
959,52000,71000,1968,0.22,1.02,0.013,0.007,0.007,0,0.029,0.015,0,0.063,0.14,0.01,0,0,0,0
960,53500,80000,1968,0.24,1.14,0.019,0.26,0.015,0.043,0.055,0.007,0.003,0.063,0.13,0.009,0.004,0.003,0.012,0
961,55500,73000,1962,0.206,1.11,0.017,0.058,0.01,0.001,0.02,0.005,0,0.073,0.043,0.002,0.001,0.001,0.021,0
962,56000,80500,1966,0.29,1.18,0.022,0.009,0.011,0.008,0.027,0.011,0.003,0.034,0.077,0.006,0.002,0.003,0.011,0
963,56000,72500,1971,0.211,0.649,0.018,0.01,0.012,0.005,0.032,0.013,0.001,0.057,0.137,0.008,0.002,0.001,0.012,0
