ID,Yield_Strength,Tensile_Strength,C,Mn,Nb,Pipe_Vintage,Pipe_Grade
406,51500,76000,2.45E-01,1.01E+00,2.00E-03,1983,3
407,54000,77000,2.59E-01,7.60E-01,2.00E-03,1983,3
408,63500,82500,2.34E-01,8.16E-01,2.00E-03,1983,5
409,45000,63500,1.48E-01,5.02E-01,2.00E-03,1983,3
410,45200,64000,1.46E-01,5.02E-01,2.00E-03,1983,3
411,55500,71500,2.33E-01,7.80E-01,2.00E-03,1950,5
412,51500,84000,2.76E-01,1.15E+00,1.00E-03,1950,5
413,58000,72500,1.86E-01,1.10E+00,2.50E-02,1979,5
414,60500,76000,1.61E-01,6.39E-01,5.00E-03,1948,4
415,58000,74000,2.34E-01,9.60E-01,2.00E-03,1983,5
416,69500,82000,2.20E-01,1.10E+00,1.40E-02,1983,6
417,77500,109000,2.44E-01,1.37E+00,3.50E-02,1983,6
418,49800,73500,1.91E-01,5.92E-01,2.00E-03,1977,3
419,53500,81000,2.33E-01,7.21E-01,3.00E-03,1977,3
420,57000,69000,2.23E-01,8.35E-01,2.00E-03,1983,5
421,57500,74000,2.18E-01,6.09E-01,1.00E-03,1965,4
422,73500,88000,5.50E-02,1.05E+00,6.30E-02,1983,6
423,58500,85000,3.00E-01,1.14E+00,1.00E-03,1983,5
424,65000,89500,2.45E-01,1.31E+00,1.40E-02,1983,6
425,67000,93500,2.45E-01,1.31E+00,1.40E-02,1983,6
426,46500,62000,2.41E-01,5.90E-01,2.00E-03,1968,3
427,47500,77000,3.06E-01,1.30E+00,1.00E-03,1948,5
428,60500,67500,1.85E-01,6.40E-01,2.00E-03,1965,3
429,47100,55000,1.23E-01,4.59E-01,1.00E-03,1933,2
430,48700,80000,3.06E-01,1.30E+00,1.00E-03,1973,5
431,38600,64500,2.95E-01,4.42E-01,1.00E-03,1954,2
432,38600,64500,2.95E-01,4.42E-01,1.00E-03,1955,2
433,46200,69000,2.39E-01,8.14E-01,2.00E-03,1955,3
434,48900,72000,1.86E-01,5.62E-01,1.00E-03,2002,3
435,61500,69000,4.60E-02,9.74E-01,1.20E-02,2002,3
436,62500,69500,4.70E-02,9.83E-01,1.30E-02,2002,3
437,45000,69000,1.53E-01,7.27E-01,1.00E-03,1946,2
438,70500,92000,2.47E-01,1.29E+00,1.80E-02,1983,6
439,43500,70000,2.83E-01,6.73E-01,1.00E-03,1962,3
440,42700,59000,2.21E-01,8.98E-01,1.00E-03,1977,2
441,46600,66000,2.62E-01,7.15E-01,3.00E-03,1955,2
442,58000,76000,2.62E-01,7.13E-01,3.00E-03,1955,2
443,71000,83000,5.10E-02,1.53E+00,6.40E-02,1981,8
444,77500,97000,5.80E-02,1.38E+00,5.80E-02,1981,8
445,78000,94000,5.10E-02,1.53E+00,6.40E-02,1981,8
446,80500,98500,6.50E-02,1.36E+00,6.40E-02,2012,8
447,82500,101000,6.50E-02,1.57E+00,6.60E-02,2012,8
448,82500,96500,4.00E-02,1.42E+00,7.40E-02,1992,8
449,84000,101000,6.10E-02,1.32E+00,6.10E-02,1976,8
450,87500,98000,6.10E-02,1.32E+00,6.10E-02,2007,8
451,53000,69500,2.19E-01,8.66E-01,2.00E-03,1964,3
452,61000,82000,1.67E-01,1.00E+00,3.20E-02,1955,5
453,63500,84500,2.09E-01,1.30E+00,4.10E-02,1983,6
454,63500,84500,2.09E-01,1.27E+00,4.00E-02,1949,6
455,62000,73500,2.84E-01,8.23E-01,2.00E-03,1952,4
456,52500,75000,2.66E-01,8.79E-01,3.00E-03,1952,4
457,51000,69500,2.41E-01,8.23E-01,2.00E-03,1952,4
458,52500,65500,1.65E-01,7.99E-01,3.00E-03,1952,4
459,49200,60000,1.43E-01,5.92E-01,3.00E-03,1952,4
460,47900,58000,1.90E-01,6.16E-01,2.00E-03,1952,4
461,54500,79500,2.45E-01,1.08E+00,2.00E-03,1952,3
462,52000,78500,2.49E-01,1.06E+00,2.00E-03,1952,3
463,36700,69500,2.47E-01,7.40E-01,1.00E-03,1952,2
464,42400,73500,2.40E-01,7.10E-01,1.00E-03,1984,2
465,57500,69000,1.37E-01,6.30E-01,1.00E-03,1957,2
466,61000,71000,2.74E-01,6.80E-01,1.00E-03,1957,2
467,60000,73500,2.19E-01,8.80E-01,2.00E-03,1957,3
468,43500,79500,2.84E-01,9.20E-01,2.00E-03,1957,2
469,42800,72500,2.50E-01,8.40E-01,1.00E-03,1957,2
470,35200,48400,5.50E-02,4.00E-01,1.00E-03,1957,2
471,47300,64000,2.38E-01,7.60E-01,1.00E-03,1957,2
472,48200,76500,2.82E-01,9.20E-01,1.00E-03,1957,2
473,54000,65000,2.25E-01,8.00E-01,1.00E-03,1957,3
474,55000,65500,2.25E-01,8.00E-01,1.00E-03,1957,3
475,49000,66500,2.71E-01,9.90E-01,1.00E-03,1957,2
476,51500,75500,2.60E-01,1.07E+00,1.00E-03,1957,2
477,45600,79000,2.51E-01,4.10E-01,1.00E-03,1957,2
478,45600,79000,2.15E-01,7.40E-01,1.00E-03,1957,2
479,46900,77500,2.85E-01,1.11E+00,5.00E-03,1948,4
480,49100,76000,2.85E-01,1.11E+00,5.00E-03,1948,4
481,85000,94000,4.60E-02,1.70E+00,4.30E-02,2007,8
482,78500,97500,5.60E-02,1.57E+00,7.50E-02,2007,8
483,71000,95000,4.70E-02,1.70E+00,7.40E-02,2007,8
484,75000,90500,3.60E-02,1.66E+00,6.70E-02,2007,8
485,78500,89500,3.60E-02,1.66E+00,6.70E-02,2007,8
486,87000,95500,4.70E-02,1.70E+00,7.40E-02,2007,8
487,65500,91000,1.56E-01,1.43E+00,4.30E-02,1981,7
488,68000,89500,1.61E-01,1.43E+00,4.50E-02,1981,7
489,69500,93500,1.67E-01,1.44E+00,4.50E-02,1968,7
490,70500,90000,1.67E-01,1.44E+00,4.50E-02,1968,7
491,70500,87000,1.61E-01,1.43E+00,4.50E-02,1980,7
492,74500,90000,1.56E-01,1.43E+00,4.30E-02,1962,7
493,40000,66000,2.10E-01,7.51E-01,1.00E-03,2006,2
494,50000,61500,1.62E-01,5.32E-01,2.00E-03,2006,2
495,45800,69500,1.60E-01,4.94E-01,1.00E-03,2006,2
496,46300,71000,1.86E-01,5.61E-01,2.00E-03,2006,2
497,47700,72500,1.86E-01,5.40E-01,2.00E-03,2006,2
498,56500,66500,1.96E-01,7.22E-01,1.00E-03,2006,2
499,42100,72000,2.20E-01,4.98E-01,1.00E-03,2006,2
500,47000,73000,2.20E-01,4.98E-01,1.00E-03,2006,2
501,48500,69000,2.26E-01,9.61E-01,2.00E-03,2006,3
502,55000,68000,2.15E-01,6.04E-01,1.00E-03,2006,3
503,38100,49500,8.20E-02,4.53E-01,1.00E-03,2006,2
504,54500,69500,2.49E-01,7.10E-01,2.00E-03,2006,4
505,54500,68500,2.41E-01,7.36E-01,1.00E-03,2006,4
506,40000,64000,1.64E-01,5.59E-01,1.00E-03,2006,2
507,33200,57500,1.26E-01,5.21E-01,1.00E-03,2006,2
508,61000,74500,2.04E-01,7.92E-01,1.00E-03,2006,3
509,60000,75500,2.47E-01,7.96E-01,1.00E-03,2006,3
510,63500,82500,2.24E-01,1.18E+00,2.70E-02,1968,6
511,45800,69500,1.69E-01,5.71E-01,1.00E-03,2006,2
512,47700,72500,1.88E-01,9.36E-01,1.00E-03,2006,3
513,33500,55000,1.44E-01,4.47E-01,1.00E-03,2006,2
514,34400,56000,1.41E-01,4.48E-01,1.00E-03,2006,2
515,56000,76500,2.68E-01,7.73E-01,1.00E-03,2006,4
516,49100,63500,2.46E-01,8.95E-01,1.00E-03,2006,4
517,54000,70500,2.05E-01,6.41E-01,1.00E-03,2006,4
518,49000,68500,2.48E-01,9.28E-01,1.00E-03,1950,4
519,74500,86500,6.00E-02,1.12E+00,5.40E-02,1977,6
520,47100,66500,2.05E-01,5.47E-01,1.00E-03,1989,2
521,43700,73500,2.84E-01,9.16E-01,2.00E-03,1951,3
522,43800,74000,2.85E-01,9.16E-01,2.00E-03,1951,3
523,43800,78000,2.85E-01,9.16E-01,2.00E-03,1951,3
524,47700,76500,2.85E-01,9.04E-01,2.00E-03,1951,3
525,47900,77500,2.84E-01,9.04E-01,3.00E-03,1951,3
526,48200,77500,2.84E-01,9.16E-01,2.00E-03,1951,3
527,48400,77000,2.85E-01,9.04E-01,2.00E-03,1951,3
528,48700,79000,2.86E-01,9.13E-01,2.00E-03,1951,3
529,49000,77000,2.85E-01,9.11E-01,2.00E-03,1951,3
530,49000,77000,2.85E-01,9.11E-01,2.00E-03,1951,3
531,49000,80000,2.84E-01,9.04E-01,3.00E-03,1951,3
532,50500,79000,2.86E-01,9.13E-01,2.00E-03,1951,3
533,51500,79000,2.83E-01,9.12E-01,2.00E-03,1951,3
534,42500,68000,2.39E-01,7.00E-01,1.00E-03,1951,3
535,43500,67500,2.39E-01,7.00E-01,1.00E-03,1951,3
536,43800,70500,3.38E-01,7.40E-01,1.00E-03,1951,3
537,44800,71000,3.38E-01,7.40E-01,1.00E-03,1951,3
538,45000,78500,2.85E-01,8.20E-01,1.00E-03,1951,3
539,46300,71000,2.79E-01,7.40E-01,1.00E-03,1951,3
540,46700,76500,2.59E-01,1.05E+00,1.00E-03,1951,3
541,46800,78500,2.85E-01,8.20E-01,1.00E-03,1951,3
542,46800,71500,2.79E-01,7.40E-01,1.00E-03,1951,3
543,47600,78000,2.67E-01,8.20E-01,1.00E-03,1951,3
544,48300,78500,2.67E-01,8.20E-01,1.00E-03,1951,3
545,48500,79000,2.77E-01,1.09E+00,2.00E-03,1951,3
546,48800,78000,2.59E-01,1.05E+00,1.00E-03,1951,3
547,49300,79000,2.77E-01,1.09E+00,2.00E-03,1951,3
548,50000,74500,2.40E-01,1.04E+00,1.00E-03,1951,3
549,50000,79000,2.51E-01,1.04E+00,1.00E-03,1951,3
550,51000,80500,2.51E-01,1.04E+00,1.00E-03,1951,3
551,53000,75500,2.40E-01,1.04E+00,1.00E-03,1951,3
552,62000,78500,2.51E-01,1.03E+00,1.70E-02,1968,5
553,48200,71500,1.87E-01,1.27E+00,3.00E-03,1961,4
554,49600,69500,1.91E-01,1.29E+00,3.00E-03,1961,4
555,38000,62000,1.94E-01,5.34E-01,1.00E-03,1953,2
556,40400,64500,2.54E-01,5.63E-01,1.00E-03,1953,2
557,40500,66000,2.59E-01,5.62E-01,1.00E-03,1953,2
558,60500,79000,2.75E-01,1.41E+00,2.50E-02,1965,6
559,61500,79000,2.40E-01,1.32E+00,2.60E-02,1965,6
560,62500,84500,2.59E-01,1.35E+00,2.50E-02,1965,6
561,62500,80000,2.31E-01,1.22E+00,2.00E-02,1965,6
562,56000,72000,2.43E-01,1.22E+00,2.10E-02,1968,6
563,56000,76000,2.57E-01,1.25E+00,1.10E-02,1968,6
564,56500,72000,2.26E-01,1.22E+00,1.90E-02,1963,6
565,57500,75000,2.43E-01,1.22E+00,2.10E-02,1970,6
566,57500,74500,2.21E-01,1.26E+00,1.80E-02,1970,6
567,58000,73500,2.32E-01,1.26E+00,1.90E-02,2006,6
568,58000,74000,2.32E-01,1.26E+00,1.90E-02,1987,6
569,65500,81000,2.69E-01,1.20E+00,1.00E-02,1954,5
570,61500,82500,2.70E-01,1.21E+00,2.00E-02,1961,5
571,60500,84000,2.66E-01,1.13E+00,1.00E-03,1963,5
572,65000,91500,2.84E-01,1.11E+00,1.00E-03,1960,5
573,62000,87000,2.85E-01,1.18E+00,1.00E-03,1963,5
574,65000,94500,2.71E-01,1.14E+00,1.00E-03,1970,5
575,48000,69000,2.31E-01,6.87E-01,1.00E-03,1956,2
576,49700,69500,2.61E-01,7.19E-01,1.00E-03,1956,2
577,50500,71000,1.59E-01,4.76E-01,1.00E-03,1956,2
578,51000,73000,2.41E-01,7.17E-01,1.00E-03,1956,2
579,51000,72000,2.07E-01,8.59E-01,1.00E-03,1962,3
580,66000,91500,2.86E-01,1.18E+00,1.00E-03,1960,5
581,66500,91500,2.79E-01,1.10E+00,1.00E-03,1960,5
582,67500,93000,2.50E-01,1.14E+00,1.00E-03,1969,5
583,57000,79000,2.67E-01,1.17E+00,1.00E-03,1961,5
584,58500,77000,2.56E-01,1.15E+00,1.00E-03,1961,5
585,58500,81000,2.55E-01,1.17E+00,1.00E-03,1961,5
586,59500,84500,2.56E-01,1.16E+00,1.00E-03,1961,5
587,61000,84500,2.71E-01,1.08E+00,1.00E-03,1961,5
588,61000,87000,2.53E-01,1.25E+00,1.00E-03,1961,5
589,61000,84500,2.66E-01,1.19E+00,1.00E-03,1961,5
590,62000,84000,2.05E-01,1.37E+00,1.00E-03,1961,5
591,63500,89500,2.78E-01,1.21E+00,1.00E-03,1961,5
592,64000,88000,2.49E-01,1.14E+00,1.00E-03,1961,5
593,64000,90500,2.86E-01,1.25E+00,1.00E-03,1961,5
594,64500,84500,2.82E-01,1.15E+00,1.00E-03,1961,5
595,65000,84500,2.49E-01,1.11E+00,1.00E-03,1961,5
596,56500,84500,2.68E-01,1.12E+00,1.00E-03,1961,5
597,57500,76500,2.52E-01,1.17E+00,1.00E-03,1961,5
598,59500,79000,2.52E-01,1.17E+00,1.00E-03,1961,5
599,60500,82000,2.48E-01,1.16E+00,1.00E-03,1961,5
600,63500,83500,2.68E-01,1.12E+00,1.00E-03,1961,5
601,62500,79000,2.48E-01,6.62E-01,1.00E-03,1961,4
602,66500,91000,2.36E-01,1.22E+00,2.90E-02,1961,5
603,67500,88000,2.48E-01,1.16E+00,1.00E-03,1961,5
604,68000,88500,2.36E-01,1.22E+00,2.90E-02,1968,5
605,55500,82500,2.54E-01,1.25E+00,1.00E-03,1968,5
606,55000,81000,2.58E-01,1.19E+00,1.90E-02,1968,5
607,57500,78000,2.32E-01,1.15E+00,1.60E-02,1968,5
608,61500,81500,1.80E-02,1.17E+00,1.00E-03,1968,5
609,59000,77000,2.67E-01,8.60E-01,1.00E-03,1968,5
610,59000,69000,1.76E-01,8.88E-01,1.00E-03,1960,3
611,59000,80500,1.90E-01,7.26E-01,1.00E-03,1968,5
612,61500,80500,2.50E-01,8.22E-01,1.00E-03,1960,4
613,58500,75500,2.02E-01,9.52E-01,1.00E-03,1964,3
614,59000,76500,2.00E-01,9.91E-01,1.00E-03,1964,3
615,66500,92500,2.51E-01,1.36E+00,1.60E-02,1965,6
616,72000,101000,2.44E-01,1.34E+00,1.50E-02,1965,6
617,39100,64000,1.85E-01,4.62E-01,1.00E-03,1947,2
618,41800,64000,1.86E-01,4.37E-01,1.00E-03,1947,2
619,48800,65500,2.34E-01,6.18E-01,1.00E-03,1954,3
620,55500,74500,2.19E-01,6.77E-01,1.00E-03,1958,4
621,60000,74500,2.19E-01,6.77E-01,1.00E-03,1958,4
622,55000,79000,2.46E-01,1.09E+00,1.00E-03,1968,5
623,60000,82000,2.62E-01,1.16E+00,1.00E-03,1977,5
624,45600,73000,1.92E-01,8.96E-01,1.00E-03,1929,2
625,48200,78500,2.18E-01,9.27E-01,1.00E-03,1929,2
626,59500,76000,2.18E-01,1.30E+00,2.30E-02,1965,6
627,62000,78500,2.15E-01,1.25E+00,1.90E-02,1953,6
628,66000,83000,2.18E-01,1.23E+00,1.80E-02,1953,6
629,48600,68000,1.63E-01,1.02E+00,1.00E-03,2008,3
630,49800,68500,1.51E-01,1.03E+00,1.00E-03,2008,3
631,59500,78000,3.08E-01,1.11E+00,1.00E-03,1972,5
632,59500,78000,3.08E-01,1.11E+00,1.00E-03,1972,5
633,54000,63500,2.21E-01,6.34E-01,1.00E-03,2008,3
634,39700,64500,7.80E-02,4.06E-01,1.00E-03,1930,2
635,49700,66500,2.43E-01,8.16E-01,1.00E-03,1930,2
636,46500,66000,6.40E-02,3.86E-01,1.00E-03,1930,2
637,51500,78000,2.33E-01,8.43E-01,1.00E-03,1930,2
638,67000,91500,2.58E-01,1.06E+00,1.90E-02,2008,5
639,51500,65000,2.02E-01,4.68E-01,1.00E-03,1959,2
640,57000,77500,2.37E-01,5.90E-01,1.00E-03,1941,2
641,63000,85500,2.64E-01,1.16E+00,1.00E-03,2008,5
642,55000,74500,1.95E-01,8.70E-01,1.00E-03,1964,3
643,58000,74000,1.95E-01,8.70E-01,1.00E-03,1964,3
644,67000,79500,1.95E-01,8.70E-01,1.00E-03,1964,3
645,62500,79000,2.10E-01,1.01E+00,1.00E-03,1966,3
646,63500,81500,2.10E-01,1.01E+00,1.00E-03,1966,3
647,67500,81500,2.10E-01,1.01E+00,1.00E-03,1966,3
648,57000,74500,2.27E-01,6.90E-01,1.00E-03,1966,2
649,60000,74500,2.27E-01,6.90E-01,1.00E-03,1966,2
650,66000,82000,2.27E-01,6.90E-01,1.00E-03,1966,2
651,59700,91100,2.10E-01,1.30E+00,1.00E-02,1953,6
652,60800,89000,1.80E-01,1.32E+00,1.00E-02,1968,6
653,68000,91500,2.35E-01,1.08E+00,1.00E-03,1981,5
654,46100,74000,2.13E-01,9.84E-01,1.00E-03,1960,3
655,68000,91500,2.35E-01,1.08E+00,1.00E-03,1930,5
656,69000,93000,2.66E-01,1.21E+00,1.00E-03,1962,5
657,69000,93000,2.66E-01,1.21E+00,1.00E-03,1968,5
658,71500,94000,2.58E-01,1.15E+00,1.00E-03,1968,5
659,60500,93000,2.91E-01,1.25E+00,1.00E-03,1968,5
660,60000,88500,2.76E-01,8.51E-01,1.00E-03,1968,5
661,61500,81000,2.68E-01,6.91E-01,1.00E-03,1968,5
662,51000,73500,2.05E-01,7.52E-01,1.00E-03,1968,5
663,59000,72200,2.30E-01,1.26E+00,0.00E+00,1968,4
664,51000,66500,2.18E-01,5.91E-01,1.00E-03,1952,2
665,52000,73000,2.06E-01,7.50E-01,1.00E-03,1968,5
666,52500,72500,2.51E-01,5.62E-01,1.00E-03,1968,5
667,58500,78500,2.49E-01,7.85E-01,1.00E-03,1963,4
668,62500,77000,1.35E-01,1.24E+00,3.30E-02,1954,7
669,53000,71500,2.16E-01,5.12E-01,1.00E-03,1965,5
670,73500,90000,1.16E-01,1.38E+00,2.00E-02,2007,8
671,73500,89500,1.21E-01,1.37E+00,2.10E-02,2008,8
672,81000,89500,1.06E-01,1.44E+00,1.70E-02,1948,8
673,54500,65500,1.59E-01,8.55E-01,1.00E-03,1985,2
674,54500,74500,1.96E-01,5.26E-01,1.00E-03,1965,5
675,56000,73500,2.16E-01,5.28E-01,1.00E-03,1957,5
676,56000,79500,2.53E-01,8.90E-01,1.00E-03,1957,5
677,58500,78500,2.49E-01,5.50E-01,1.00E-03,1957,5
678,63000,82000,1.34E-01,5.87E-01,3.80E-02,1957,5
679,64500,82000,1.36E-01,6.32E-01,2.80E-02,1957,5
680,58000,69000,2.35E-01,9.80E-01,1.00E-03,1957,5
681,63000,86500,2.50E-01,1.22E+00,2.00E-03,1957,5
682,63000,91000,2.81E-01,1.26E+00,1.00E-03,1957,5
683,65000,82500,2.68E-01,1.12E+00,1.60E-02,1957,5
684,54500,72000,2.16E-01,5.28E-01,1.00E-03,1967,5
685,56000,72000,1.95E-01,5.64E-01,1.00E-03,1968,5
686,36000,59000,5.90E-02,3.59E-01,1.00E-03,1957,2
687,70000,91500,2.62E-01,1.15E+00,1.40E-02,1957,5
688,54000,71500,2.26E-01,5.80E-01,1.00E-03,1960,3
689,48300,76500,1.78E-01,1.16E+00,1.00E-03,1952,2
690,53000,77500,1.60E-01,1.16E+00,1.00E-03,1952,2
691,54500,69000,1.78E-01,5.00E-01,1.00E-03,1964,3
692,55000,71500,2.16E-01,5.43E-01,1.00E-03,1964,3
693,57500,74500,2.33E-01,5.73E-01,1.00E-03,1964,3
694,47900,71000,2.10E-01,8.48E-01,1.00E-03,1964,2
695,69000,89000,2.39E-01,1.09E+00,1.00E-03,1957,5
696,52500,68000,2.01E-01,5.47E-01,1.00E-03,1965,3
697,50500,73000,1.51E-01,7.48E-01,1.00E-03,1970,3
698,69000,90000,2.42E-01,1.08E+00,1.00E-03,2009,5
699,58275,82850,2.18E-01,1.01E+00,1.00E-03,1985,3
700,52500,74500,2.46E-01,1.14E+00,1.00E-03,1973,2
701,63000,77500,2.46E-01,1.14E+00,1.00E-03,1973,2
702,75000,89000,5.90E-02,1.42E+00,6.90E-02,1965,6
703,54000,74000,1.98E-01,1.07E+00,1.00E-03,2005,3
704,59000,75500,1.85E-01,1.07E+00,1.00E-03,2005,3
705,73500,87500,6.40E-02,1.32E+00,3.60E-02,2006,7
706,47900,74500,2.31E-01,4.90E-01,1.00E-03,1999,2
707,52000,74000,2.48E-01,3.88E-01,1.00E-03,1999,2
708,53000,77000,2.35E-01,4.51E-01,1.00E-03,1999,2
709,54500,76000,2.30E-01,4.75E-01,1.00E-03,1999,2
710,54500,62500,1.73E-01,8.14E-01,1.00E-03,1999,2
711,56000,77500,2.32E-01,5.18E-01,1.00E-03,1999,2
712,70500,90500,2.60E-01,1.20E+00,1.00E-03,1969,5
713,49300,73500,1.92E-01,4.51E-01,1.00E-03,1955,2
714,53000,71000,2.48E-01,8.04E-01,1.00E-03,1955,4
715,44100,72500,2.16E-01,6.53E-01,1.00E-03,1991,2
716,44700,72500,2.02E-01,6.55E-01,1.00E-03,1991,2
717,45600,73000,2.16E-01,6.55E-01,2.00E-03,1991,2
718,54000,70000,2.76E-01,6.45E-01,1.00E-03,1965,3
719,38200,62500,2.02E-01,4.55E-01,1.00E-03,1956,1
720,38900,58500,1.32E-01,4.02E-01,1.00E-03,1956,1
721,47100,75500,2.59E-01,9.11E-01,1.00E-03,1956,1
722,56000,76500,2.45E-01,4.98E-01,1.00E-03,1946,2
723,49700,77000,3.02E-01,1.07E+00,1.00E-03,1979,2
724,49750,68000,1.62E-01,1.06E+00,1.00E-03,2002,3
725,82500,96500,6.50E-02,1.59E+00,5.00E-02,2006,8
726,47600,68500,1.36E-01,7.66E-01,1.00E-03,1970,3
727,62000,78000,2.28E-01,1.24E+00,2.10E-02,1965,6
728,38400,63500,2.16E-01,4.35E-01,1.00E-03,1946,2
729,36800,65500,2.12E-01,4.34E-01,1.00E-03,1946,2
730,45700,67500,2.52E-01,4.28E-01,1.00E-03,1946,2
731,53000,73500,2.24E-01,9.00E-02,1.00E-03,1946,2
732,56500,83000,2.26E-01,1.11E+00,1.00E-03,1946,3
733,64000,80500,2.27E-01,1.03E+00,1.00E-03,1965,6
734,53000,75500,1.65E-01,1.06E+00,1.00E-03,1976,3
735,49000,73500,2.27E-01,1.03E+00,1.00E-03,1976,3
736,52500,72000,2.31E-01,8.40E-01,1.00E-03,1957,3
737,55000,69500,1.83E-01,3.74E-01,1.00E-03,1965,2
738,68000,84500,5.80E-02,1.03E+00,5.60E-02,2006,7
739,70000,86000,5.30E-02,1.05E+00,6.00E-02,2006,7
740,70000,86000,5.50E-02,1.06E+00,6.00E-02,2006,7
741,58000,74000,2.17E-01,9.24E-01,1.00E-03,1963,3
742,60000,73000,1.77E-01,5.99E-01,1.00E-03,1966,4
743,53000,70000,2.33E-01,8.58E-01,1.00E-03,1969,3
744,62500,77500,2.69E-01,6.49E-01,1.00E-03,1965,3
745,58000,75500,2.08E-01,7.47E-01,1.80E-02,1961,5
746,53000,72000,1.51E-01,6.98E-01,1.10E-02,1972,5
747,60000,67000,6.60E-02,6.22E-01,1.30E-02,1969,3
748,54500,79500,2.21E-01,8.57E-01,1.00E-03,1969,4
749,43900,69000,2.08E-01,6.40E-01,1.00E-03,1971,3
750,64500,78500,2.44E-01,8.56E-01,1.00E-03,1964,3
751,49100,71500,1.81E-01,4.71E-01,1.00E-03,1952,2
752,61000,75500,1.76E-01,7.90E-01,1.00E-03,1969,5
753,57000,68000,1.40E-01,4.62E-01,3.20E-02,1972,5
754,42400,64500,2.03E-01,5.88E-01,1.00E-03,1939,2
755,60500,72500,2.79E-01,7.09E-01,1.00E-03,1962,2
756,48400,60000,1.98E-01,7.97E-01,1.00E-03,1958,4
757,83500,97500,4.80E-02,1.55E+00,5.30E-02,2006,7
758,87000,98500,4.20E-02,1.58E+00,5.10E-02,2006,7
759,72000,91000,7.00E-02,1.41E+00,4.10E-02,2002,7
760,53000,65000,2.22E-01,8.90E-01,1.00E-03,1972,5
761,47700,70000,1.48E-01,6.05E-01,1.00E-03,1969,3
762,33400,51000,1.49E-01,6.17E-01,1.00E-03,1953,2
763,34300,52500,1.49E-01,6.17E-01,1.00E-03,1953,2
764,34800,52500,1.49E-01,6.17E-01,1.00E-03,1953,2
765,51500,72000,2.33E-01,7.40E-01,1.00E-03,1949,4
766,47700,70000,2.28E-01,5.42E-01,1.00E-03,1948,2
767,52000,64500,1.86E-01,7.00E-01,1.00E-03,1973,3
768,59500,79500,2.73E-01,1.13E+00,1.00E-03,1972,5
769,51500,68500,1.42E-01,6.80E-01,1.00E-03,1947,5
770,57000,72500,2.51E-01,9.67E-01,1.00E-03,1963,5
771,61000,75000,2.48E-01,7.32E-01,1.00E-03,1960,4
772,38500,64000,2.05E-01,4.29E-01,1.00E-03,1951,2
773,40900,63000,1.96E-01,4.23E-01,1.00E-03,1951,2
774,42200,63500,2.18E-01,3.92E-01,1.00E-03,1951,2
775,42300,68500,3.19E-01,5.15E-01,1.00E-03,1951,2
776,43000,66500,2.71E-01,4.59E-01,1.00E-03,1951,2
777,57000,72500,2.43E-01,9.68E-01,1.00E-03,1963,5
778,57000,72000,2.43E-01,9.68E-01,1.00E-03,1981,5
779,57500,72500,2.51E-01,9.67E-01,1.00E-03,1979,5
780,52500,63000,1.77E-01,8.05E-01,1.00E-03,1965,3
781,43500,66500,2.55E-01,6.50E-01,1.00E-03,1965,2
782,45100,71500,2.45E-01,5.42E-01,1.00E-03,1979,3
783,49200,67500,1.83E-01,9.53E-01,1.00E-03,1961,4
784,59000,73000,1.83E-01,9.53E-01,1.00E-03,1961,4
785,56000,71500,2.41E-01,8.93E-01,1.00E-03,1961,2
786,44700,62900,2.44E-01,7.08E-01,0.00E+00,1956,2
787,47900,71000,2.10E-01,8.48E-01,1.00E-03,1956,2
788,47900,69000,1.99E-01,8.32E-01,1.00E-03,1956,2
789,49500,62000,2.17E-01,5.48E-01,1.00E-03,1956,2
790,52000,72500,2.37E-01,7.13E-01,1.00E-03,1956,2
791,61500,73000,2.43E-01,9.68E-01,1.00E-03,1965,5
792,63500,79500,2.78E-01,8.73E-01,1.00E-03,1965,4
793,67000,80500,2.51E-01,9.67E-01,1.00E-03,1965,5
794,54000,79000,2.65E-01,1.01E+00,1.00E-03,1956,5
795,62500,87000,2.89E-01,1.20E+00,1.00E-03,1962,5
796,66000,93500,2.72E-01,1.15E+00,1.00E-03,1962,5
797,54500,74500,2.41E-01,8.93E-01,1.00E-03,1952,5
798,66500,85000,2.59E-01,1.22E+00,1.70E-02,1952,5
799,45600,68000,1.33E-01,1.04E+00,1.00E-03,2001,3
800,56000,78500,2.50E-01,8.24E-01,1.00E-03,1952,5
801,59500,80500,2.50E-01,8.22E-01,1.00E-03,1952,5
802,66500,85500,2.43E-01,1.11E+00,1.00E-03,1952,5
803,67000,85500,2.61E-01,9.90E-01,1.00E-03,1952,5
804,55500,73000,2.06E-01,1.11E+00,1.00E-03,1973,5
805,56500,74000,2.20E-01,1.18E+00,1.00E-03,1980,5
806,57000,76000,2.27E-01,1.10E+00,1.00E-03,1973,5
807,42200,61500,2.15E-01,4.70E-01,1.00E-03,1970,2
808,54000,68500,2.33E-01,7.69E-01,1.00E-03,1964,3
809,60500,86000,2.64E-01,1.13E+00,1.00E-03,1967,5
810,30800,52000,8.50E-02,4.40E-01,0.00E+00,1980,1
811,38900,68000,8.50E-02,4.40E-01,0.00E+00,1980,1
812,49200,68500,2.34E-01,6.80E-01,1.00E-03,1958,4
813,53000,71000,2.60E-01,7.09E-01,1.00E-03,1958,4
814,54000,69500,2.38E-01,7.48E-01,1.00E-03,1958,4
815,54000,71000,1.97E-01,7.12E-01,1.00E-03,1958,4
