ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe Vintage,%C,%Mn,%S,%Si,%P,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Sn,%Ti,%Nb,%Co,binary
632,0.037735849,0.25,6.625,60000,74000,1973,0.14,0.71,0.01,0.008,0.006999999999999999,0.002,0.017,0.004,0.0,0.012,0.01,0.0,0.001,0.001,0.002,0
633,0.037735849,0.25,6.625,68000,81000,1950,0.132,0.628,0.006,0.003,0.003,0.001,0.006999999999999999,0.003,0.0,0.004,0.012,0.001,0.001,0.001,0.0,0
634,0.037735849,0.25,6.625,72000,82000,1981,0.23399999999999999,0.565,0.019,0.015,0.005,0.006999999999999999,0.07400000000000001,0.009000000000000001,0.0,0.023,0.044000000000000004,0.002,0.001,0.001,0.001,0
635,0.053111110999999996,0.239,4.5,66500,92000,2015,0.212,1.13,0.012,0.151,0.011000000000000001,0.019,0.021,0.009000000000000001,0.024,0.009000000000000001,0.011000000000000001,0.001,0.002,0.001,0.001,0
636,0.052666667,0.237,4.5,36500,57500,1951,0.073,0.413,0.023,0.004,0.051,0.013000000000000001,0.015,0.004,0.0,0.023,0.044000000000000004,0.015,0.001,0.001,0.002,1
637,0.052666667,0.237,4.5,36700,69500,1984,0.247,0.74,0.017,0.026000000000000002,0.011000000000000001,0.005,0.027000000000000003,0.006999999999999999,0.0,0.023,0.018000000000000002,0.001,0.001,0.001,0.003,0
638,0.052666667,0.237,4.5,42400,73500,1984,0.24,0.71,0.017,0.024,0.01,0.008,0.027000000000000003,0.006999999999999999,0.0,0.023,0.018000000000000002,0.001,0.001,0.001,0.003,0
639,0.052666667,0.237,4.5,47800,66500,1950,0.049,0.408,0.02,0.018000000000000002,0.075,0.001,0.01,0.002,0.009000000000000001,0.01,0.009000000000000001,0.001,0.001,0.001,0.005,1
640,0.052666667,0.237,4.5,54000,63500,1968,0.221,0.634,0.032,0.011000000000000001,0.006999999999999999,0.001,0.012,0.002,0.0,0.013000000000000001,0.009000000000000001,0.001,0.001,0.001,0.004,0
641,0.052666667,0.237,4.5,72000,75500,1997,0.064,0.8590000000000001,0.006,0.20199999999999999,0.008,0.037000000000000005,0.033,0.01,0.006,0.021,0.054000000000000006,0.004,0.003,0.024,0.003,0
642,0.0115,0.23,20.0,56500,84500,1968,0.268,1.12,0.017,0.015,0.013999999999999999,0.006,0.059000000000000004,0.012,0.04,0.033,0.027999999999999997,0.002,0.001,0.001,0.005,0
643,0.0115,0.23,20.0,57000,74000,1968,0.27,1.06,0.015,0.059000000000000004,0.006999999999999999,0.0,0.019,0.011000000000000001,0.0,0.027000000000000003,0.062,0.0,0.0,0.0,0.0,0
644,0.0115,0.23,20.0,57500,76500,1968,0.252,1.17,0.013999999999999999,0.011000000000000001,0.009000000000000001,0.009000000000000001,0.038,0.027000000000000003,0.04,0.141,0.016,0.001,0.001,0.001,0.006,0
645,0.0115,0.23,20.0,59500,79000,1968,0.252,1.17,0.013999999999999999,0.011000000000000001,0.009000000000000001,0.009000000000000001,0.038,0.027000000000000003,0.04,0.141,0.016,0.001,0.001,0.001,0.006,0
646,0.0115,0.23,20.0,60100,82000,1968,0.28,1.08,0.015,0.006,0.008,0.001,0.054000000000000006,0.012,0.002,0.022000000000000002,0.035,0.006999999999999999,0.002,0.002,0.006,0
647,0.0115,0.23,20.0,60500,82000,1968,0.248,1.16,0.017,0.036000000000000004,0.011000000000000001,0.004,0.052000000000000005,0.009000000000000001,0.044000000000000004,0.027999999999999997,0.022000000000000002,0.001,0.001,0.001,0.004,0
648,0.0115,0.23,20.0,63500,83500,1968,0.268,1.12,0.017,0.015,0.013999999999999999,0.006,0.059000000000000004,0.012,0.04,0.033,0.027999999999999997,0.002,0.001,0.001,0.005,0
649,0.0115,0.23,20.0,66500,91000,1968,0.23600000000000002,1.22,0.021,0.019,0.019,0.004,0.07400000000000001,0.01,0.002,0.040999999999999995,0.03,0.002,0.001,0.028999999999999998,0.005,0
650,0.0115,0.23,20.0,67500,88000,1968,0.248,1.16,0.017,0.036000000000000004,0.011000000000000001,0.004,0.052000000000000005,0.009000000000000001,0.044000000000000004,0.027999999999999997,0.022000000000000002,0.001,0.001,0.001,0.004,0
651,0.0115,0.23,20.0,68000,88500,1968,0.23600000000000002,1.22,0.021,0.019,0.019,0.004,0.07400000000000001,0.01,0.002,0.040999999999999995,0.03,0.002,0.001,0.028999999999999998,0.005,0
652,0.01095,0.21899999999999997,20.0,59500,78000,1968,0.308,1.11,0.015,0.053,0.008,0.001,0.035,0.006,0.001,0.021,0.027999999999999997,0.002,0.001,0.001,0.004,0
653,0.01095,0.21899999999999997,20.0,64000,81500,1968,0.249,1.08,0.015,0.008,0.012,0.006,0.035,0.008,0.04,0.034,0.026000000000000002,0.002,0.002,0.002,0.006,0
654,0.01095,0.21899999999999997,20.0,67000,91500,1968,0.258,1.06,0.016,0.012,0.012,0.005,0.07,0.009000000000000001,0.001,0.039,0.017,0.001,0.001,0.019,0.005,0
655,0.01095,0.21899999999999997,20.0,68000,91500,1968,0.235,1.08,0.022000000000000002,0.023,0.012,0.004,0.057999999999999996,0.009000000000000001,0.038,0.037000000000000005,0.031,0.005,0.001,0.001,0.004,0
656,0.01095,0.21899999999999997,20.0,69000,93000,1968,0.266,1.21,0.02,0.033,0.01,0.005,0.038,0.009000000000000001,0.043,0.044000000000000004,0.032,0.001,0.001,0.001,0.005,0
657,0.01095,0.21899999999999997,20.0,69000,93000,1968,0.266,1.21,0.02,0.033,0.01,0.005,0.038,0.009000000000000001,0.043,0.044000000000000004,0.032,0.001,0.001,0.001,0.005,0
658,0.01095,0.21899999999999997,20.0,71500,94000,1968,0.258,1.15,0.023,0.042,0.008,0.003,0.032,0.008,0.047,0.025,0.028999999999999998,0.001,0.001,0.001,0.004,0
659,0.012166666999999999,0.21899999999999997,18.0,60000,82000,1962,0.262,1.16,0.027000000000000003,0.009000000000000001,0.018000000000000002,0.005,0.076,0.013999999999999999,0.002,0.02,0.03,0.002,0.001,0.001,0.003,0
660,0.0136875,0.21899999999999997,16.0,52500,71500,1971,0.209,0.816,0.015,0.013000000000000001,0.008,0.008,0.015,0.006999999999999999,0.001,0.008,0.008,0.002,0.002,0.001,0.004,0
661,0.0136875,0.21899999999999997,16.0,58500,85000,1961,0.3,1.14,0.018000000000000002,0.057,0.012,0.002,0.272,0.011000000000000001,0.003,0.043,0.048,0.003,0.001,0.001,0.004,0
662,0.017176471000000002,0.21899999999999997,12.75,51000,72000,1962,0.207,0.8590000000000001,0.016,0.067,0.013999999999999999,0.006,0.024,0.005,0.001,0.036000000000000004,0.11900000000000001,0.009000000000000001,0.001,0.001,0.015,0
663,0.017176471000000002,0.21899999999999997,12.75,54500,70000,1969,0.19899999999999998,1.04,0.027999999999999997,0.015,0.009000000000000001,0.006999999999999999,0.022000000000000002,0.006999999999999999,0.003,0.011000000000000001,0.027000000000000003,0.002,0.002,0.013999999999999999,0.006999999999999999,0
664,0.017176471000000002,0.21899999999999997,12.75,55500,73500,1962,0.28,1.07,0.021,0.005,0.01,0.03,0.013000000000000001,0.0,0.017,0.033,0.0,0.002,0.0,0.0,0.0,0
665,0.017176471000000002,0.21899999999999997,12.75,57000,72500,1962,0.251,0.9670000000000001,0.013999999999999999,0.006999999999999999,0.01,0.008,0.049,0.006999999999999999,0.0,0.013999999999999999,0.024,0.001,0.001,0.001,0.0,0
666,0.017176471000000002,0.21899999999999997,12.75,57000,72500,1962,0.243,0.968,0.026000000000000002,0.008,0.01,0.009000000000000001,0.045,0.009000000000000001,0.0,0.013000000000000001,0.023,0.001,0.001,0.001,0.0,0
667,0.017176471000000002,0.21899999999999997,12.75,57000,72000,1962,0.243,0.968,0.026000000000000002,0.008,0.01,0.009000000000000001,0.045,0.009000000000000001,0.0,0.013000000000000001,0.023,0.001,0.001,0.001,0.0,0
668,0.017176471000000002,0.21899999999999997,12.75,57500,72500,1962,0.251,0.9670000000000001,0.013999999999999999,0.006999999999999999,0.01,0.008,0.049,0.006999999999999999,0.0,0.013999999999999999,0.024,0.001,0.001,0.001,0.0,0
669,0.017176471000000002,0.21899999999999997,12.75,59000,73500,1962,0.24600000000000002,0.9520000000000001,0.02,0.008,0.008,0.005,0.040999999999999995,0.008,0.0,0.025,0.031,0.002,0.001,0.001,0.001,0
670,0.017176471000000002,0.21899999999999997,12.75,60500,77000,1962,0.264,0.9079999999999999,0.02,0.008,0.008,0.006,0.044000000000000004,0.016,0.0,0.015,0.043,0.002,0.001,0.001,0.001,0
671,0.017176471000000002,0.21899999999999997,12.75,61500,84000,1962,0.32,1.1,0.017,0.01,0.011000000000000001,0.006999999999999999,0.016,0.011000000000000001,0.0,0.009000000000000001,0.019,0.001,0.0,0.0,0.0,0
672,0.017176471000000002,0.21899999999999997,12.75,61500,81500,1962,0.18,1.17,0.012,0.026000000000000002,0.008,0.004,0.011000000000000001,0.004,0.095,0.016,0.008,0.0,0.002,0.001,0.005,0
673,0.017176471000000002,0.21899999999999997,12.75,61500,73000,1962,0.243,0.968,0.026000000000000002,0.008,0.01,0.009000000000000001,0.045,0.009000000000000001,0.0,0.013000000000000001,0.023,0.001,0.001,0.001,0.0,0
674,0.017176471000000002,0.21899999999999997,12.75,63500,80000,1962,0.25,0.9420000000000001,0.016,0.006999999999999999,0.009000000000000001,0.015,0.075,0.009000000000000001,0.0,0.017,0.023,0.002,0.001,0.001,0.001,0
675,0.017176471000000002,0.21899999999999997,12.75,67000,93000,1962,0.32,1.0,0.017,0.006999999999999999,0.012,0.006,0.015,0.013000000000000001,0.0,0.013000000000000001,0.02,0.002,0.0,0.028999999999999998,0.0,0
676,0.017176471000000002,0.21899999999999997,12.75,67000,80500,1962,0.251,0.9670000000000001,0.013999999999999999,0.006999999999999999,0.01,0.008,0.049,0.006999999999999999,0.0,0.013999999999999999,0.024,0.001,0.001,0.001,0.0,0
677,0.017176471000000002,0.21899999999999997,12.75,68500,82000,1980,0.057999999999999996,1.02,0.016,0.024,0.008,0.052000000000000005,0.024,0.006,0.003,0.017,0.037000000000000005,0.002,0.004,0.061,0.005,0
678,0.017176471000000002,0.21899999999999997,12.75,70000,90500,1981,0.09300000000000001,1.56,0.01,0.29,0.006999999999999999,0.043,0.013999999999999999,0.003,0.049,0.013000000000000001,0.021,0.002,0.002,0.05,0.004,0
679,0.017176471000000002,0.21899999999999997,12.75,73500,90000,1981,0.11,1.5,0.006,0.23,0.016,0.018000000000000002,0.021,0.002,0.076,0.011000000000000001,0.022000000000000002,0.003,0.002,0.054000000000000006,0.003,0
680,0.017176471000000002,0.21899999999999997,12.75,74500,86500,1987,0.06,1.12,0.013000000000000001,0.21899999999999997,0.012,0.06,0.03,0.001,0.002,0.009000000000000001,0.15,0.001,0.002,0.054000000000000006,0.001,0
681,0.020372093,0.21899999999999997,10.75,47900,58000,1957,0.19,0.616,0.034,0.009000000000000001,0.01,0.001,0.031,0.006,0.0,0.046,0.177,0.033,0.001,0.002,0.009000000000000001,0
682,0.020372093,0.21899999999999997,10.75,49200,60000,1957,0.14300000000000002,0.5920000000000001,0.028999999999999998,0.009000000000000001,0.009000000000000001,0.001,0.031,0.005,0.0,0.046,0.174,0.03,0.001,0.003,0.009000000000000001,0
683,0.020372093,0.21899999999999997,10.75,50500,66500,1950,0.261,0.765,0.012,0.009000000000000001,0.006999999999999999,0.001,0.026000000000000002,0.006,0.0,0.023,0.036000000000000004,0.003,0.001,0.001,0.002,0
684,0.020372093,0.21899999999999997,10.75,51000,69500,1957,0.24100000000000002,0.823,0.023,0.037000000000000005,0.006999999999999999,0.008,0.013000000000000001,0.005,0.001,0.027000000000000003,0.098,0.016,0.001,0.002,0.006999999999999999,0
685,0.020372093,0.21899999999999997,10.75,51000,66500,1952,0.218,0.591,0.024,0.006,0.01,0.006,0.037000000000000005,0.015,0.0,0.018000000000000002,0.04,0.003,0.001,0.001,0.003,0
686,0.020372093,0.21899999999999997,10.75,52500,75000,1957,0.266,0.879,0.028999999999999998,0.036000000000000004,0.006999999999999999,0.005,0.015,0.004,0.001,0.03,0.132,0.027000000000000003,0.001,0.003,0.006999999999999999,0
687,0.020372093,0.21899999999999997,10.75,52500,65500,1957,0.165,0.799,0.027999999999999997,0.006999999999999999,0.01,0.001,0.032,0.005,0.001,0.042,0.14800000000000002,0.022000000000000002,0.001,0.003,0.01,0
688,0.020372093,0.21899999999999997,10.75,52500,61500,1958,0.168,0.6709999999999999,0.2,0.011000000000000001,0.006,0.003,0.027999999999999997,0.01,0.0,0.027999999999999997,0.042,0.003,0.001,0.001,0.004,0
689,0.020372093,0.21899999999999997,10.75,54000,73000,1965,0.237,0.5920000000000001,0.018000000000000002,0.055999999999999994,0.005,0.002,0.022000000000000002,0.005,0.0,0.013999999999999999,0.068,0.006999999999999999,0.001,0.001,0.022000000000000002,0
690,0.020372093,0.21899999999999997,10.75,54000,73500,1965,0.237,0.595,0.02,0.055,0.005,0.002,0.022000000000000002,0.005,0.0,0.013999999999999999,0.069,0.006999999999999999,0.001,0.001,0.022000000000000002,0
691,0.020372093,0.21899999999999997,10.75,59500,78000,1958,0.22,0.88,0.023,0.037000000000000005,0.009000000000000001,0.004,0.018000000000000002,0.006,0.0,0.025,0.08199999999999999,0.009000000000000001,0.001,0.001,0.005,0
692,0.020372093,0.21899999999999997,10.75,59600,85600,1961,0.24600000000000002,1.03,0.027000000000000003,0.01,0.006999999999999999,0.004,0.01,0.004,0.002,0.008,0.013000000000000001,0.001,0.002,0.002,0.006,0
693,0.020372093,0.21899999999999997,10.75,59600,91500,1961,0.272,1.07,0.017,0.013000000000000001,0.006999999999999999,0.004,0.009000000000000001,0.005,0.002,0.01,0.024,0.003,0.002,0.002,0.006999999999999999,0
694,0.020372093,0.21899999999999997,10.75,60500,84000,1961,0.266,1.13,0.015,0.001,0.006999999999999999,0.003,0.009000000000000001,0.002,0.001,0.008,0.01,0.0,0.001,0.001,0.004,0
695,0.020372093,0.21899999999999997,10.75,61000,93500,1961,0.324,1.06,0.012,0.013999999999999999,0.008,0.005,0.015,0.006999999999999999,0.003,0.008,0.015,0.001,0.002,0.001,0.006999999999999999,0
696,0.020372093,0.21899999999999997,10.75,61500,86000,1961,0.28800000000000003,1.06,0.021,0.011000000000000001,0.009000000000000001,0.003,0.015,0.006,0.002,0.008,0.017,0.001,0.002,0.001,0.006999999999999999,0
697,0.020372093,0.21899999999999997,10.75,61500,93500,1961,0.311,1.18,0.017,0.01,0.008,0.003,0.013000000000000001,0.01,0.003,0.009000000000000001,0.021,0.002,0.002,0.002,0.008,0
698,0.020372093,0.21899999999999997,10.75,62000,73500,1957,0.284,0.823,0.028999999999999998,0.036000000000000004,0.006999999999999999,0.006,0.013999999999999999,0.003,0.0,0.024,0.10800000000000001,0.011000000000000001,0.001,0.002,0.006999999999999999,0
699,0.020372093,0.21899999999999997,10.75,62000,87000,1961,0.285,1.18,0.013999999999999999,0.012,0.006999999999999999,0.004,0.012,0.004,0.001,0.008,0.011000000000000001,0.0,0.001,0.001,0.005,0
700,0.020372093,0.21899999999999997,10.75,63000,91000,1961,0.281,1.26,0.017,0.013000000000000001,0.01,0.003,0.013999999999999999,0.005,0.0,0.01,0.01,0.0,0.001,0.001,0.006999999999999999,0
701,0.020372093,0.21899999999999997,10.75,64500,96500,1961,0.321,1.08,0.015,0.012,0.008,0.009000000000000001,0.01,0.006999999999999999,0.002,0.008,0.017,0.001,0.002,0.001,0.006,0
702,0.020372093,0.21899999999999997,10.75,65000,94500,1961,0.271,1.14,0.022000000000000002,0.012,0.009000000000000001,0.002,0.012,0.002,0.001,0.009000000000000001,0.008,0.0,0.001,0.001,0.004,0
703,0.020372093,0.21899999999999997,10.75,65000,91500,1961,0.284,1.11,0.018000000000000002,0.01,0.009000000000000001,0.002,0.011000000000000001,0.003,0.001,0.008,0.01,0.0,0.001,0.001,0.004,0
704,0.020372093,0.21899999999999997,10.75,65500,95000,1961,0.28300000000000003,1.05,0.023,0.008,0.01,0.01,0.015,0.006,0.002,0.008,0.015,0.001,0.002,0.002,0.006999999999999999,0
705,0.020372093,0.21899999999999997,10.75,65900,99400,1961,0.299,1.16,0.016,0.01,0.008,0.009000000000000001,0.012,0.006,0.002,0.008,0.013999999999999999,0.002,0.002,0.002,0.006999999999999999,0
706,0.020372093,0.21899999999999997,10.75,66000,91500,1961,0.28600000000000003,1.18,0.015,0.012,0.006999999999999999,0.003,0.012,0.003,0.001,0.009000000000000001,0.011000000000000001,0.0,0.001,0.001,0.005,0
707,0.020372093,0.21899999999999997,10.75,66200,96300,1961,0.281,1.07,0.013999999999999999,0.009000000000000001,0.009000000000000001,0.006,0.015,0.019,0.002,0.011000000000000001,0.02,0.002,0.002,0.002,0.008,0
708,0.020372093,0.21899999999999997,10.75,66500,93500,1961,0.287,1.16,0.013000000000000001,0.017,0.011000000000000001,0.005,0.013000000000000001,0.011000000000000001,0.002,0.008,0.012,0.001,0.002,0.001,0.006,0
709,0.020372093,0.21899999999999997,10.75,66500,91500,1961,0.27899999999999997,1.1,0.024,0.01,0.008,0.003,0.01,0.002,0.001,0.01,0.008,0.0,0.001,0.001,0.005,0
710,0.020372093,0.21899999999999997,10.75,67500,93000,1961,0.25,1.14,0.013999999999999999,0.011000000000000001,0.009000000000000001,0.002,0.011000000000000001,0.002,0.001,0.008,0.01,0.0,0.001,0.001,0.005,0
711,0.025391304,0.21899999999999997,8.625,33400,51000,1953,0.149,0.617,0.02,0.22,0.018000000000000002,0.035,0.045,0.008,0.0,0.040999999999999995,0.121,0.026000000000000002,0.001,0.001,0.006999999999999999,0
712,0.025391304,0.21899999999999997,8.625,34300,52500,1953,0.149,0.617,0.02,0.22,0.018000000000000002,0.035,0.045,0.008,0.0,0.040999999999999995,0.121,0.026000000000000002,0.001,0.001,0.006999999999999999,0
713,0.025391304,0.21899999999999997,8.625,34800,52500,1953,0.149,0.617,0.02,0.22,0.018000000000000002,0.035,0.045,0.008,0.0,0.040999999999999995,0.121,0.026000000000000002,0.001,0.001,0.006999999999999999,0
714,0.025391304,0.21899999999999997,8.625,51500,67000,1989,0.21100000000000002,0.679,0.008,0.017,0.016,0.098,0.038,0.005,0.003,0.016,0.013999999999999999,0.008,0.003,0.002,0.003,0
715,0.025391304,0.21899999999999997,8.625,54000,71500,1960,0.226,0.58,0.015,0.01,0.006,0.006,0.027000000000000003,0.008,0.0,0.045,0.11800000000000001,0.009000000000000001,0.001,0.001,0.01,0
716,0.025391304,0.21899999999999997,8.625,54250,72500,1960,0.32,0.92,0.021,0.006,0.006,0.016,0.013000000000000001,0.012,0.0,0.018000000000000002,0.07400000000000001,0.0,0.0,0.0,0.0,0
717,0.025391304,0.21899999999999997,8.625,54500,72000,1946,0.231,0.44,0.024,0.031,0.009000000000000001,0.033,0.031,0.01,0.0,0.026000000000000002,0.04,0.004,0.002,0.002,0.005,0
718,0.025391304,0.21899999999999997,8.625,54500,69000,1979,0.11800000000000001,0.486,0.019,0.13699999999999998,0.013999999999999999,0.035,0.011000000000000001,0.004,0.0,0.013000000000000001,0.005,0.0,0.002,0.035,0.0,0
719,0.025391304,0.21899999999999997,8.625,55000,65500,1982,0.2,1.0,0.012,0.01,0.009000000000000001,0.001,0.006999999999999999,0.0,0.001,0.009000000000000001,0.044000000000000004,0.01,0.002,0.002,0.017,0
720,0.025391304,0.21899999999999997,8.625,55500,75000,1960,0.24,1.06,0.027000000000000003,0.019,0.021,0.006999999999999999,0.035,0.006999999999999999,0.004,0.023,0.09,0.006999999999999999,0.002,0.002,0.009000000000000001,0
721,0.025391304,0.21899999999999997,8.625,56000,71500,1973,0.24100000000000002,0.893,0.017,0.017,0.011000000000000001,0.002,0.022000000000000002,0.017,0.0,0.023,0.034,0.003,0.002,0.001,0.005,0
722,0.025391304,0.21899999999999997,8.625,57000,68000,1979,0.14,0.462,0.019,0.151,0.009000000000000001,0.023,0.008,0.004,0.0,0.011000000000000001,0.008,0.0,0.002,0.032,0.0,0
723,0.025391304,0.21899999999999997,8.625,59000,68000,1982,0.2,1.0,0.012,0.01,0.009000000000000001,0.001,0.006999999999999999,0.0,0.001,0.009000000000000001,0.044000000000000004,0.01,0.002,0.002,0.017,0
724,0.025391304,0.21899999999999997,8.625,60000,82300,1960,0.19899999999999998,1.1,0.023,0.124,0.011000000000000001,0.017,0.023,0.011000000000000001,0.015,0.024,0.028999999999999998,0.003,0.001,0.001,0.001,0
725,0.025391304,0.21899999999999997,8.625,60500,69500,1969,0.21,0.92,0.021,0.021,0.006999999999999999,0.008,0.025,0.0,0.002,0.053,0.028999999999999998,0.001,0.002,0.002,0.006,0
726,0.025391304,0.21899999999999997,8.625,60500,75500,1963,0.24,0.89,0.019,0.013000000000000001,0.006,0.004,0.032,0.011000000000000001,0.002,0.03,0.040999999999999995,0.0,0.0,0.0,0.0,0
727,0.025391304,0.21899999999999997,8.625,61000,75000,1953,0.248,0.732,0.027000000000000003,0.009000000000000001,0.011000000000000001,0.001,0.033,0.008,0.0,0.035,0.094,0.018000000000000002,0.001,0.001,0.003,0
728,0.025391304,0.21899999999999997,8.625,62500,74000,1979,0.228,0.72,0.026000000000000002,0.01,0.013999999999999999,0.002,0.024,0.004,0.0,0.047,0.028999999999999998,0.002,0.001,0.001,0.008,0
729,0.025391304,0.21899999999999997,8.625,63500,86000,1960,0.25,1.25,0.013000000000000001,0.011000000000000001,0.011000000000000001,0.004,0.05,0.011000000000000001,0.002,0.59,0.418,0.003,0.001,0.001,0.006999999999999999,0
730,0.025391304,0.21899999999999997,8.625,65000,87100,1960,0.188,1.08,0.015,0.124,0.01,0.013000000000000001,0.018000000000000002,0.01,0.013999999999999999,0.022000000000000002,0.023,0.002,0.001,0.001,0.001,0
731,0.025391304,0.21899999999999997,8.625,67750,93250,1960,0.25,1.09,0.013999999999999999,0.006,0.008,0.002,0.009000000000000001,0.011000000000000001,0.0,0.009000000000000001,0.021,0.0,0.0,0.0,0.0,0
732,0.025391304,0.21899999999999997,8.625,69250,92750,1960,0.29,1.14,0.018000000000000002,0.003,0.009000000000000001,0.005,0.009000000000000001,0.011000000000000001,0.0,0.008,0.016,0.0,0.0,0.0,0.0,0
733,0.033056603999999996,0.21899999999999997,6.625,60000,76764,1993,0.076,0.945,0.006,0.22399999999999998,0.013999999999999999,0.012,0.08800000000000001,0.092,0.0,0.327,0.433,0.021,0.002,0.002,0.011000000000000001,0
734,0.033056603999999996,0.21899999999999997,6.625,61500,73000,1960,0.21,0.48,0.018000000000000002,0.13,0.013999999999999999,0.021,0.025,0.012,0.001,0.019,0.057999999999999996,0.008,0.002,0.001,0.006,0
735,0.048666667000000004,0.21899999999999997,4.5,45800,73500,1981,0.249,0.855,0.011000000000000001,0.018000000000000002,0.005,0.012,0.013000000000000001,0.004,0.0,0.0,0.015,0.002,0.001,0.001,0.001,0
736,0.048666667000000004,0.21899999999999997,4.5,46700,73500,1981,0.226,0.8290000000000001,0.012,0.016,0.005,0.013999999999999999,0.013000000000000001,0.004,0.0,0.0,0.015,0.002,0.001,0.001,0.001,0
737,0.0126875,0.203,16.0,56000,72000,1965,0.243,1.22,0.024,0.009000000000000001,0.006999999999999999,0.003,0.006,0.008,0.001,0.021,0.036000000000000004,0.003,0.001,0.021,0.004,0
738,0.0126875,0.203,16.0,56000,76000,1965,0.257,1.25,0.025,0.006,0.006999999999999999,0.011000000000000001,0.043,0.006,0.001,0.019,0.031,0.003,0.001,0.011000000000000001,0.004,0
739,0.0126875,0.203,16.0,56500,72000,1965,0.226,1.22,0.022000000000000002,0.01,0.006999999999999999,0.004,0.065,0.008,0.002,0.02,0.036000000000000004,0.003,0.001,0.019,0.004,0
740,0.0126875,0.203,16.0,57500,75000,1965,0.243,1.22,0.024,0.009000000000000001,0.006999999999999999,0.003,0.006,0.008,0.001,0.021,0.036000000000000004,0.003,0.001,0.021,0.004,0
741,0.0126875,0.203,16.0,57500,74500,1965,0.221,1.26,0.017,0.01,0.006999999999999999,0.003,0.053,0.01,0.002,0.027000000000000003,0.033,0.003,0.001,0.018000000000000002,0.004,0
742,0.0126875,0.203,16.0,58000,73500,1965,0.23199999999999998,1.26,0.019,0.009000000000000001,0.008,0.003,0.053,0.01,0.001,0.027000000000000003,0.033,0.002,0.001,0.019,0.004,0
743,0.0126875,0.203,16.0,58000,74000,1965,0.23199999999999998,1.26,0.019,0.009000000000000001,0.008,0.003,0.053,0.01,0.001,0.027000000000000003,0.033,0.002,0.001,0.019,0.004,0
744,0.0126875,0.203,16.0,59500,76000,1965,0.218,1.3,0.027999999999999997,0.011000000000000001,0.008,0.002,0.078,0.008,0.002,0.031,0.038,0.003,0.001,0.023,0.004,0
745,0.0126875,0.203,16.0,60500,79000,1965,0.275,1.41,0.018000000000000002,0.01,0.006999999999999999,0.002,0.055,0.009000000000000001,0.002,0.027999999999999997,0.042,0.003,0.001,0.025,0.004,0
746,0.0126875,0.203,16.0,61500,79000,1965,0.24,1.32,0.022000000000000002,0.011000000000000001,0.013000000000000001,0.003,0.06,0.006999999999999999,0.002,0.019,0.035,0.004,0.001,0.026000000000000002,0.005,0
747,0.0126875,0.203,16.0,62000,78500,1965,0.215,1.25,0.015,0.013000000000000001,0.006999999999999999,0.003,0.062,0.006,0.002,0.018000000000000002,0.035,0.003,0.001,0.019,0.004,0
748,0.0126875,0.203,16.0,62000,78000,1965,0.228,1.24,0.022000000000000002,0.009000000000000001,0.009000000000000001,0.003,0.049,0.015,0.0,0.071,0.069,0.002,0.001,0.021,0.004,0
749,0.0126875,0.203,16.0,62500,84500,1965,0.259,1.35,0.027000000000000003,0.011000000000000001,0.009000000000000001,0.002,0.079,0.024,0.002,0.038,0.027999999999999997,0.003,0.001,0.025,0.005,0
750,0.0126875,0.203,16.0,62500,80000,1965,0.231,1.22,0.023,0.01,0.006999999999999999,0.006,0.065,0.008,0.002,0.021,0.036000000000000004,0.003,0.001,0.02,0.004,0
751,0.0126875,0.203,16.0,62500,82500,1965,0.252,1.34,0.018000000000000002,0.013999999999999999,0.008,0.002,0.08,0.006,0.002,0.018000000000000002,0.025,0.002,0.002,0.027999999999999997,0.004,0
752,0.0126875,0.203,16.0,63500,88500,1965,0.262,1.33,0.025,0.011000000000000001,0.009000000000000001,0.002,0.079,0.023,0.002,0.038,0.028999999999999998,0.003,0.001,0.024,0.005,0
753,0.0126875,0.203,16.0,66000,83000,1965,0.218,1.23,0.019,0.011000000000000001,0.008,0.004,0.063,0.006,0.002,0.018000000000000002,0.036000000000000004,0.003,0.001,0.018000000000000002,0.004,0
754,0.015921569,0.203,12.75,50000,68000,1966,0.19399999999999998,0.6990000000000001,0.027000000000000003,0.215,0.023,0.025,0.043,0.009000000000000001,0.001,0.036000000000000004,0.08900000000000001,0.01,0.002,0.002,0.013000000000000001,0
755,0.015921569,0.203,12.75,50000,69500,1966,0.221,0.841,0.013000000000000001,0.026000000000000002,0.016,0.003,0.015,0.005,0.0,0.018000000000000002,0.06,0.005,0.001,0.001,0.008,0
756,0.015921569,0.203,12.75,51500,70000,1965,0.19,0.601,0.032,0.23800000000000002,0.017,0.027000000000000003,0.042,0.01,0.001,0.053,0.10099999999999999,0.022000000000000002,0.002,0.003,0.012,0
757,0.015921569,0.203,12.75,53000,68000,1964,0.225,1.04,0.015,0.015,0.009000000000000001,0.003,0.017,0.005,0.003,0.01,0.013000000000000001,0.003,0.002,0.012,0.005,0
758,0.015921569,0.203,12.75,54500,79500,1966,0.221,0.857,0.013000000000000001,0.027999999999999997,0.013999999999999999,0.004,0.013999999999999999,0.005,0.0,0.017,0.06,0.005,0.001,0.001,0.006,0
