ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe Vintage,%C,%Mn,%S,%Si,%P,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Sn,%Ti,%Nb,%Co,binary
350,0.020071429,0.281,14.0,59700,88100,1965,0.27399999999999997,1.09,0.006,0.046,0.011000000000000001,0.001,0.011000000000000001,0.006,0.032,0.01,0.081,0.002,0.001,0.001,0.025,0
351,0.020071429,0.281,14.0,62000,85600,1965,0.24,1.19,0.022000000000000002,0.027999999999999997,0.028999999999999998,0.001,0.076,0.011000000000000001,0.0,0.037000000000000005,0.04,0.002,0.001,0.001,0.005,0
352,0.022039216,0.281,12.75,37900,66000,1950,0.26,0.77,0.019,0.0,0.013000000000000001,0.035,0.025,0.013999999999999999,0.0,0.040999999999999995,0.045,0.0,0.0,0.0002,0.0,0
353,0.022039216,0.281,12.75,48650,69100,1953,0.27,0.54,0.031,0.036000000000000004,0.006999999999999999,0.008,0.022000000000000002,0.008,0.0,0.019,0.031,0.001,0.0,0.0,0.004,0
354,0.022039216,0.281,12.75,62000,84000,1967,0.214,1.15,0.021,0.019,0.016,0.005,0.035,0.016,0.023,0.06,0.073,0.004,0.003,0.034,0.013000000000000001,0
355,0.026139535,0.281,10.75,55400,75600,1956,0.25,0.84,0.03,0.094,0.012,0.002,0.054000000000000006,0.009000000000000001,0.002,0.068,0.26,0.035,0.002,0.002,0.01,0
356,0.03257971,0.281,8.625,39700,64500,1930,0.078,0.406,0.051,0.011000000000000001,0.095,0.001,0.006999999999999999,0.001,0.005,0.006,0.004,0.0,0.001,0.001,0.003,0
357,0.03257971,0.281,8.625,46500,66000,1930,0.064,0.386,0.05,0.009000000000000001,0.10099999999999999,0.001,0.006999999999999999,0.001,0.004,0.006,0.004,0.0,0.001,0.001,0.002,0
358,0.03257971,0.281,8.625,49700,66500,1930,0.243,0.816,0.013000000000000001,0.057,0.016,0.002,0.025,0.002,0.0,0.005,0.006,0.001,0.001,0.001,0.001,0
359,0.03257971,0.281,8.625,50500,79000,1930,0.084,0.391,0.068,0.006,0.109,0.001,0.006999999999999999,0.001,0.005,0.006,0.005,0.0,0.001,0.001,0.001,0
360,0.042415094,0.281,6.625,45600,68000,2001,0.133,1.04,0.005,0.198,0.006999999999999999,0.03,0.008,0.002,0.063,0.006999999999999999,0.013000000000000001,0.001,0.002,0.001,0.001,0
361,0.0175,0.28,16.0,56500,72500,1954,0.249,0.856,0.037000000000000005,0.004,0.016,0.011000000000000001,0.027000000000000003,0.006999999999999999,0.001,0.023,0.078,0.011000000000000001,0.002,0.002,0.006,0
362,0.026352941,0.28,10.625,51500,76000,1950,0.245,1.01,0.027000000000000003,0.015,0.009000000000000001,0.02,0.026000000000000002,0.006999999999999999,0.001,0.048,0.057,0.004,0.004,0.002,0.005,0
363,0.026352941,0.28,10.625,54000,77000,1950,0.259,0.76,0.024,0.052000000000000005,0.01,0.018000000000000002,0.033,0.005,0.0,0.027999999999999997,0.036000000000000004,0.003,0.005,0.002,0.004,0
364,0.04226415099999999,0.28,6.625,42700,59000,1977,0.221,0.898,0.019,0.013999999999999999,0.011000000000000001,0.001,0.024,0.002,0.001,0.019,0.042,0.002,0.001,0.001,0.005,0
365,0.04226415099999999,0.28,6.625,47600,63000,1932,0.11900000000000001,0.46799999999999997,0.013999999999999999,0.006,0.02,0.0,0.012,0.003,0.0,0.013000000000000001,0.038,0.005,0.002,0.001,0.005,0
366,0.04226415099999999,0.28,6.625,53000,66000,1952,0.267,0.6890000000000001,0.027000000000000003,0.009000000000000001,0.008,0.002,0.035,0.012,0.0,0.049,0.16699999999999998,0.009000000000000001,0.001,0.001,0.035,0
367,0.04226415099999999,0.28,6.625,54500,65500,1985,0.159,0.855,0.015,0.006999999999999999,0.004,0.002,0.016,0.002,0.0,0.015,0.01,0.001,0.001,0.001,0.001,0
368,0.04226415099999999,0.28,6.625,60000,67000,1993,0.066,0.622,0.006,0.152,0.02,0.032,0.031,0.006,0.0,0.012,0.015,0.001,0.002,0.013000000000000001,0.0,0
369,0.04226415099999999,0.28,6.625,67500,72000,2013,0.086,0.958,0.002,0.113,0.01,0.027000000000000003,0.016,0.003,0.0,0.019,0.004,0.0,0.002,0.017,0.0,0
370,0.025953487999999997,0.27899999999999997,10.75,39200,60000,1930,0.16399999999999998,0.513,0.017,0.027000000000000003,0.006999999999999999,0.011000000000000001,0.008,0.0,0.0,0.006999999999999999,0.02,0.001,0.001,0.001,0.004,0
371,0.025953487999999997,0.27899999999999997,10.75,43500,79500,1953,0.29,0.85,0.018000000000000002,0.17,0.013000000000000001,0.016,0.022000000000000002,0.012,0.002,0.024,0.038,0.005,0.002,0.002,0.006,0
372,0.025953487999999997,0.27899999999999997,10.75,51000,83500,1953,0.29,0.91,0.021,0.16,0.015,0.017,0.023,0.013000000000000001,0.002,0.023,0.033,0.004,0.002,0.002,0.005,0
373,0.025953487999999997,0.27899999999999997,10.75,54000,75500,1958,0.26,0.88,0.023,0.005,0.006999999999999999,0.02,0.026000000000000002,0.012,0.002,0.018000000000000002,0.035,0.003,0.002,0.002,0.006,0
374,0.025953487999999997,0.27899999999999997,10.75,58000,71500,1948,0.255,0.5529999999999999,0.019,0.002,0.027999999999999997,0.051,0.025,0.008,0.001,0.059000000000000004,0.059000000000000004,0.003,0.002,0.004,0.006,0
375,0.032115942,0.27699999999999997,8.625,31300,54000,1929,0.14300000000000002,0.48100000000000004,0.022000000000000002,0.008,0.006999999999999999,0.008,0.006999999999999999,0.001,0.0,0.009000000000000001,0.044000000000000004,0.003,0.001,0.001,0.005,0
376,0.032115942,0.27699999999999997,8.625,31800,53500,1929,0.14300000000000002,0.449,0.023,0.016,0.006999999999999999,0.009000000000000001,0.006999999999999999,0.001,0.0,0.008,0.011000000000000001,0.001,0.001,0.001,0.004,0
377,0.032115942,0.27699999999999997,8.625,33500,55000,1929,0.14400000000000002,0.447,0.02,0.008,0.006999999999999999,0.008,0.006999999999999999,0.001,0.0,0.009000000000000001,0.044000000000000004,0.004,0.001,0.001,0.005,0
378,0.032115942,0.27699999999999997,8.625,34400,56000,1929,0.141,0.44799999999999995,0.022000000000000002,0.015,0.006999999999999999,0.012,0.006999999999999999,0.001,0.0,0.006999999999999999,0.012,0.001,0.001,0.001,0.004,0
379,0.032115942,0.27699999999999997,8.625,39900,63000,1950,0.145,0.946,0.016,0.138,0.012,0.0,0.008,0.003,0.001,0.008,0.016,0.003,0.002,0.0,0.005,0
380,0.032115942,0.27699999999999997,8.625,43500,66500,1951,0.255,0.65,0.031,0.023,0.012,0.002,0.024,0.005,0.0,0.019,0.019,0.002,0.006,0.001,0.003,0
381,0.032115942,0.27699999999999997,8.625,43900,69000,1971,0.20800000000000002,0.64,0.016,0.083,0.012,0.002,0.046,0.008,0.0,0.031,0.061,0.006999999999999999,0.001,0.001,0.004,0
382,0.032115942,0.27699999999999997,8.625,47100,55000,1933,0.12300000000000001,0.45899999999999996,0.019,0.004,0.01,0.001,0.04,0.002,0.0,0.022000000000000002,0.07200000000000001,0.008,0.001,0.001,0.005,0
383,0.032115942,0.27699999999999997,8.625,48300,76500,1952,0.17800000000000002,1.16,0.015,0.157,0.018000000000000002,0.001,0.012,0.004,0.001,0.011000000000000001,0.019,0.001,0.001,0.001,0.005,0
384,0.032115942,0.27699999999999997,8.625,49100,71500,1952,0.18100000000000002,0.47100000000000003,0.012,0.127,0.073,0.042,0.006,0.006,0.001,0.006,0.013000000000000001,0.001,0.001,0.001,0.003,0
385,0.032115942,0.27699999999999997,8.625,53000,77500,1952,0.16,1.16,0.019,0.159,0.018000000000000002,0.003,0.011000000000000001,0.004,0.001,0.01,0.018000000000000002,0.001,0.001,0.001,0.004,0
386,0.031304347999999996,0.27,8.625,36000,59000,1942,0.059000000000000004,0.359,0.05,0.004,0.09300000000000001,0.002,0.006999999999999999,0.001,0.002,0.005,0.005,0.001,0.001,0.001,0.002,0
387,0.020784313999999998,0.265,12.75,51500,68500,1953,0.142,0.68,0.02,0.005,0.006999999999999999,0.002,0.048,0.006999999999999999,0.0,0.047,0.047,0.008,0.001,0.001,0.001,0
388,0.020784313999999998,0.265,12.75,53000,68000,1953,0.142,0.68,0.02,0.005,0.006999999999999999,0.002,0.048,0.006999999999999999,0.0,0.047,0.047,0.008,0.001,0.001,0.001,0
389,0.02,0.255,12.75,60500,84500,1970,0.22699999999999998,1.2,0.016,0.016,0.005,0.005,0.035,0.008,0.005,0.031,0.096,0.005,0.001,0.023,0.004,0
390,0.010416667,0.25,24.0,42200,61500,1970,0.215,0.47,0.002,0.024,0.004,0.035,0.013999999999999999,0.011000000000000001,0.0,0.008,0.01,0.0,0.006999999999999999,0.001,0.0,0
391,0.010416667,0.25,24.0,52900,74200,1948,0.23,0.75,0.04,0.038,0.019,0.0,0.026000000000000002,0.012,0.001,0.086,0.23,0.028999999999999998,0.001,0.0,0.018000000000000002,0
392,0.010416667,0.25,24.0,55500,83500,1967,0.307,1.2,0.016,0.047,0.008,0.013999999999999999,0.025,0.002,0.002,0.012,0.025,0.002,0.003,0.004,0.005,0
393,0.010416667,0.25,24.0,57500,78500,1953,0.23,0.79,0.025,0.055,0.04,0.0,0.027999999999999997,0.005,0.001,0.04,0.19,0.019,0.001,0.0,0.02,0
394,0.010416667,0.25,24.0,58000,77000,1948,0.22,0.82,0.027999999999999997,0.054000000000000006,0.019,0.006999999999999999,0.035,0.006999999999999999,0.001,0.035,0.17,0.024,0.002,0.0,0.012,0
395,0.010416667,0.25,24.0,58000,79000,1948,0.27,0.73,0.017,0.025,0.023,0.005,0.027999999999999997,0.009000000000000001,0.001,0.075,0.18,0.035,0.002,0.0,0.019,0
396,0.010416667,0.25,24.0,59000,78000,1948,0.23,0.76,0.026000000000000002,0.052000000000000005,0.028999999999999998,0.004,0.037000000000000005,0.013999999999999999,0.001,0.11,0.23,0.037000000000000005,0.002,0.0,0.019,0
397,0.010416667,0.25,24.0,59000,83000,1948,0.24,0.89,0.023,0.057,0.024,0.003,0.032,0.084,0.001,0.084,0.25,0.032,0.001,0.0,0.021,0
398,0.010416667,0.25,24.0,60000,79500,1953,0.25,0.77,0.019,0.055,0.021,0.002,0.018000000000000002,0.004,0.002,0.032,0.22,0.012,0.002,0.002,0.017,0
399,0.010416667,0.25,24.0,60500,82500,1953,0.3,0.93,0.02,0.068,0.012,0.003,0.039,0.008,0.002,0.061,0.27,0.027999999999999997,0.002,0.002,0.013000000000000001,0
400,0.010416667,0.25,24.0,62500,82500,1952,0.24,0.8,0.024,0.07,0.019,0.001,0.026000000000000002,0.002,0.001,0.43,0.29,0.034,0.002,0.002,0.015,0
401,0.010416667,0.25,24.0,64700,82200,1952,0.25,0.75,0.027999999999999997,0.24,0.018000000000000002,0.003,0.1,0.044000000000000004,0.001,0.15,0.21,0.035,0.002,0.0,0.009000000000000001,0
402,0.010416667,0.25,24.0,65000,85000,1948,0.27,0.82,0.017,0.047,0.049,0.0,0.057,0.01,0.001,0.098,0.17,0.027999999999999997,0.001,0.0,0.026000000000000002,0
403,0.010416667,0.25,24.0,65000,89500,1968,0.245,1.31,0.024,0.021,0.011000000000000001,0.001,0.044000000000000004,0.005,0.002,0.03,0.024,0.001,0.001,0.013999999999999999,0.005,0
404,0.010416667,0.25,24.0,66000,78700,1948,0.27,0.9,0.024,0.048,0.018000000000000002,0.001,0.018000000000000002,0.01,0.0,0.062,0.2,0.03,0.001,0.0,0.023,0
405,0.010416667,0.25,24.0,67000,93500,1968,0.245,1.31,0.024,0.021,0.011000000000000001,0.001,0.044000000000000004,0.005,0.002,0.03,0.024,0.001,0.001,0.013999999999999999,0.005,0
406,0.010416667,0.25,24.0,70500,92000,1963,0.247,1.29,0.018000000000000002,0.053,0.018000000000000002,0.001,0.054000000000000006,0.002,0.003,0.017,0.022000000000000002,0.002,0.001,0.018000000000000002,0.005,0
407,0.010416667,0.25,24.0,72500,92000,1968,0.204,1.28,0.018000000000000002,0.023,0.01,0.002,0.051,0.01,0.003,0.02,0.023,0.003,0.002,0.026000000000000002,0.008,0
408,0.010416667,0.25,24.0,74000,90500,1968,0.204,1.28,0.018000000000000002,0.023,0.01,0.002,0.051,0.01,0.003,0.02,0.023,0.003,0.002,0.026000000000000002,0.008,0
409,0.011363636000000002,0.25,22.0,61000,89000,1949,0.27,1.06,0.023,0.15,0.03,0.003,0.038,0.01,0.004,0.069,0.26,0.048,0.002,0.004,0.012,0
410,0.011363636000000002,0.25,22.0,63000,89000,1949,0.28,1.01,0.04,0.11,0.025,0.002,0.039,0.011000000000000001,0.004,0.07200000000000001,0.29,0.064,0.002,0.004,0.011000000000000001,0
411,0.011363636000000002,0.25,22.0,63000,89000,1949,0.27,1.06,0.023,0.15,0.03,0.003,0.038,0.01,0.004,0.069,0.26,0.048,0.002,0.004,0.012,0
412,0.011363636000000002,0.25,22.0,65000,91000,1949,0.28,1.01,0.04,0.11,0.025,0.002,0.039,0.011000000000000001,0.004,0.07200000000000001,0.29,0.064,0.002,0.004,0.011000000000000001,0
413,0.0125,0.25,20.0,45900,62500,1974,0.22,0.76,0.022000000000000002,0.004,0.009000000000000001,0.011000000000000001,0.013000000000000001,0.008,0.001,0.009000000000000001,0.016,0.002,0.002,0.002,0.004,0
414,0.0125,0.25,20.0,49700,65000,1974,0.22,0.76,0.022000000000000002,0.004,0.009000000000000001,0.011000000000000001,0.013000000000000001,0.008,0.001,0.009000000000000001,0.016,0.002,0.002,0.002,0.004,0
415,0.0125,0.25,20.0,51500,66500,1974,0.22,0.76,0.022000000000000002,0.004,0.009000000000000001,0.011000000000000001,0.013000000000000001,0.008,0.001,0.009000000000000001,0.016,0.002,0.002,0.002,0.004,0
416,0.0125,0.25,20.0,53500,68500,1969,0.278,0.841,0.016,0.027999999999999997,0.009000000000000001,0.001,0.04,0.009000000000000001,0.002,0.015,0.017,0.0,0.002,0.002,0.0,0
417,0.0125,0.25,20.0,54500,79500,1949,0.26899999999999996,0.981,0.027000000000000003,0.02,0.022000000000000002,0.003,0.031,0.006999999999999999,0.002,0.02,0.033,0.006,0.002,0.002,0.006999999999999999,0
418,0.0125,0.25,20.0,57400,78500,1967,0.156,1.07,0.017,0.037000000000000005,0.019,0.001,0.03,0.009000000000000001,0.0,0.048,0.098,0.006,0.001,0.024,0.006999999999999999,0
419,0.0125,0.25,20.0,58100,82700,1967,0.242,1.16,0.018000000000000002,0.039,0.017,0.001,0.022000000000000002,0.005,0.0,0.016,0.036000000000000004,0.003,0.001,0.001,0.006,0
420,0.0125,0.25,20.0,63300,80900,1967,0.157,1.07,0.015,0.037000000000000005,0.019,0.001,0.03,0.009000000000000001,0.0,0.048,0.098,0.006,0.001,0.023,0.006999999999999999,0
421,0.0125,0.25,20.0,63500,82500,1975,0.22399999999999998,1.18,0.013000000000000001,0.017,0.009000000000000001,0.002,0.055,0.006,0.051,0.042,0.027999999999999997,0.002,0.0,0.027000000000000003,0.002,0
422,0.0125,0.25,20.0,63500,87000,1973,0.245,1.24,0.02,0.021,0.011000000000000001,0.008,0.023,0.009000000000000001,0.0,0.043,0.034,0.001,0.001,0.019,0.001,0
423,0.0125,0.25,20.0,69500,82000,1968,0.22,1.1,0.015,0.03,0.016,0.002,0.019,0.002,0.002,0.018000000000000002,0.083,0.002,0.001,0.013999999999999999,0.022000000000000002,0
424,0.0125,0.25,20.0,71000,95000,2006,0.047,1.7,0.002,0.215,0.011000000000000001,0.048,0.069,0.191,0.006,0.11800000000000001,0.23399999999999999,0.013999999999999999,0.019,0.07400000000000001,0.009000000000000001,0
425,0.0125,0.25,20.0,75000,90500,2006,0.036000000000000004,1.66,0.004,0.177,0.009000000000000001,0.031,0.059000000000000004,0.18899999999999997,0.005,0.122,0.24,0.016,0.018000000000000002,0.067,0.009000000000000001,0
426,0.0125,0.25,20.0,78500,89500,2006,0.036000000000000004,1.66,0.004,0.177,0.009000000000000001,0.031,0.059000000000000004,0.18899999999999997,0.005,0.122,0.24,0.016,0.018000000000000002,0.067,0.009000000000000001,0
427,0.0125,0.25,20.0,87000,95500,2006,0.047,1.7,0.002,0.215,0.011000000000000001,0.048,0.069,0.191,0.006,0.11800000000000001,0.23399999999999999,0.013999999999999999,0.019,0.07400000000000001,0.009000000000000001,0
428,0.013888889,0.25,18.0,45600,69000,1978,0.281,1.22,0.013000000000000001,0.015,0.005,0.006999999999999999,0.021,0.005,0.002,0.016,0.021,0.002,0.002,0.002,0.006,0
429,0.013888889,0.25,18.0,52500,80500,1943,0.33799999999999997,0.517,0.03,0.069,0.036000000000000004,0.003,0.039,0.006999999999999999,0.0,0.026000000000000002,0.054000000000000006,0.006,0.002,0.001,0.005,0
430,0.013888889,0.25,18.0,55000,73500,1960,0.17300000000000001,0.95,0.026000000000000002,0.307,0.024,0.033,0.068,0.012,0.0,0.052000000000000005,0.125,0.011000000000000001,0.002,0.001,0.018000000000000002,0
431,0.013888889,0.25,18.0,57500,77500,1960,0.188,0.919,0.025,0.314,0.018000000000000002,0.039,0.068,0.015,0.0,0.055999999999999994,0.139,0.013999999999999999,0.002,0.001,0.019,0
432,0.015625,0.25,16.0,39100,55500,1953,0.059000000000000004,0.33399999999999996,0.055999999999999994,0.003,0.098,0.003,0.006,0.004,0.005,0.004,0.005,0.001,0.002,0.001,0.003,0
433,0.015625,0.25,16.0,39800,61500,1940,0.132,0.451,0.015,0.004,0.006,0.0,0.018000000000000002,0.003,0.0,0.012,0.035,0.005,0.002,0.001,0.005,0
434,0.015625,0.25,16.0,47400,71000,1960,0.25,0.69,0.025,0.013000000000000001,0.006,0.073,0.016,0.008,0.001,0.028999999999999998,0.081,0.016,0.002,0.002,0.013000000000000001,0
435,0.015625,0.25,16.0,48200,71500,1964,0.187,1.27,0.027000000000000003,0.354,0.009000000000000001,0.026000000000000002,0.032,0.009000000000000001,0.002,0.076,0.225,0.013999999999999999,0.003,0.003,0.01,0
436,0.015625,0.25,16.0,48800,60000,1953,0.059000000000000004,0.33399999999999996,0.055999999999999994,0.003,0.098,0.003,0.006,0.004,0.005,0.004,0.005,0.001,0.002,0.001,0.003,0
437,0.015625,0.25,16.0,49600,69500,1964,0.191,1.29,0.03,0.363,0.009000000000000001,0.028999999999999998,0.032,0.009000000000000001,0.003,0.075,0.22,0.015,0.002,0.003,0.01,0
438,0.015625,0.25,16.0,52000,66000,1959,0.213,0.67,0.032,0.005,0.011000000000000001,0.006999999999999999,0.04,0.027999999999999997,0.0,0.051,0.08,0.01,0.001,0.001,0.003,0
439,0.015625,0.25,16.0,53000,73000,1954,0.25,0.77,0.02,0.005,0.012,0.03,0.027000000000000003,0.006999999999999999,0.001,0.009000000000000001,0.016,0.002,0.002,0.002,0.005,0
440,0.015625,0.25,16.0,53000,86500,1954,0.231,1.16,0.016,0.10400000000000001,0.016,0.021,0.049,0.021,0.0,0.051,0.05,0.004,0.001,0.001,0.004,0
441,0.015625,0.25,16.0,53500,70000,1940,0.142,0.68,0.02,0.005,0.006999999999999999,0.002,0.048,0.006999999999999999,0.0,0.047,0.047,0.008,0.001,0.001,0.001,0
442,0.015625,0.25,16.0,54000,68000,1960,0.177,0.47,0.026000000000000002,0.184,0.027999999999999997,0.016,0.042,0.008,0.001,0.040999999999999995,0.096,0.008,0.002,0.002,0.019,0
443,0.015625,0.25,16.0,55000,73000,1954,0.27,0.86,0.021,0.004,0.016,0.022000000000000002,0.023,0.006999999999999999,0.002,0.01,0.022000000000000002,0.002,0.002,0.002,0.005,0
444,0.015625,0.25,16.0,55000,81000,1972,0.258,1.19,0.013999999999999999,0.022000000000000002,0.012,0.003,0.047,0.009000000000000001,0.001,0.040999999999999995,0.066,0.004,0.001,0.019,0.003,0
445,0.015625,0.25,16.0,55500,71500,1961,0.247,0.848,0.021,0.03,0.006999999999999999,0.006,0.042,0.012,0.002,0.032,0.06,0.004,0.002,0.004,0.006,0
446,0.015625,0.25,16.0,56000,76000,1954,0.27,0.89,0.022000000000000002,0.004,0.011000000000000001,0.017,0.019,0.016,0.002,0.013000000000000001,0.02,0.003,0.002,0.002,0.005,0
447,0.015625,0.25,16.0,56000,79500,1960,0.307,1.09,0.019,0.065,0.015,0.003,0.023,0.008,0.002,0.02,0.034,0.003,0.002,0.002,0.004,0
448,0.015625,0.25,16.0,57000,71500,1959,0.207,0.67,0.016,0.004,0.006,0.006,0.033,0.013999999999999999,0.0,0.028999999999999998,0.06,0.008,0.001,0.001,0.003,0
449,0.015625,0.25,16.0,57000,70500,1959,0.243,0.71,0.025,0.004,0.008,0.006999999999999999,0.031,0.027000000000000003,0.0,0.028999999999999998,0.045,0.004,0.001,0.001,0.004,0
450,0.015625,0.25,16.0,57500,78000,1972,0.23199999999999998,1.15,0.012,0.013000000000000001,0.006999999999999999,0.004,0.02,0.006999999999999999,0.001,0.019,0.018000000000000002,0.001,0.001,0.016,0.002,0
451,0.015625,0.25,16.0,58000,72500,1973,0.18600000000000003,1.1,0.021,0.034,0.006,0.001,0.011000000000000001,0.001,0.001,0.01,0.01,0.0,0.001,0.025,0.004,0
452,0.015625,0.25,16.0,58000,72500,1954,0.225,0.85,0.018000000000000002,0.006,0.013000000000000001,0.009000000000000001,0.021,0.004,0.0,0.01,0.017,0.001,0.001,0.001,0.002,0
453,0.015625,0.25,16.0,58500,78500,1963,0.249,0.785,0.018000000000000002,0.043,0.027999999999999997,0.002,0.02,0.008,0.0,0.054000000000000006,0.127,0.01,0.001,0.001,0.011000000000000001,0
454,0.015625,0.25,16.0,58500,72000,1954,0.25,0.92,0.02,0.006,0.012,0.006,0.025,0.005,0.0,0.012,0.016,0.001,0.001,0.001,0.002,0
455,0.015625,0.25,16.0,59000,86500,1961,0.27399999999999997,1.23,0.025,0.218,0.032,0.019,0.032,0.012,0.003,0.068,0.38299999999999995,0.013999999999999999,0.003,0.003,0.012,0
456,0.015625,0.25,16.0,60000,85000,1961,0.28800000000000003,1.18,0.019,0.028999999999999998,0.026000000000000002,0.002,0.022000000000000002,0.018000000000000002,0.003,0.068,0.34600000000000003,0.009000000000000001,0.002,0.003,0.011000000000000001,0
457,0.015625,0.25,16.0,61000,85500,1961,0.268,1.17,0.026000000000000002,0.037000000000000005,0.027000000000000003,0.001,0.025,0.017,0.003,0.078,0.395,0.008,0.002,0.003,0.013000000000000001,0
458,0.015625,0.25,16.0,61500,82000,1961,0.306,1.02,0.025,0.040999999999999995,0.008,0.015,0.013000000000000001,0.011000000000000001,0.002,0.011000000000000001,0.013999999999999999,0.001,0.009000000000000001,0.001,0.006,0
459,0.015625,0.25,16.0,61500,81500,1961,0.314,1.05,0.027999999999999997,0.043,0.009000000000000001,0.015,0.013000000000000001,0.012,0.003,0.011000000000000001,0.013999999999999999,0.002,0.012,0.002,0.006,0
460,0.015625,0.25,16.0,61500,88500,1961,0.266,1.17,0.02,0.038,0.028999999999999998,0.002,0.024,0.02,0.003,0.09699999999999999,0.418,0.012,0.002,0.004,0.013000000000000001,0
461,0.015625,0.25,16.0,62500,93000,1961,0.27899999999999997,1.15,0.02,0.04,0.028999999999999998,0.004,0.035,0.015,0.003,0.07,0.35700000000000004,0.01,0.002,0.004,0.012,0
462,0.015625,0.25,16.0,63000,87500,1961,0.275,1.25,0.023,0.068,0.027000000000000003,0.001,0.027999999999999997,0.017,0.004,0.105,0.364,0.012,0.003,0.004,0.012,0
463,0.015625,0.25,16.0,63500,83000,1969,0.25,1.05,0.013999999999999999,0.008,0.008,0.001,0.026000000000000002,0.006,0.04,0.016,0.14800000000000002,0.008,0.001,0.001,0.021,0
464,0.015625,0.25,16.0,66000,90500,1966,0.253,1.23,0.011000000000000001,0.022000000000000002,0.027999999999999997,0.004,0.028999999999999998,0.006999999999999999,0.0,0.025,0.43200000000000005,0.005,0.002,0.001,0.01,0
465,0.015625,0.25,16.0,70500,83000,1993,0.065,1.16,0.004,0.19399999999999998,0.012,0.033,0.022000000000000002,0.006,0.006,0.011000000000000001,0.009000000000000001,0.001,0.002,0.04,0.002,0
466,0.015625,0.25,16.0,73500,88000,1977,0.055,1.05,0.013999999999999999,0.034,0.008,0.05,0.027999999999999997,0.003,0.002,0.021,0.027999999999999997,0.002,0.001,0.063,0.003,0
467,0.015625,0.25,16.0,78500,91000,2013,0.051,1.59,0.002,0.265,0.013000000000000001,0.044000000000000004,0.036000000000000004,0.013000000000000001,0.034,0.023,0.028999999999999998,0.002,0.016,0.08,0.005,0
468,0.015625,0.25,16.0,81500,93000,2013,0.048,1.59,0.002,0.28600000000000003,0.013999999999999999,0.04,0.035,0.011000000000000001,0.035,0.013000000000000001,0.023,0.002,0.013999999999999999,0.076,0.003,0
469,0.015625,0.25,16.0,83500,97500,2012,0.048,1.55,0.002,0.251,0.011000000000000001,0.021,0.055999999999999994,0.024,0.068,0.054000000000000006,0.13,0.009000000000000001,0.003,0.053,0.006,0
470,0.015625,0.25,16.0,87000,98500,2012,0.042,1.58,0.003,0.24600000000000002,0.011000000000000001,0.02,0.047,0.02,0.073,0.048,0.132,0.009000000000000001,0.004,0.051,0.006,0
471,0.017857143,0.25,14.0,46800,69500,1950,0.21,0.46,0.026000000000000002,0.12,0.009000000000000001,0.002,0.025,0.006999999999999999,0.001,0.07,0.18,0.026000000000000002,0.002,0.003,0.023,0
472,0.017857143,0.25,14.0,60500,80000,1975,0.237,1.33,0.02,0.013000000000000001,0.009000000000000001,0.005,0.015,0.013999999999999999,0.036000000000000004,0.012,0.012,0.001,0.002,0.03,0.006,0
473,0.017857143,0.25,14.0,67500,82500,2002,0.051,1.07,0.006,0.196,0.006999999999999999,0.033,0.018000000000000002,0.006,0.004,0.006,0.01,0.002,0.003,0.04,0.003,0
474,0.017857143,0.25,14.0,68000,84500,1981,0.057999999999999996,1.03,0.013999999999999999,0.021,0.008,0.038,0.018000000000000002,0.006999999999999999,0.0,0.019,0.028999999999999998,0.001,0.001,0.055999999999999994,0.0,0
475,0.017857143,0.25,14.0,70000,86000,1981,0.053,1.05,0.02,0.021,0.005,0.039,0.023,0.006999999999999999,0.0,0.013999999999999999,0.02,0.0,0.001,0.06,0.001,0
476,0.017857143,0.25,14.0,70000,86000,1981,0.055,1.06,0.02,0.022000000000000002,0.005,0.039,0.023,0.006999999999999999,0.0,0.013999999999999999,0.02,0.001,0.001,0.06,0.001,0
477,0.017857143,0.25,14.0,72000,82500,1981,0.05,1.01,0.013999999999999999,0.023,0.006,0.053,0.023,0.009000000000000001,0.002,0.013000000000000001,0.025,0.002,0.002,0.055,0.005,0
478,0.017857143,0.25,14.0,73000,82000,2002,0.054000000000000006,1.08,0.005,0.198,0.006999999999999999,0.033,0.019,0.006,0.004,0.006999999999999999,0.011000000000000001,0.002,0.003,0.040999999999999995,0.003,0
479,0.017857143,0.25,14.0,75500,87000,1981,0.064,1.03,0.02,0.024,0.006,0.042,0.013000000000000001,0.009000000000000001,0.002,0.011000000000000001,0.02,0.002,0.002,0.063,0.004,0
480,0.017857143,0.25,14.0,77000,86500,2002,0.054000000000000006,1.08,0.005,0.198,0.006999999999999999,0.033,0.019,0.006,0.004,0.006999999999999999,0.011000000000000001,0.002,0.003,0.040999999999999995,0.003,0
481,0.017857143,0.25,14.0,78000,83000,2002,0.051,1.07,0.006,0.196,0.006999999999999999,0.033,0.018000000000000002,0.006,0.004,0.006,0.01,0.002,0.003,0.04,0.003,0
482,0.019607843,0.25,12.75,38500,46800,1962,0.052000000000000005,0.363,0.012,0.004,0.003,0.001,0.02,0.006999999999999999,0.0,0.031,0.049,0.002,0.001,0.001,0.002,1
483,0.019607843,0.25,12.75,40400,53200,1962,0.075,0.405,0.008,0.008,0.005,0.004,0.022000000000000002,0.009000000000000001,0.0,0.033,0.07400000000000001,0.009000000000000001,0.001,0.001,0.003,1
