ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe_Vintage,C,Mn,Nb,Pipe_Grade
1090,0.052666667,0.237,4.5,49000,65100,1954,0.109,0.431,0.001,2
1091,0.052666667,0.237,4.5,44000,63000,1954,0.105,0.401,0.001,2
1092,0.052666667,0.237,4.5,40500,61500,1954,0.141,0.422,0.001,2
1093,0.052666667,0.237,4.5,44100,73500,1990,0.246,0.663,0.001,2
1094,0.052666667,0.237,4.5,46700,65600,1954,0.125,0.468,0.001,2
1095,0.052666667,0.237,4.5,47900,76700,1990,0.246,0.658,0.001,2
1096,0.052666667,0.237,4.5,61700,73800,1990,0.196,0.68,0.001,3
1097,0.024470588,0.312,12.75,55700,67100,1958,0.226,0.489,0.001,2
1098,0.017176471,0.219,12.75,65900,83300,1968,0.168,1.03,0.024,5
1099,0.022285714,0.312,14,39500,67500,1983,0.239,0.56,0.001,2
1100,0.025882353,0.33,12.75,48300,67000,1983,0.137,0.69,0.001,3
1101,0.026980392,0.344,12.75,72000,85500,1983,0.065,1.04,0.061,6
1102,0.024470588,0.312,12.75,47200,68000,1983,0.152,0.41,0.001,3
1103,0.029411765,0.375,12.75,51000,71500,1983,0.195,1.07,0.001,4
1104,0.024470588,0.312,12.75,56500,69000,1983,0.099,0.94,0.018,5
1105,0.026980392,0.344,12.75,44000,60500,1983,0.155,0.69,0.001,3
1106,0.022039216,0.281,12.75,45200,66000,1983,0.247,0.5,0.001,3
1107,0.024470588,0.312,12.75,78000,89000,1983,0.055,1.06,0.064,6
1108,0.022039216,0.281,12.75,46000,69900,1983,0.264,0.45,0.001,3
1109,0.026139535,0.281,10.75,57000,67000,1983,0.091,0.88,0.015,5
1110,0.026139535,0.281,10.75,54500,68000,1983,0.104,1,0.018,5
1111,0.032,0.344,10.75,41000,60500,1983,0.163,0.64,0.001,2
1112,0.018883721,0.203,10.75,56500,74200,1954,0.253,0.808,0.001,4
1113,0.020372093,0.219,10.75,55500,72400,1954,0.248,0.777,0.001,4
1114,0.019607843,0.25,12.75,59700,71200,1954,0.253,0.474,0.001,5
1115,0.019607843,0.25,12.75,59000,70000,1954,0.249,0.468,0.001,5
1116,0.019607843,0.25,12.75,56600,69200,1954,0.261,0.45,0.001,5
1117,0.041777778,0.188,4.5,57600,73900,1965,0.223,0.574,0.001,5
1118,0.041777778,0.188,4.5,57200,75400,1965,0.242,0.575,0.001,5
1119,0.017176471,0.219,12.75,56500,75500,1961,0.222,1.03,0.001,5
1120,0.0195,0.312,16,48191,75441,1959,0.272,0.825,0.001,4
1121,0.03008,0.188,6.25,45961,57208,1946,0.12,0.407,0.001,2
1122,0.03008,0.188,6.25,46500,60706,1946,0.157,0.585,0.001,2
1123,0.03008,0.188,6.25,51908,63246,1946,0.164,0.458,0.001,2
1124,0.028377358,0.188,6.625,59600,71900,1965,0.203,1,0.001,3
1125,0.028377358,0.188,6.625,59000,71800,1965,0.201,1.011,0.001,3
1126,0.011466667,0.344,30,49700,78700,1956,0.248,0.972,0.001,3
1127,0.011466667,0.344,30,55100,79000,1956,0.248,0.972,0.001,3
1128,0.011466667,0.344,30,47700,72600,1956,0.237,0.903,0.001,3
1129,0.011466667,0.344,30,47900,72100,1956,0.237,0.903,0.001,3
1130,0.021797101,0.188,8.625,47732,61487,1950,0.229,0.428,0.001,2
1131,0.02809633,0.245,8.72,82900,104000,1967,0.223,0.881,0.001,6
1132,0.028037383,0.24,8.56,81400,102200,1967,0.223,0.887,0.001,6
1133,0.028205128,0.242,8.58,76700,98000,1967,0.22,0.886,0.001,6
1134,0.041441441,0.276,6.66,79700,92000,1992,0.195,0.773,0.001,5
1135,0.028377358,0.188,6.625,57700,74200,1946,0.153,0.694,0.001,2
1136,0.028377358,0.188,6.625,54500,68600,1946,0.184,0.701,0.001,2
1137,0.028377358,0.188,6.625,53300,67600,1946,0.177,0.717,0.001,2
1138,0.02354717,0.156,6.625,55083,69225,1966,0.237,0.784,0.001,3
1139,0.02354717,0.156,6.625,55481,69483,1966,0.246,0.792,0.001,3
1140,0.033056604,0.219,6.625,48939,70424,1966,0.225,0.732,0.001,3
1141,0.0175625,0.281,16,61400,91500,1948,0.315,1.29,0.001,4
1142,0.019607843,0.25,12.75,52788,68279,1958,0.293,0.733,0.001,4
1143,0.019607843,0.25,12.75,53232,69271,1958,0.293,0.733,0.001,4
1144,0.019607843,0.25,12.75,54187,68674,1958,0.293,0.733,0.001,4
1145,0.037735849,0.25,6.625,57500,70200,1954,0.182,0.514,0.001,3
1146,0.037735849,0.25,6.625,54400,67200,1954,0.228,0.589,0.001,3
1147,0.037735849,0.25,6.625,52700,67700,1954,0.216,0.548,0.001,3
1148,0.037735849,0.25,6.625,50700,65300,1954,0.183,0.485,0.001,3
1149,0.037735849,0.25,6.625,54200,65200,1954,0.203,0.523,0.001,3
1150,0.0175625,0.281,16,48574,80225,1953,0.267,0.654,0.001,3
1151,0.0175625,0.281,16,47682,73044,1953,0.283,0.538,0.001,3
1152,0.028985507,0.25,8.625,52100,69100,1968,0.223,0.571,0.001,4
1153,0.021797101,0.188,8.625,50700,69700,1968,0.239,0.617,0.001,4
1154,0.022028986,0.19,8.625,54800,73900,1968,0.286,0.642,0.001,4
1155,0.021797101,0.188,8.625,54300,72900,1968,0.283,0.63,0.001,4
1156,0.042264151,0.28,6.625,52136,67127,1997,0.253,0.726,0.001,3
1157,0.042264151,0.28,6.625,53481,67079,1997,0.246,0.722,0.001,3
1158,0.02354717,0.156,6.625,53005,67131,1966,0.258,0.888,0.001,3
1159,0.02354717,0.156,6.625,66754,79601,1966,0.258,0.861,0.001,3
1160,0.02354717,0.156,6.625,64440,77767,1966,0.257,0.879,0.001,3
1161,0.02354717,0.156,6.625,67649,80008,1997,0.208,0.846,0.001,3
1162,0.028985507,0.25,8.625,51500,67000,1967,0.209,0.809,0.001,3
1163,0.028985507,0.25,8.625,48000,64500,1967,0.209,0.809,0.001,3
1164,0.028985507,0.25,8.625,48700,66000,1967,0.209,0.809,0.001,3
1165,0.028985507,0.25,8.625,51000,66000,1967,0.209,0.809,0.001,3
1166,0.028985507,0.25,8.625,52500,65500,1967,0.209,0.809,0.001,3
1167,0.028985507,0.25,8.625,51500,64500,1967,0.209,0.809,0.001,3
1168,0.061714286,0.216,3.5,73268,74913,2014,0.053,1.03,0.02,5
1169,0.033056604,0.219,6.625,58595,67924,1977,0.203,0.963,0.001,2
1170,0.02855814,0.307,10.75,36120,51352,1948,0.048,0.33,0.001,2
1171,0.02855814,0.307,10.75,35548,51030,1948,0.048,0.33,0.001,2
1172,0.02855814,0.307,10.75,34476,49733,1948,0.048,0.33,0.001,2
1173,0.02855814,0.307,10.75,35309,50591,1948,0.038,0.378,0.001,2
1174,0.02855814,0.307,10.75,33401,49099,1948,0.038,0.378,0.001,2
1175,0.02855814,0.307,10.75,33065,49868,1948,0.038,0.378,0.001,2
1176,0.02855814,0.307,10.75,33217,45492,1948,0.048,0.33,0.001,2
1177,0.02855814,0.307,10.75,34015,45814,1948,0.048,0.33,0.001,2
1178,0.02855814,0.307,10.75,34073,46183,1948,0.048,0.33,0.001,2
1179,0.02855814,0.307,10.75,35448,48143,1948,0.038,0.378,0.001,2
1180,0.02855814,0.307,10.75,35619,47387,1948,0.038,0.378,0.001,2
1181,0.02855814,0.307,10.75,35184,46681,1948,0.038,0.378,0.001,2
1182,0.02354717,0.156,6.625,60587,78012,1963,0.232,1.187,0.001,5
1183,0.02354717,0.156,6.625,61966,70353,1963,0.179,1.197,0.001,5
1184,0.02354717,0.156,6.625,62541,70531,1963,0.185,1.162,0.001,5
1185,0.02354717,0.156,6.625,58982,70016,1963,0.19,1.075,0.001,5
1186,0.02354717,0.156,6.625,65140,82151,1963,0.23,1.188,0.001,5
1187,0.02354717,0.156,6.625,63136,79222,1963,0.232,1.188,0.001,5
1188,0.025962264,0.172,6.625,66989,79900,1963,0.184,1.297,0.002,5
1189,0.02354717,0.156,6.625,62828,79135,1963,0.224,1.165,0.001,5
1190,0.02354717,0.156,6.625,60815,78056,1963,0.243,1.163,0.001,5
1191,0.01875,0.375,20,49457,74336,1970,0.199,1.12,0.001,5
1192,0.01875,0.375,20,47817,76060,1970,0.199,1.12,0.001,5
1193,0.015636364,0.344,22,47724,71422,1960,0.256,0.844,0.001,4
1194,0.015636364,0.344,22,48515,77801,1960,0.23,0.863,0.001,4
1195,0.015636364,0.344,22,44585,75184,1960,0.243,0.87,0.001,4
1196,0.015636364,0.344,22,52852,83443,1960,0.253,0.919,0.001,4
1197,0.028985507,0.25,8.625,50837,81469,1957,0.3,0.954,0.001,3
1198,0.028985507,0.25,8.625,49364,77701,1957,0.274,0.989,0.001,3
1199,0.029411765,0.375,12.75,46732,73596,1937,0.245,0.783,0.001,2
1200,0.029411765,0.375,12.75,55476,74505,1937,0.245,0.783,0.001,2
1201,0.015921569,0.203,12.75,51344,74873,1959,0.261,0.892,0.001,3
1202,0.015921569,0.203,12.75,57411,76739,1959,0.244,0.883,0.001,3
1203,0.015921569,0.203,12.75,53311,75879,1959,0.279,0.87,0.002,3
1204,0.015921569,0.203,12.75,50573,73656,1959,0.278,0.867,0.002,3
1205,0.015921569,0.203,12.75,48633,69600,1959,0.29,0.808,0.001,3
1206,0.015921569,0.203,12.75,49124,69045,1959,0.26,0.826,0.001,3
1207,0.015921569,0.203,12.75,50303,72375,1959,0.267,0.782,0.001,3
1208,0.015921569,0.203,12.75,51081,70091,1959,0.266,0.781,0.001,3
1209,0.015921569,0.203,12.75,52572,73303,1959,0.268,0.84,0.001,3
1210,0.015921569,0.203,12.75,48263,70828,1959,0.26,0.773,0.001,3
1211,0.024470588,0.312,12.75,44996,72838,1950,0.243,0.806,0.001,3
1212,0.0175625,0.281,16,53325,68877,1948,0.229,0.752,0.001,4
1213,0.0175625,0.281,16,59889,81372,1948,0.27,0.916,0.001,4
1214,0.015625,0.25,16,58568,79832,1948,0.256,0.553,0.001,4
1215,0.015625,0.25,16,55558,73242,1948,0.254,0.712,0.001,4
1216,0.015625,0.25,16,59871,79909,1948,0.286,0.67,0.001,4
1217,0.015625,0.25,16,59337,77256,1948,0.254,0.54,0.001,4
1218,0.015625,0.25,16,63692,79102,1948,0.238,0.616,0.001,4
1219,0.028377358,0.188,6.625,49136,63969,1956,0.225,0.736,0.001,2
1220,0.028377358,0.188,6.625,53662,68462,1956,0.241,0.716,0.001,2
1221,0.029411765,0.375,12.75,41519,71107,1978,0.254,0.741,0,2
1222,0.025391304,0.219,8.625,54896,69026,1946,0.229,0.435,0.001,2
1223,0.025391304,0.219,8.625,58731,72953,1946,0.229,0.435,0.001,2
1224,0.013,0.312,24,53500,67000,1948,0.293,0.96,0.001,5
1225,0.013,0.312,24,60900,82200,1948,0.241,1.14,0.001,5
1226,0.013,0.312,24,60400,82200,1948,0.268,1.06,0.001,5
1227,0.013,0.312,24,64500,84900,1948,0.278,1.01,0.001,5
1228,0.023255814,0.25,10.75,49700,65900,1956,0.172,0.65,0.001,2
1229,0.047,0.188,4,59200,71300,1970,0.212,0.608,0.001,3
1230,0.047,0.188,4,57100,71100,1970,0.21,0.6,0.001,3
1231,0.047,0.188,4,51300,64700,1970,0.206,0.598,0.001,3
1232,0.047,0.188,4,57400,69400,1970,0.21,0.602,0.001,3
1233,0.047,0.188,4,52800,64300,1970,0.191,0.59,0.001,3
1234,0.047,0.188,4,50300,62200,1970,0.202,0.557,0.001,3
1235,0.047,0.188,4,53100,65000,1970,0.218,0.583,0.001,3
1236,0.047,0.188,4,57300,70600,1970,0.212,0.604,0.001,3
1237,0.047,0.188,4,54400,65400,1970,0.183,0.564,0.001,3
1238,0.05925,0.237,4,42700,65800,1970,0.123,0.505,0.001,3
1239,0.047,0.188,4,62300,73700,1970,0.199,0.546,0.001,3
1240,0.047,0.188,4,65200,70248,1970,0.052,0.975,0.023,3
1241,0.047,0.188,4,61300,68600,1970,0.06,0.877,0.016,3
1242,0.017176471,0.219,12.75,49100,78000,1962,0.286,0.89,0.001,5
1243,0.017176471,0.219,12.75,47900,76000,1962,0.291,1.01,0.001,5
1244,0.020625,0.495,24,83460,90873,2017,0.036,1.56,0.064,8
1245,0.020625,0.495,24,82995,92531,2017,0.036,1.56,0.064,8
1246,0.020625,0.495,24,87076,96987,2017,0.049,1.55,0.067,8
1247,0.020625,0.495,24,88842,100660,2017,0.049,1.55,0.067,8
1248,0.0195,0.312,16,63894,77502,1957,0.282,0.69,0.001,4
1249,0.0195,0.312,16,63661,85490,1957,0.274,0.94,0.001,4
1250,0.028985507,0.25,8.625,51025,72529,1957,0.162,0.639,0.001,2
1251,0.025882353,0.33,12.75,46773,74686,1952,0.254,0.676,0.001,2
1252,0.025882353,0.33,12.75,47882,73734,1952,0.25,0.67,0.001,2
1253,0.025936599,0.225,8.675,59498,73047,1953,0.264,0.718,0.001,4
1254,0.019607843,0.25,12.75,74600,99600,1968,0.184,1.01,0.026,6
1255,0.014333333,0.344,24,65947,77332,1972,0.105,1.3,0.001,5
1256,0.014333333,0.344,24,65941,86952,1972,0.186,1.23,0.001,5
1257,0.018883721,0.203,10.75,49752,60437,1951,0.15,0.66,0.001,3
1258,0.037333333,0.322,8.625,44879,74652,1940,0.239,0.529,0.001,2
1259,0.015625,0.25,16,64509,80594,1954,0.27,0.794,0.001,5
1260,0.015921569,0.203,12.75,62120,82654,1960,0.279,0.782,0.001,4
1261,0.015921569,0.203,12.75,57942,78281,1960,0.267,0.819,0.001,4
1262,0.015921569,0.203,12.75,60128,78903,1960,0.24,0.746,0.001,4
1263,0.019607843,0.25,12.75,55218,76711,1972,0.216,0.701,0.001,2
1264,0.019607843,0.25,12.75,61871,80491,1966,0.264,0.718,0.001,5
1265,0.019607843,0.25,12.75,58438,74943,1966,0.264,0.718,0.001,5
1266,0.034352941,0.438,12.75,40453,68055,1949,0.223,0.54,0.001,2
1267,0.025,0.25,10,49465,74285,1945,0.232,0.664,0.001,2
1268,0.05475,0.219,4,35453,60037,1958,0.123,0.607,0.001,1
1269,0.028377358,0.188,6.625,51985,62029,1960,0.096,0.63,0.007,2
1270,0.015921569,0.203,12.75,61950,81701,1972,0.2,0.972,0.036,5
1271,0.032115942,0.277,8.625,50164,77529,1945,0.153,0.427,0.001,2
1272,0.0115,0.23,20,65253,78765,1968,0.289,1.17,0.001,5
1273,0.015636364,0.344,22,52608,78949,1948,0.256,0.82,0,4
1274,0.012772727,0.281,22,53598,72346,1949,0.234,0.936,0.001,3
1275,0.012772727,0.281,22,49884,71933,1949,0.227,0.708,0.001,3
1276,0.012772727,0.281,22,51957,71061,1949,0.226,0.718,0.001,3
1277,0.023255814,0.25,10.75,55538,71486,1975,0.215,0.74,0.001,3
1278,0.045735849,0.303,6.625,29214,52386,1929,0.105,0.506,0.001,1
1279,0.015625,0.25,16,56363,72828,1968,0.246,0.892,0.001,5
1280,0.015625,0.25,16,50950,69436,1974,0.217,1.26,0.001,4
1281,0.021797101,0.188,8.625,60579,70780,2011,0.06,0.634,0.029,5
1282,0.0195,0.312,16,41435,68318,1955,0.258,0.535,0.001,2
1283,0.0156,0.312,20,48424,70209,1977,0.24,1.082,0.001,3
1284,0.041777778,0.188,4.5,65333,76582,1956,0.184,0.544,0.001,2
1285,0.014181818,0.312,22,59876,85478,1949,0.274,1.07,0.001,4
1286,0.010807692,0.281,26,58436,78915,1954,0.239,0.996,0.001,5
1287,0.010807692,0.281,26,52702,78723,1954,0.239,0.996,0.001,5
1288,0.010807692,0.281,26,60063,80154,1954,0.268,1.155,0.001,5
1289,0.010807692,0.281,26,52903,79592,1954,0.268,1.155,0.001,5
1290,0.010807692,0.281,26,56444,76663,1954,0.249,0.961,0.001,5
1291,0.010807692,0.281,26,49770,75049,1954,0.249,0.961,0.001,5
1292,0.010807692,0.281,26,60398,83233,1954,0.279,1.082,0.002,5
1293,0.010807692,0.281,26,52622,82360,1954,0.279,1.082,0.002,5
1294,0.010807692,0.281,26,56169,78151,1954,0.258,0.995,0.002,5
1295,0.010807692,0.281,26,50686,77397,1954,0.258,0.995,0.002,5
1296,0.04025,0.322,8,25559,47173,1929,0.039,0.4,0.001,1
1297,0.04025,0.322,8,26652,47054,1929,0.076,0.297,0.001,1
1298,0.04025,0.322,8,25428,46492,1929,0.053,0.392,0.001,1
1299,0.019607843,0.25,12.75,51299,76839,1970,0.292,1.01,0.001,2
1300,0.019607843,0.25,12.75,55433,72393,1954,0.244,0.749,0.001,4
