ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe_Vintage,C,Mn,Nb,YS_TS_Ratio,C_Mn_Ratio,WT_OD_YS,WT_OD_C_Mn,YS_C,YS_Mn,WT_OD_YS_C,WT_OD_YS_Mn,WT_OD_YS_TS_C_Mn,Pipe_Grade
697,0.020372093,0.219,10.75,61500,93500,1961,0.311,1.18,0.002,0.658,0.264,1252.9,0.8640,19127,72570,20943.5,170848,0.56827,5
699,0.020372093,0.219,10.75,62000,87000,1961,0.285,1.18,0.001,0.713,0.242,1263.1,0.7917,17670,73160,19348.7,172237,0.56422,5
700,0.020372093,0.219,10.75,63000,91000,1961,0.281,1.26,0.001,0.692,0.223,1283.4,0.8335,17703,79380,19384.8,186880,0.57707,5
701,0.020372093,0.219,10.75,64500,96500,1961,0.321,1.08,0.001,0.668,0.297,1314.0,0.8162,20705,69660,22671.4,163997,0.54552,5
702,0.020372093,0.219,10.75,65000,94500,1961,0.271,1.14,0.001,0.688,0.238,1324.2,0.7273,17615,74100,19288.4,174450,0.50027,5
703,0.020372093,0.219,10.75,65000,91500,1961,0.284,1.11,0.001,0.710,0.256,1324.2,0.7422,18460,72150,20213.7,169859,0.52721,5
704,0.020372093,0.219,10.75,65500,95000,1961,0.283,1.05,0.002,0.689,0.270,1334.4,0.6996,18537,68775,20297.5,161914,0.48233,5
705,0.020372093,0.219,10.75,65900,99400,1961,0.299,1.16,0.002,0.663,0.258,1342.5,0.8165,19704,76444,21576.0,179968,0.54135,5
706,0.020372093,0.219,10.75,66000,91500,1961,0.286,1.18,0.001,0.721,0.242,1344.6,0.7945,18876,77880,20669.2,183349,0.57309,5
707,0.020372093,0.219,10.75,66200,96300,1961,0.281,1.07,0.002,0.687,0.263,1348.6,0.7079,18602,70834,20369.4,166761,0.48660,5
708,0.020372093,0.219,10.75,66500,93500,1961,0.287,1.16,0.001,0.711,0.247,1354.7,0.7838,19086,77140,20898.6,181607,0.55745,5
709,0.020372093,0.219,10.75,66500,91500,1961,0.279,1.1,0.001,0.727,0.254,1354.7,0.7225,18554,73150,20316.1,172213,0.52511,5
710,0.020372093,0.219,10.75,67500,93000,1961,0.25,1.14,0.001,0.726,0.219,1375.1,0.6710,16875,76950,18478.1,181160,0.48699,5
387,0.020784314,0.265,12.75,51500,68500,1953,0.142,0.68,0.001,0.752,0.209,1070.4,0.3263,7313,35020,9689.7,118324,0.24528,5
388,0.020784314,0.265,12.75,53000,68000,1953,0.142,0.68,0.001,0.779,0.209,1101.6,0.3263,7526,36040,9972.0,121770,0.25428,5
1001,0.021283019,0.141,6.625,68500,79000,1968,0.209,0.964,0.019,0.867,0.217,1457.9,0.1882,14317,66034,10093.1,61684,0.16319,5
857,0.021797101,0.188,8.625,50000,73500,1962,0.257,1.04,0.002,0.680,0.247,1089.9,0.4334,12850,52000,12079.0,84318,0.29483,5
858,0.021797101,0.188,8.625,51000,72750,1962,0.257,1.04,0.002,0.701,0.247,1111.7,0.4334,13107,53040,12320.6,86004,0.30382,5
865,0.021797101,0.188,8.625,53900,74500,1961,0.237,0.97,0.003,0.723,0.244,1174.9,0.3728,12774,52283,12007.8,84777,0.26969,5
868,0.021797101,0.188,8.625,54500,74500,1980,0.241,0.893,0.001,0.732,0.270,1187.9,0.3490,13135,48669,12346.4,78916,0.25529,5
870,0.021797101,0.188,8.625,56000,78500,1967,0.25,0.824,0.001,0.713,0.303,1220.6,0.3340,14000,46144,13160.0,74822,0.23829,5
871,0.021797101,0.188,8.625,57000,77500,1967,0.249,0.82,0.001,0.735,0.304,1242.4,0.3311,14193,46740,13341.4,75789,0.24350,5
872,0.021797101,0.188,8.625,57500,68000,1968,0.229,0.83,0.001,0.846,0.276,1253.3,0.3082,13168,47725,12377.5,77386,0.26061,5
873,0.021797101,0.188,8.625,58000,77500,1961,0.24,0.99,0.001,0.748,0.242,1264.2,0.3853,13920,57420,13084.8,93107,0.28833,5
875,0.021797101,0.188,8.625,58000,75500,1963,0.208,0.747,0.018,0.768,0.278,1264.2,0.2519,12064,43326,11340.2,70253,0.19354,5
876,0.021797101,0.188,8.625,58000,70000,1967,0.152,1.11,0.011,0.829,0.137,1264.2,0.2736,8816,64380,8287.0,104392,0.22668,5
877,0.021797101,0.188,8.625,58500,66000,1996,0.071,0.995,0.017,0.886,0.071,1275.1,0.1146,4154,58208,3904.3,94383,0.10153,5
878,0.021797101,0.188,8.625,58500,78000,1967,0.255,0.82,0.001,0.750,0.311,1275.1,0.3391,14918,47970,14022.5,77783,0.25429,5
879,0.021797101,0.188,8.625,59000,74000,1961,0.233,0.98,0.001,0.797,0.238,1286.0,0.3703,13747,57820,12922.2,93755,0.29520,5
880,0.021797101,0.188,8.625,59000,80500,1981,0.19,0.726,0.001,0.733,0.262,1286.0,0.2237,11210,42834,10537.4,69455,0.16393,5
881,0.021797101,0.188,8.625,59500,80500,1967,0.25,0.822,0.001,0.739,0.304,1296.9,0.3332,14875,48909,13982.5,79306,0.24629,5
882,0.021797101,0.188,8.625,59500,74000,1968,0.201,0.7,0.001,0.804,0.287,1296.9,0.2281,11960,41650,11241.9,67535,0.18344,5
883,0.021797101,0.188,8.625,60000,88500,1967,0.276,0.851,0.001,0.678,0.324,1307.8,0.3809,16560,51060,15566.4,82794,0.25820,5
884,0.021797101,0.188,8.625,60500,83000,1964,0.21,1.07,0,0.729,0.196,1318.7,0.3644,12705,64735,11942.7,104968,0.26558,5
885,0.021797101,0.188,8.625,60500,72500,1961,0.227,0.95,0.001,0.834,0.239,1318.7,0.3497,13734,57475,12909.5,93196,0.29180,5
886,0.021797101,0.188,8.625,60500,71000,1968,0.228,0.67,0.001,0.852,0.340,1318.7,0.2477,13794,40535,12966.4,65728,0.21107,5
887,0.021797101,0.188,8.625,62000,74500,1968,0.221,0.79,0.001,0.832,0.280,1351.4,0.2831,13702,48980,12879.9,79421,0.23560,5
888,0.021797101,0.188,8.625,63000,79500,1961,0.234,1.29,0.002,0.792,0.181,1373.2,0.4895,14742,81270,13857.5,131779,0.38788,5
890,0.021797101,0.188,8.625,63500,81500,1961,0.271,1.13,0.003,0.779,0.240,1384.1,0.4966,17209,71755,16176.0,116351,0.38688,5
891,0.021797101,0.188,8.625,63500,81500,1983,0.159,0.734,0.001,0.779,0.217,1384.1,0.1892,10097,46609,9490.7,75576,0.14744,5
892,0.021797101,0.188,8.625,64000,93500,1962,0.28,1.21,0.003,0.684,0.231,1395.0,0.5494,17920,77440,16844.8,125569,0.37604,5
893,0.021797101,0.188,8.625,64500,81000,1968,0.188,0.61,0.001,0.796,0.308,1405.9,0.1860,12126,39345,11398.4,63798,0.14807,5
894,0.021797101,0.188,8.625,66500,86000,1962,0.269,1.21,0.001,0.773,0.222,1449.5,0.5278,17889,80465,16815.2,130474,0.40811,5
895,0.021797101,0.188,8.625,67500,80000,1983,0.159,0.734,0.001,0.844,0.217,1471.3,0.1892,10733,49545,10088.6,80337,0.15967,5
896,0.021797101,0.188,8.625,67500,87500,1983,0.13,0.76,0.001,0.771,0.171,1471.3,0.1602,8775,51300,8248.5,83183,0.12359,5
897,0.021797101,0.188,8.625,69000,89000,1972,0.239,1.09,0.001,0.775,0.219,1504.0,0.4224,16491,75210,15501.5,121953,0.32749,5
898,0.021797101,0.188,8.625,69000,90000,1972,0.242,1.08,0.001,0.767,0.224,1504.0,0.4238,16698,74520,15696.1,120834,0.32491,5
899,0.021797101,0.188,8.625,69000,81500,1963,0.208,0.747,0.018,0.847,0.278,1504.0,0.2519,14352,51543,13490.9,83577,0.21330,5
900,0.021797101,0.188,8.625,69000,77500,1983,0.13,0.76,0.001,0.890,0.171,1504.0,0.1602,8970,52440,8431.8,85031,0.14263,5
901,0.021797101,0.188,8.625,70500,90500,1972,0.26,1.2,0.001,0.779,0.217,1536.7,0.5059,18330,84600,17230.2,137179,0.39411,5
902,0.021797101,0.188,8.625,70500,95000,1962,0.272,1.08,0.001,0.742,0.252,1536.7,0.4763,19176,76140,18025.4,123461,0.35349,5
903,0.021797101,0.188,8.625,71500,95500,1962,0.275,1.09,0.001,0.749,0.252,1558.5,0.4860,19663,77935,18482.8,126372,0.36390,5
1031,0.021797101,0.188,8.625,57500,76700,1962,0.274,0.99,0.001,0.750,0.277,1253.3,0.4398,15755,56925,14809.7,92304,0.32974,5
1281,0.021797101,0.188,8.625,60579,70780,2011,0.06,0.634,0.029,0.856,0.095,1320.4,0.0617,3635,38407,3416.7,62277,0.05279,5
590,0.023255814,0.25,10.75,61500,86000,1961,0.246,1.03,0.002,0.715,0.239,1430.2,0.6810,15129,63345,18911.3,170240,0.48696,5
592,0.023255814,0.25,10.75,63500,86500,1960,0.209,1.14,0.003,0.734,0.183,1476.7,0.6403,13272,72390,16589.4,194548,0.47006,5
593,0.023255814,0.25,10.75,63500,86500,1960,0.209,1.14,0.003,0.734,0.183,1476.7,0.6403,13272,72390,16589.4,194548,0.47006,5
1081,0.023463023,0.158,6.734,54500,66500,1969,0.132,0.896,0.001,0.820,0.147,1278.7,0.1258,7194,48832,5683.3,51956,0.10313,5
786,0.023536232,0.203,8.625,56000,74000,1961,0.23,1.12,0.013,0.757,0.205,1318.0,0.4510,12880,62720,13073.2,109815,0.34132,5
796,0.023536232,0.203,8.625,63000,87000,1965,0.25,1.07,0.002,0.724,0.234,1482.8,0.4684,15750,67410,15986.3,118026,0.33916,5
988,0.02354717,0.156,6.625,57500,75000,1979,0.144,0.779,0.014,0.767,0.185,1354.0,0.1159,8280,44793,6458.4,46293,0.08888,5
995,0.02354717,0.156,6.625,70500,81000,1972,0.226,0.976,0.001,0.870,0.232,1660.1,0.2280,15933,68808,12427.7,71113,0.19841,5
1182,0.02354717,0.156,6.625,60587,78012,1963,0.232,1.187,0.001,0.777,0.195,1426.7,0.2846,14056,71917,10963.8,74326,0.22104,5
1183,0.02354717,0.156,6.625,61966,70353,1963,0.179,1.197,0.001,0.881,0.150,1459.1,0.2214,11092,74173,8651.7,76658,0.19504,5
1184,0.02354717,0.156,6.625,62541,70531,1963,0.185,1.162,0.001,0.887,0.159,1472.7,0.2222,11570,72673,9024.7,75107,0.19700,5
1185,0.02354717,0.156,6.625,58982,70016,1963,0.19,1.075,0.001,0.842,0.177,1388.9,0.2111,11207,63406,8741.1,65530,0.17783,5
1186,0.02354717,0.156,6.625,65140,82151,1963,0.23,1.188,0.001,0.793,0.194,1533.9,0.2824,14982,77386,11686.1,79979,0.22392,5
1187,0.02354717,0.156,6.625,63136,79222,1963,0.232,1.188,0.001,0.797,0.195,1486.7,0.2848,14648,75006,11425.1,77518,0.22701,5
1189,0.02354717,0.156,6.625,62828,79135,1963,0.224,1.165,0.001,0.794,0.192,1479.4,0.2697,14073,73195,10977.3,75647,0.21413,5
1190,0.02354717,0.156,6.625,60815,78056,1963,0.243,1.163,0.001,0.779,0.209,1432.0,0.2921,14778,70728,11526.9,73097,0.22756,5
267,0.024470588,0.312,12.75,69500,81000,2014,0.061,1.04,0.029,0.858,0.059,1700.7,0.2524,4240,72280,6613.6,287530,0.21653,5
1104,0.024470588,0.312,12.75,56500,69000,1983,0.099,0.94,0.018,0.819,0.105,1382.6,0.3702,5594,53110,8725.9,211272,0.30313,5
801,0.025375,0.203,8,68500,94000,1962,0.248,1.11,0.001,0.729,0.223,1738.2,0.4471,16988,76035,17242.8,123481,0.32578,5
802,0.025375,0.203,8,76500,98000,1962,0.248,1.11,0.001,0.781,0.223,1941.2,0.4471,18972,84915,19256.6,137902,0.34898,5
716,0.025391304,0.219,8.625,54250,72500,1960,0.32,0.92,0,0.748,0.348,1377.5,0.5561,17360,49910,19009.2,94274,0.41610,5
718,0.025391304,0.219,8.625,54500,69000,1979,0.118,0.486,0.035,0.790,0.243,1383.8,0.1083,6431,26487,7041.9,50031,0.08556,5
719,0.025391304,0.219,8.625,55000,65500,1982,0.2,1,0.002,0.840,0.200,1396.5,0.3778,11000,55000,12045.0,103888,0.31722,5
720,0.025391304,0.219,8.625,55500,75000,1960,0.24,1.06,0.002,0.740,0.226,1409.2,0.4805,13320,58830,14585.4,111123,0.35559,5
722,0.025391304,0.219,8.625,57000,68000,1979,0.14,0.462,0.032,0.838,0.303,1447.3,0.1222,7980,26334,8738.1,49742,0.10241,5
723,0.025391304,0.219,8.625,59000,68000,1982,0.2,1,0.002,0.868,0.200,1498.1,0.3778,11800,59000,12921.0,111444,0.32778,5
724,0.025391304,0.219,8.625,60000,82300,1960,0.199,1.1,0.001,0.729,0.181,1523.5,0.4135,11940,66000,13074.3,124666,0.30144,5
729,0.025391304,0.219,8.625,63500,86000,1960,0.25,1.25,0.001,0.738,0.200,1612.3,0.5903,15875,79375,17383.1,149929,0.43584,5
730,0.025391304,0.219,8.625,65000,87100,1960,0.188,1.08,0.001,0.746,0.174,1650.4,0.3835,12220,70200,13380.9,132599,0.28621,5
731,0.025391304,0.219,8.625,67750,93250,1960,0.25,1.09,0,0.727,0.229,1720.3,0.5147,16938,73848,18546.6,139489,0.37396,5
732,0.025391304,0.219,8.625,69250,92750,1960,0.29,1.14,0,0.747,0.254,1758.3,0.6245,20083,78945,21990.3,149117,0.46624,5
1188,0.025962264,0.172,6.625,66989,79900,1963,0.184,1.297,0.002,0.838,0.142,1739.2,0.2719,12326,86885,10600.3,99005,0.22800,5
1109,0.026139535,0.281,10.75,57000,67000,1983,0.091,0.88,0.015,0.851,0.103,1490.0,0.2419,5187,50160,7287.7,151521,0.20580,5
1110,0.026139535,0.281,10.75,54500,68000,1983,0.104,1,0.018,0.801,0.104,1424.6,0.3142,5668,54500,7963.5,164631,0.25179,5
922,0.028377358,0.188,6.625,58500,76500,1979,0.197,0.77,0.001,0.765,0.256,1660.1,0.1889,11525,45045,10833.0,56104,0.14448,5
927,0.028377358,0.188,6.625,61000,75500,1981,0.176,0.79,0.001,0.808,0.223,1731.0,0.1732,10736,48190,10091.8,60021,0.13992,5
604,0.028985507,0.25,8.625,52000,71000,1969,0.174,0.693,0.002,0.732,0.251,1507.2,0.2600,9048,36036,11310.0,77703,0.19043,5
605,0.028985507,0.25,8.625,54000,72000,1969,0.177,0.694,0.001,0.750,0.255,1565.2,0.2649,9558,37476,11947.5,80808,0.19865,5
607,0.028985507,0.25,8.625,58000,69000,1969,0.235,0.98,0.001,0.841,0.240,1681.2,0.4966,13630,56840,17037.5,122561,0.41742,5
609,0.028985507,0.25,8.625,59000,79500,1968,0.259,0.84,0.001,0.742,0.308,1710.1,0.4691,15281,49560,19101.3,106864,0.34815,5
613,0.028985507,0.25,8.625,61500,81000,1968,0.268,0.691,0.001,0.759,0.388,1782.6,0.3993,16482,42497,20602.5,91633,0.30318,5
1060,0.028985507,0.25,8.625,61500,73500,1990,0.056,1,0.023,0.837,0.056,1782.6,0.1208,3444,61500,4305.0,132609,0.10104,5
132,0.029411765,0.375,12.75,54500,86000,1988,0.281,0.648,0.002,0.634,0.434,1602.9,0.8706,15315,35316,28714.7,168855,0.55172,5
133,0.029411765,0.375,12.75,61500,71500,2001,0.043,1.16,0.035,0.860,0.037,1808.8,0.2385,2645,71340,4958.4,341094,0.20513,5
134,0.029411765,0.375,12.75,62500,73500,2001,0.04,1.17,0.036,0.850,0.034,1838.2,0.2238,2500,73125,4687.5,349629,0.19027,5
1030,0.032,0.344,10.75,48500,65000,1955,0.208,0.693,0.001,0.746,0.300,1552.0,0.5330,10088,33611,17351.4,124292,0.39773,5
1053,0.032115942,0.277,8.625,65000,72500,1980,0.107,0.92,0.018,0.897,0.116,2087.5,0.2352,6955,59800,9632.7,142870,0.21086,5
1055,0.032115942,0.277,8.625,62000,70000,1990,0.102,0.92,0.017,0.886,0.111,1991.2,0.2242,6324,57040,8758.7,136276,0.19857,5
49,0.035813953,0.385,10.75,69000,77000,2012,0.036,1.1,0.033,0.896,0.033,2471.2,0.1639,2484,75900,4781.7,314131,0.14687,5
50,0.035813953,0.385,10.75,72000,79500,2012,0.036,1.1,0.033,0.906,0.033,2578.6,0.1639,2592,79200,4989.6,327789,0.14843,5
1054,0.037333333,0.322,8.625,69000,75000,1980,0.059,1.07,0.02,0.920,0.055,2576.0,0.1753,4071,73830,6554.3,205044,0.16130,5
1056,0.037333333,0.322,8.625,65000,70000,1990,0.047,0.092,0.022,0.929,0.511,2426.7,0.0120,3055,5980,4918.6,16608,0.01115,5
1057,0.037333333,0.322,8.625,66000,72000,1990,0.039,1.19,0.033,0.917,0.033,2464.0,0.1289,2574,78540,4144.1,218125,0.11815,5
1058,0.037333333,0.322,8.625,68500,76000,1990,0.033,1.15,0.034,0.901,0.029,2557.3,0.1054,2261,78775,3639.4,218778,0.09500,5
1059,0.037333333,0.322,8.625,71000,76000,1990,0.051,1.24,0.028,0.934,0.041,2650.7,0.1756,3621,88040,5829.8,244509,0.16408,5
1061,0.037333333,0.322,8.625,66000,72500,1990,0.073,1.01,0.018,0.910,0.072,2464.0,0.2048,4818,66660,7757.0,185131,0.18641,5
631,0.037735849,0.25,6.625,57500,74500,1969,0.206,0.796,0.002,0.772,0.259,2169.8,0.2716,11845,45770,14806.3,75807,0.20961,5
632,0.037735849,0.25,6.625,60000,74000,1973,0.14,0.71,0.001,0.811,0.197,2264.2,0.1646,8400,42600,10500.0,70556,0.13348,5
633,0.037735849,0.25,6.625,68000,81000,1950,0.132,0.628,0.001,0.840,0.210,2566.0,0.1373,8976,42704,11220.0,70729,0.11526,5
1134,0.041441441,0.276,6.66,79700,92000,1992,0.195,0.773,0.001,0.866,0.252,3302.9,0.2771,15542,61608,21447.3,113246,0.24003,5
1046,0.041507246,0.358,8.625,69400,74400,1979,0.074,0.946,0.011,0.933,0.078,2880.6,0.2162,5136,65652,9192.7,202718,0.20163,5
945,0.041777778,0.188,4.5,58500,76500,1976,0.182,0.747,0.001,0.765,0.244,2444.0,0.1150,10647,43700,10008.2,36970,0.08795,5
1117,0.041777778,0.188,4.5,57600,73900,1965,0.223,0.574,0.001,0.779,0.389,2406.4,0.1083,12845,33062,12074.1,27971,0.08440,5
1118,0.041777778,0.188,4.5,57200,75400,1965,0.242,0.575,0.001,0.759,0.421,2389.7,0.1177,13842,32890,13011.9,27825,0.08931,5
369,0.042264151,0.28,6.625,67500,72000,2013,0.086,0.958,0.017,0.938,0.090,2852.8,0.1528,5805,64665,8127.0,119954,0.14328,5
1021,0.043417853,0.375,8.637,50100,61700,1982,0.065,0.882,0.032,0.812,0.074,2175.2,0.1857,3257,44188,6105.9,143120,0.15077,5
1023,0.043478261,0.375,8.625,74500,82600,1982,0.062,0.907,0.035,0.902,0.068,3239.1,0.1819,4619,67572,8660.6,218552,0.16405,5
1025,0.043689883,0.377,8.629,73400,86600,1982,0.061,1.007,0.038,0.848,0.061,3206.8,0.1998,4477,73914,8439.9,240451,0.16937,5
26,0.046511628,0.5,10.75,71500,75700,2012,0.056,1,0.016,0.945,0.056,3325.6,0.3010,4004,71500,10010.0,384313,0.28430,5
27,0.046511628,0.5,10.75,73000,79000,2012,0.059,0.99,0.014,0.924,0.060,3395.3,0.3140,4307,72270,10767.5,388451,0.29011,5
635,0.053111111,0.239,4.5,66500,92000,2015,0.212,1.13,0.001,0.723,0.188,3531.9,0.2576,14098,75145,16847.1,80818,0.18623,5
1168,0.061714286,0.216,3.5,73268,74913,2014,0.053,1.03,0.02,0.978,0.051,4521.7,0.0413,3883,75466,4193.9,57052,0.04036,5
150,0.0086,0.344,40,75500,90000,1978,0.197,1.12,0.037,0.839,0.176,649.3,3.0360,14874,84560,30698.9,1163546,2.54687,6
403,0.010416667,0.25,24,65000,89500,1968,0.245,1.31,0.014,0.726,0.187,677.1,1.9257,15925,85150,23887.5,510900,1.39855,6
405,0.010416667,0.25,24,67000,93500,1968,0.245,1.31,0.014,0.717,0.187,697.9,1.9257,16415,87770,24622.5,526620,1.37991,6
406,0.010416667,0.25,24,70500,92000,1963,0.247,1.29,0.018,0.766,0.191,734.4,1.9118,17414,90945,26120.3,545670,1.46501,6
407,0.010416667,0.25,24,72500,92000,1968,0.204,1.28,0.026,0.788,0.159,755.2,1.5667,14790,92800,22185.0,556800,1.23464,6
408,0.010416667,0.25,24,74000,90500,1968,0.204,1.28,0.026,0.818,0.159,770.8,1.5667,15096,94720,22644.0,568320,1.28107,6
320,0.010807692,0.281,26,66500,92500,1968,0.251,1.36,0.016,0.719,0.185,718.7,2.4940,16692,90440,28141.9,660755,1.79297,6
321,0.010807692,0.281,26,72000,101000,1968,0.244,1.34,0.015,0.713,0.182,778.2,2.3888,17568,96480,29619.6,704883,1.70289,6
332,0.011708333,0.281,24,67000,90000,1964,0.198,1.3,0.012,0.744,0.152,784.5,1.7359,13266,87100,22366.5,587402,1.29229,6
221,0.012,0.312,26,73000,90500,1969,0.22,1.09,0.025,0.807,0.202,876.0,1.9453,16060,79570,30064.3,645472,1.56910,6
31,0.012166667,0.438,36,63500,84500,1970,0.209,1.3,0.041,0.751,0.161,772.6,4.2842,13272,82550,34877.5,1301648,3.21946,6
32,0.012166667,0.438,36,63500,84500,1970,0.209,1.27,0.04,0.751,0.165,772.6,4.1853,13272,80645,34877.5,1271610,3.14517,6
421,0.0125,0.25,20,63500,82500,1975,0.224,1.18,0.027,0.770,0.190,793.8,1.3216,14224,74930,21336.0,374650,1.01723,6
423,0.0125,0.25,20,69500,82000,1968,0.22,1.1,0.014,0.848,0.200,868.8,1.2100,15290,76450,22935.0,382250,1.02555,6
737,0.0126875,0.203,16,56000,72000,1965,0.243,1.22,0.021,0.778,0.199,710.5,0.9629,13608,68320,16574.5,221903,0.74892,6
738,0.0126875,0.203,16,56000,76000,1965,0.257,1.25,0.011,0.737,0.206,710.5,1.0434,14392,70000,17529.5,227360,0.76884,6
739,0.0126875,0.203,16,56500,72000,1965,0.226,1.22,0.019,0.785,0.185,716.8,0.8955,12769,68930,15552.6,223885,0.70275,6
740,0.0126875,0.203,16,57500,75000,1965,0.243,1.22,0.021,0.767,0.199,729.5,0.9629,13973,70150,17018.5,227847,0.73822,6
741,0.0126875,0.203,16,57500,74500,1965,0.221,1.26,0.018,0.772,0.175,729.5,0.9044,12708,72450,15477.7,235318,0.69806,6
742,0.0126875,0.203,16,58000,73500,1965,0.232,1.26,0.019,0.789,0.184,735.9,0.9495,13456,73080,16389.4,237364,0.74923,6
743,0.0126875,0.203,16,58000,74000,1965,0.232,1.26,0.019,0.784,0.184,735.9,0.9495,13456,73080,16389.4,237364,0.74417,6
744,0.0126875,0.203,16,59500,76000,1965,0.218,1.3,0.023,0.783,0.168,754.9,0.9205,12971,77350,15798.7,251233,0.72064,6
745,0.0126875,0.203,16,60500,79000,1965,0.275,1.41,0.025,0.766,0.195,767.6,1.2594,16638,85305,20264.5,277071,0.96449,6
746,0.0126875,0.203,16,61500,79000,1965,0.24,1.32,0.026,0.778,0.182,780.3,1.0290,14760,81180,17977.7,263673,0.80103,6
747,0.0126875,0.203,16,62000,78500,1965,0.215,1.25,0.019,0.790,0.172,786.6,0.8729,13330,77500,16235.9,251720,0.68942,6
748,0.0126875,0.203,16,62000,78000,1965,0.228,1.24,0.021,0.795,0.184,786.6,0.9183,14136,76880,17217.6,249706,0.72991,6
749,0.0126875,0.203,16,62500,84500,1965,0.259,1.35,0.025,0.740,0.192,793.0,1.1357,16188,84375,19716.4,274050,0.83999,6
750,0.0126875,0.203,16,62500,80000,1965,0.231,1.22,0.02,0.781,0.189,793.0,0.9154,14438,76250,17584.9,247660,0.71512,6
751,0.0126875,0.203,16,62500,82500,1965,0.252,1.34,0.028,0.758,0.188,793.0,1.0968,15750,83750,19183.5,272020,0.83090,6
752,0.0126875,0.203,16,63500,88500,1965,0.262,1.33,0.024,0.718,0.197,805.7,1.1318,16637,84455,20263.9,274310,0.81208,6
753,0.0126875,0.203,16,66000,83000,1965,0.218,1.23,0.018,0.795,0.177,837.4,0.8709,14388,81180,17524.6,263673,0.69254,6
1040,0.014127925,0.283,20.03125,68000,84000,1982,0.079,1.01,0.06,0.810,0.078,960.7,0.4523,5372,68680,9121.7,389336,0.36616,6
69,0.014423077,0.375,26,69000,92700,1968,0.27,1.18,0.009,0.744,0.229,995.2,3.1064,18630,81420,41917.5,793845,2.31217,6
70,0.014423077,0.375,26,71000,98500,1968,0.27,1.18,0.009,0.721,0.229,1024.0,3.1064,19170,83780,43132.5,816855,2.23909,6
35,0.0146,0.438,30,77500,109000,1969,0.244,1.37,0.035,0.711,0.178,1131.5,4.3924,18910,106175,49695.5,1395140,3.12306,6
465,0.015625,0.25,16,70500,83000,1993,0.065,1.16,0.04,0.849,0.056,1101.6,0.3016,4583,81780,6873.8,327120,0.25618,6
466,0.015625,0.25,16,73500,88000,1977,0.055,1.05,0.063,0.835,0.052,1148.4,0.2310,4043,77175,6063.8,308700,0.19294,6
48,0.016916667,0.406,24,63300,85900,1962,0.23,1.11,0,0.737,0.207,1070.8,2.4876,14559,70263,35465.7,684643,1.83315,6
680,0.017176471,0.219,12.75,74500,86500,1987,0.06,1.12,0.054,0.861,0.054,1279.6,0.1876,4470,83440,5873.6,232985,0.16161,6
162,0.0172,0.344,20,64000,80500,1962,0.227,1.03,0.001,0.795,0.220,1100.8,1.6086,14528,65920,29985.8,453530,1.27890,6
1041,0.0172,0.344,20,64000,81500,1982,0.066,0.97,0.074,0.785,0.068,1100.8,0.4405,4224,62080,8718.3,427110,0.34588,6
829,0.017488372,0.188,10.75,57000,75000,1973,0.206,1.07,0.051,0.760,0.193,996.8,0.4455,11742,60990,13245.0,123261,0.33856,6
345,0.0175625,0.281,16,64500,87500,1975,0.247,1.13,0.02,0.737,0.219,1132.8,1.2549,15932,72885,26860.5,327691,0.92502,6
346,0.0175625,0.281,16,69000,88000,1975,0.238,1.15,0.024,0.784,0.207,1211.8,1.2306,16422,79350,27687.5,356758,0.96487,6
347,0.0175625,0.281,16,72000,96500,1975,0.247,1.37,0.027,0.746,0.180,1264.5,1.5214,17784,98640,29983.8,443485,1.13514,6
472,0.017857143,0.25,14,60500,80000,1975,0.237,1.33,0.03,0.756,0.178,1080.4,1.1032,14339,80465,21507.8,281628,0.83432,6
473,0.017857143,0.25,14,67500,82500,2002,0.051,1.07,0.04,0.818,0.048,1205.4,0.1910,3443,72225,5163.8,252788,0.15627,6
478,0.017857143,0.25,14,73000,82000,2002,0.054,1.08,0.041,0.890,0.050,1303.6,0.2041,3942,78840,5913.0,275940,0.18172,6
480,0.017857143,0.25,14,77000,86500,2002,0.054,1.08,0.041,0.890,0.050,1375.0,0.2041,4158,83160,6237.0,291060,0.18170,6
481,0.017857143,0.25,14,78000,83000,2002,0.051,1.07,0.04,0.940,0.048,1392.9,0.1910,3978,83460,5967.0,292110,0.17949,6
1005,0.018867925,0.125,6.625,62500,82500,1981,0.187,0.723,0.002,0.758,0.259,1179.2,0.1120,11688,45188,8765.6,37421,0.08482,6
1006,0.018867925,0.125,6.625,66000,82000,1983,0.188,0.744,0.001,0.805,0.253,1245.3,0.1158,12408,49104,9306.0,40664,0.09323,6
1007,0.018867925,0.125,6.625,68500,87500,1983,0.192,0.827,0.002,0.783,0.232,1292.5,0.1315,13152,56650,9864.0,46913,0.10294,6
1008,0.018867925,0.125,6.625,68500,75500,1983,0.197,0.742,0.001,0.907,0.265,1292.5,0.1211,13495,50827,10120.9,42091,0.10983,6
1009,0.018867925,0.125,6.625,69200,84200,1983,0.186,0.775,0.001,0.822,0.240,1305.7,0.1194,12871,53630,9653.4,44412,0.09811,6
1010,0.018867925,0.125,6.625,70000,77000,1983,0.195,0.745,0.001,0.909,0.262,1320.8,0.1203,13650,52150,10237.5,43187,0.10937,6
1011,0.018867925,0.125,6.625,70200,77800,1983,0.18,0.69,0.002,0.902,0.261,1324.5,0.1029,12636,48438,9477.0,40113,0.09281,6
