ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe_Vintage,C,Mn,Nb,YS_TS_Ratio,C_Mn_Ratio,WT_OD_YS,WT_OD_C_Mn,YS_C,YS_Mn,WT_OD_YS_C,WT_OD_YS_Mn,WT_OD_YS_TS_C_Mn,Pipe_Grade
807,0.014745098,0.188,12.75,58000,74000,1963,0.261,0.936,0.002,0.784,0.279,855.2,0.5856,15138,54288,14229.7,130128,0.45897,5
337,0.015611111,0.281,18,53500,75500,1950,0.29,0.71,0,0.709,0.408,835.2,1.0414,15515,37985,21798.6,192128,0.73798,5
1049,0.015615385,0.406,26,60000,81500,1998,0.073,0.87,0.022,0.736,0.084,936.9,0.6704,4380,52200,8891.4,551023,0.49355,5
77,0.015625,0.375,24,54000,79000,1952,0.265,1.01,0.001,0.684,0.262,843.8,2.4089,14310,54540,26831.3,490860,1.64656,5
78,0.015625,0.375,24,60500,80500,1959,0.29,1.15,0.003,0.752,0.252,945.3,3.0015,17545,69575,32896.9,626175,2.25579,5
79,0.015625,0.375,24,62500,87000,1952,0.289,1.2,0.001,0.718,0.241,976.6,3.1212,18063,75000,33867.2,675000,2.24224,5
80,0.015625,0.375,24,63000,85000,1959,0.23,1.16,0.002,0.741,0.198,984.4,2.4012,14490,73080,27168.8,657720,1.77971,5
81,0.015625,0.375,24,66000,93500,1952,0.272,1.15,0.001,0.706,0.237,1031.3,2.8152,17952,75900,33660.0,683100,1.98720,5
82,0.015625,0.375,24,67000,84000,1959,0.31,1.15,0.003,0.798,0.270,1046.9,3.2085,20770,77050,38943.8,693450,2.55916,5
85,0.015625,0.375,24,78200,85100,1952,0.275,1.11,0.001,0.919,0.248,1221.9,2.7473,21505,86802,40321.9,781218,2.52450,5
86,0.015625,0.375,24,81000,84700,1952,0.264,1.01,0.001,0.956,0.261,1265.6,2.3998,21384,81810,40095.0,736290,2.29493,5
88,0.015625,0.375,24,85000,89500,1952,0.27,1.14,0.001,0.950,0.237,1328.1,2.7702,22950,96900,43031.3,872100,2.63092,5
439,0.015625,0.25,16,53000,73000,1954,0.25,0.77,0.002,0.726,0.325,828.1,0.7700,13250,40810,16562.5,163240,0.55904,5
440,0.015625,0.25,16,53000,86500,1954,0.231,1.16,0.001,0.613,0.199,828.1,1.0718,12243,61480,15303.8,245920,0.65673,5
442,0.015625,0.25,16,54000,68000,1960,0.177,0.47,0.002,0.794,0.377,843.8,0.3328,9558,25380,11947.5,101520,0.26425,5
443,0.015625,0.25,16,55000,73000,1954,0.27,0.86,0.002,0.753,0.314,859.4,0.9288,14850,47300,18562.5,189200,0.69978,5
444,0.015625,0.25,16,55000,81000,1972,0.258,1.19,0.019,0.679,0.217,859.4,1.2281,14190,65450,17737.5,261800,0.83388,5
445,0.015625,0.25,16,55500,71500,1961,0.247,0.848,0.004,0.776,0.291,867.2,0.8378,13709,47064,17135.6,188256,0.65034,5
446,0.015625,0.25,16,56000,76000,1954,0.27,0.89,0.002,0.737,0.303,875.0,0.9612,15120,49840,18900.0,199360,0.70825,5
447,0.015625,0.25,16,56000,79500,1960,0.307,1.09,0.002,0.704,0.282,875.0,1.3385,17192,61040,21490.0,244160,0.94286,5
450,0.015625,0.25,16,57500,78000,1972,0.232,1.15,0.016,0.737,0.202,898.4,1.0672,13340,66125,16675.0,264500,0.78672,5
451,0.015625,0.25,16,58000,72500,1973,0.186,1.1,0.025,0.800,0.169,906.3,0.8184,10788,63800,13485.0,255200,0.65472,5
452,0.015625,0.25,16,58000,72500,1954,0.225,0.85,0.001,0.800,0.265,906.3,0.7650,13050,49300,16312.5,197200,0.61200,5
454,0.015625,0.25,16,58500,72000,1954,0.25,0.92,0.001,0.813,0.272,914.1,0.9200,14625,53820,18281.3,215280,0.74750,5
455,0.015625,0.25,16,59000,86500,1961,0.274,1.23,0.003,0.682,0.223,921.9,1.3481,16166,72570,20207.5,290280,0.91950,5
456,0.015625,0.25,16,60000,85000,1961,0.288,1.18,0.003,0.706,0.244,937.5,1.3594,17280,70800,21600.0,283200,0.95955,5
457,0.015625,0.25,16,61000,85500,1961,0.268,1.17,0.003,0.713,0.229,953.1,1.2542,16348,71370,20435.0,285480,0.89484,5
458,0.015625,0.25,16,61500,82000,1961,0.306,1.02,0.001,0.750,0.300,960.9,1.2485,18819,62730,23523.8,250920,0.93636,5
459,0.015625,0.25,16,61500,81500,1961,0.314,1.05,0.002,0.755,0.299,960.9,1.3188,19311,64575,24138.8,258300,0.99517,5
460,0.015625,0.25,16,61500,88500,1961,0.266,1.17,0.004,0.695,0.227,960.9,1.2449,16359,71955,20448.8,287820,0.86509,5
461,0.015625,0.25,16,62500,93000,1961,0.279,1.15,0.004,0.672,0.243,976.6,1.2834,17438,71875,21796.9,287500,0.86250,5
462,0.015625,0.25,16,63000,87500,1961,0.275,1.25,0.004,0.720,0.220,984.4,1.3750,17325,78750,21656.3,315000,0.99000,5
463,0.015625,0.25,16,63500,83000,1969,0.25,1.05,0.001,0.765,0.238,992.2,1.0500,15875,66675,19843.8,266700,0.80331,5
464,0.015625,0.25,16,66000,90500,1966,0.253,1.23,0.001,0.729,0.206,1031.3,1.2448,16698,81180,20872.5,324720,0.90778,5
1259,0.015625,0.25,16,64509,80594,1954,0.27,0.794,0.001,0.800,0.340,1008.0,0.8575,17417,51220,21771.8,204881,0.68638,5
1279,0.015625,0.25,16,56363,72828,1968,0.246,0.892,0.001,0.774,0.276,880.7,0.8777,13865,50276,17331.6,201103,0.67929,5
158,0.015636364,0.344,22,59500,82000,1952,0.266,1.04,0.003,0.726,0.256,930.4,2.0936,15827,61880,27222.4,468308,1.51914,5
757,0.015921569,0.203,12.75,53000,68000,1964,0.225,1.04,0.012,0.779,0.216,843.8,0.6057,11925,55120,12103.9,142664,0.47205,5
760,0.015921569,0.203,12.75,62000,78500,1969,0.251,1.03,0.017,0.790,0.244,987.1,0.6691,15562,63860,15795.4,165286,0.52849,5
761,0.015921569,0.203,12.75,65000,82500,1969,0.268,1.12,0.016,0.788,0.239,1034.9,0.7769,17420,72800,17681.3,188425,0.61209,5
762,0.015921569,0.203,12.75,65500,81000,1969,0.269,1.2,0.01,0.809,0.224,1042.9,0.8355,17620,78600,17883.8,203436,0.67561,5
763,0.015921569,0.203,12.75,70000,91500,1969,0.262,1.15,0.014,0.765,0.228,1114.5,0.7798,18340,80500,18615.1,208354,0.59660,5
1270,0.015921569,0.203,12.75,61950,81701,1972,0.2,0.972,0.036,0.758,0.206,986.3,0.5032,12390,60215,12575.9,155853,0.38152,5
338,0.016902256,0.281,16.625,55000,87500,1954,0.248,1.21,0.002,0.629,0.205,929.6,1.4019,13640,66550,19164.2,310897,0.88117,5
663,0.017176471,0.219,12.75,54500,70000,1969,0.199,1.04,0.014,0.779,0.191,936.1,0.5779,10846,56680,11875.8,158265,0.44992,5
664,0.017176471,0.219,12.75,55500,73500,1962,0.28,1.07,0,0.755,0.262,953.3,0.8366,15540,59385,17016.3,165818,0.63169,5
665,0.017176471,0.219,12.75,57000,72500,1962,0.251,0.967,0.001,0.786,0.260,979.1,0.6777,14307,55119,15666.2,153906,0.53283,5
666,0.017176471,0.219,12.75,57000,72500,1962,0.243,0.968,0.001,0.786,0.251,979.1,0.6568,13851,55176,15166.8,154065,0.51638,5
667,0.017176471,0.219,12.75,57000,72000,1962,0.243,0.968,0.001,0.792,0.251,979.1,0.6568,13851,55176,15166.8,154065,0.51997,5
668,0.017176471,0.219,12.75,57500,72500,1962,0.251,0.967,0.001,0.793,0.260,987.6,0.6777,14433,55603,15803.6,155256,0.53751,5
669,0.017176471,0.219,12.75,59000,73500,1962,0.246,0.952,0.001,0.803,0.258,1013.4,0.6539,14514,56168,15892.8,156835,0.52492,5
670,0.017176471,0.219,12.75,60500,77000,1962,0.264,0.908,0.001,0.786,0.291,1039.2,0.6693,15972,54934,17489.3,153389,0.52591,5
671,0.017176471,0.219,12.75,61500,84000,1962,0.32,1.1,0,0.732,0.291,1056.4,0.9829,19680,67650,21549.6,188896,0.71960,5
672,0.017176471,0.219,12.75,61500,81500,1962,0.18,1.17,0.001,0.755,0.154,1056.4,0.5880,11070,71955,12121.7,200916,0.44374,5
673,0.017176471,0.219,12.75,61500,73000,1962,0.243,0.968,0.001,0.842,0.251,1056.4,0.6568,14945,59532,16364.2,166228,0.55334,5
674,0.017176471,0.219,12.75,63500,80000,1962,0.25,0.942,0.001,0.794,0.265,1090.7,0.6576,15875,59817,17383.1,167024,0.52195,5
675,0.017176471,0.219,12.75,67000,93000,1962,0.32,1,0.029,0.720,0.320,1150.8,0.8935,21440,67000,23476.8,187081,0.64372,5
676,0.017176471,0.219,12.75,67000,80500,1962,0.251,0.967,0.001,0.832,0.260,1150.8,0.6777,16817,64789,18414.6,180907,0.56407,5
1098,0.017176471,0.219,12.75,65900,83300,1968,0.168,1.03,0.024,0.791,0.163,1131.9,0.4832,11071,67877,12123.0,189530,0.38224,5
1119,0.017176471,0.219,12.75,56500,75500,1961,0.222,1.03,0.001,0.748,0.216,970.5,0.6385,12543,58195,13734.6,162495,0.47780,5
1242,0.017176471,0.219,12.75,49100,78000,1962,0.286,0.89,0.001,0.629,0.321,843.4,0.7107,14043,43699,15376.6,122019,0.44740,5
1243,0.017176471,0.219,12.75,47900,76000,1962,0.291,1.01,0.001,0.630,0.288,822.8,0.8207,13939,48379,15263.1,135086,0.51724,5
159,0.0172,0.344,20,55800,81000,1952,0.25,1.1,0,0.689,0.227,959.8,1.8920,13950,61380,23994.0,422294,1.30338,5
160,0.0172,0.344,20,57000,76000,1952,0.27,1.1,0.001,0.750,0.245,980.4,2.0434,15390,62700,26470.8,431376,1.53252,5
161,0.0172,0.344,20,61000,84000,1952,0.266,1.06,0.001,0.726,0.251,1049.2,1.9399,16226,64660,27908.7,444861,1.40873,5
163,0.0172,0.344,20,69500,79000,1952,0.23,0.93,0,0.880,0.247,1195.4,1.4716,15985,64635,27494.2,444689,1.29466,5
248,0.017333333,0.312,18,55900,68650,1970,0.21,1.02,0.021,0.814,0.206,968.9,1.2029,11739,57018,18312.8,320213,0.97953,5
249,0.017333333,0.312,18,56500,67500,1970,0.2,1.1,0.021,0.837,0.182,979.3,1.2355,11300,62150,17628.0,349034,1.03418,5
250,0.017333333,0.312,18,63500,78000,1969,0.199,1.1,0.006,0.814,0.181,1100.7,1.2293,12637,69850,19712.9,392278,1.00081,5
815,0.017488372,0.188,10.75,50500,69000,1970,0.153,0.55,0.002,0.732,0.278,883.2,0.1701,7727,27775,7262.9,56133,0.12447,5
819,0.017488372,0.188,10.75,54500,69500,1970,0.192,0.76,0.025,0.784,0.253,953.1,0.2949,10464,41420,9836.2,83710,0.23126,5
820,0.017488372,0.188,10.75,54500,71000,1970,0.191,0.85,0.028,0.768,0.225,953.1,0.3281,10410,46325,9784.9,93623,0.25186,5
821,0.017488372,0.188,10.75,54500,71000,1970,0.173,0.82,0.023,0.768,0.211,953.1,0.2867,9429,44690,8862.8,90318,0.22007,5
822,0.017488372,0.188,10.75,54500,72500,1970,0.196,0.93,0.027,0.752,0.211,953.1,0.3684,10682,50685,10041.1,102434,0.27693,5
823,0.017488372,0.188,10.75,55000,75000,1970,0.185,1.04,0.031,0.733,0.178,961.9,0.3888,10175,57200,9564.5,115601,0.28515,5
824,0.017488372,0.188,10.75,55000,71500,1970,0.195,0.89,0.026,0.769,0.219,961.9,0.3507,10725,48950,10081.5,98928,0.26980,5
825,0.017488372,0.188,10.75,55000,69500,1970,0.158,0.78,0.024,0.791,0.203,961.9,0.2491,8690,42900,8168.6,86701,0.19710,5
826,0.017488372,0.188,10.75,56000,73000,1970,0.192,0.86,0.03,0.767,0.223,979.3,0.3337,10752,48160,10106.9,97331,0.25599,5
827,0.017488372,0.188,10.75,56000,71000,1970,0.157,0.78,0.024,0.789,0.201,979.3,0.2475,8792,43680,8264.5,88277,0.19520,5
828,0.017488372,0.188,10.75,56500,73500,1970,0.167,0.083,0.03,0.769,2.012,988.1,0.0280,9436,4690,8869.4,9477,0.02153,5
830,0.017488372,0.188,10.75,57500,70500,1970,0.169,0.9,0.034,0.816,0.188,1005.6,0.3074,9718,51750,9134.5,104587,0.25071,5
831,0.017488372,0.188,10.75,57800,83400,1972,0.259,1.13,0.002,0.693,0.229,1010.8,0.5915,14970,65314,14072.0,132000,0.40993,5
832,0.017488372,0.188,10.75,58000,71500,1970,0.173,0.81,0.03,0.811,0.214,1014.3,0.2832,10034,46980,9432.0,94947,0.22973,5
833,0.017488372,0.188,10.75,58000,75000,1970,0.195,1,0.029,0.773,0.195,1014.3,0.3941,11310,58000,10631.4,117218,0.30477,5
834,0.017488372,0.188,10.75,58000,82000,1973,0.253,1.33,0.001,0.707,0.190,1014.3,0.6800,14674,77140,13793.6,155900,0.48101,5
835,0.017488372,0.188,10.75,58500,83000,1972,0.24,1.18,0.004,0.705,0.203,1023.1,0.5723,14040,69030,13197.6,139510,0.40340,5
836,0.017488372,0.188,10.75,58500,73500,1970,0.167,0.82,0.03,0.796,0.204,1023.1,0.2768,9770,47970,9183.3,96947,0.22027,5
837,0.017488372,0.188,10.75,59000,74500,1970,0.185,0.94,0.025,0.792,0.197,1031.8,0.3515,10915,55460,10260.1,112085,0.27833,5
838,0.017488372,0.188,10.75,59000,74500,1970,0.185,0.94,0.025,0.792,0.197,1031.8,0.3515,10915,55460,10260.1,112085,0.27833,5
839,0.017488372,0.188,10.75,59500,70500,1970,0.182,0.81,0.03,0.844,0.225,1040.6,0.2979,10829,48195,10179.3,97402,0.25145,5
840,0.017488372,0.188,10.75,60500,73500,1970,0.162,0.85,0.029,0.823,0.191,1058.0,0.2783,9801,51425,9212.9,103930,0.22907,5
841,0.017488372,0.188,10.75,61000,82000,1970,0.167,1,0.032,0.744,0.167,1066.8,0.3375,10187,61000,9575.8,123281,0.25107,5
842,0.017488372,0.188,10.75,61000,88000,1973,0.275,1.42,0.001,0.693,0.194,1066.8,0.7892,16775,86620,15768.5,175059,0.54706,5
843,0.017488372,0.188,10.75,61500,79500,1970,0.18,0.931,0.038,0.774,0.193,1075.5,0.3387,11070,57257,10405.8,115715,0.26200,5
844,0.017488372,0.188,10.75,61500,80000,1970,0.168,1.03,0.028,0.769,0.163,1075.5,0.3497,10332,63345,9712.1,128020,0.26884,5
845,0.017488372,0.188,10.75,61500,81500,1973,0.253,1.33,0.001,0.755,0.190,1075.5,0.6800,15560,81795,14625.9,165308,0.51316,5
846,0.017488372,0.188,10.75,62000,78500,1970,0.189,1.03,0.03,0.790,0.183,1084.3,0.3934,11718,63860,11014.9,129061,0.31073,5
847,0.017488372,0.188,10.75,62000,79500,1970,0.189,0.94,0.035,0.780,0.201,1084.3,0.3591,11718,58280,11014.9,117784,0.28001,5
848,0.017488372,0.188,10.75,62500,83000,1973,0.24,1.12,0.01,0.753,0.214,1093.0,0.5432,15000,70000,14100.0,141470,0.40907,5
849,0.017488372,0.188,10.75,63000,77000,1970,0.172,0.78,0.03,0.818,0.221,1101.8,0.2711,10836,49140,10185.8,99312,0.22184,5
850,0.017488372,0.188,10.75,63000,86500,1972,0.25,1.22,0.002,0.728,0.205,1101.8,0.6164,15750,76860,14805.0,155334,0.44894,5
851,0.017488372,0.188,10.75,69500,86000,1972,0.24,1.18,0.004,0.808,0.203,1215.4,0.5723,16680,82010,15679.2,165742,0.46254,5
852,0.017488372,0.188,10.75,69500,79000,1970,0.18,0.931,0.038,0.880,0.193,1215.4,0.3387,12510,64705,11759.4,130768,0.29795,5
1026,0.017488372,0.188,10.75,56800,79200,1970,0.165,0.933,0.034,0.717,0.177,993.3,0.3111,9372,52994,8809.7,107102,0.22313,5
1027,0.017488372,0.188,10.75,62800,78300,1970,0.192,0.927,0.033,0.802,0.207,1098.3,0.3597,12058,58216,11334.1,117654,0.28850,5
361,0.0175,0.28,16,56500,72500,1954,0.249,0.856,0.002,0.779,0.291,988.8,0.9549,14069,48364,19695.9,216671,0.74415,5
341,0.0175625,0.281,16,50600,79800,1954,0.252,1.24,0.002,0.634,0.203,888.7,1.4049,12751,62744,17915.4,282097,0.89083,5
342,0.0175625,0.281,16,57000,69000,1955,0.223,0.835,0.002,0.826,0.267,1001.1,0.8372,12711,47595,17859.0,213987,0.69158,5
343,0.0175625,0.281,16,58200,71000,1955,0.23,0.9,0.002,0.820,0.256,1022.1,0.9307,13386,52380,18807.3,235500,0.76289,5
344,0.0175625,0.281,16,63500,82500,1955,0.234,0.816,0.002,0.770,0.287,1115.2,0.8585,14859,51816,20876.9,232965,0.66077,5
147,0.0179,0.358,20,54500,87000,1949,0.26,1.2,0.002,0.626,0.217,975.6,2.2339,14170,65400,25364.3,468264,1.39941,5
148,0.0179,0.358,20,57000,87500,1949,0.26,1.2,0.002,0.651,0.217,1020.3,2.2339,14820,68400,26527.8,489744,1.45524,5
958,0.018086957,0.156,8.625,51500,66500,1971,0.258,0.68,0.002,0.774,0.379,931.5,0.2361,13287,35020,10363.9,47119,0.18281,5
961,0.018086957,0.156,8.625,55500,73000,1962,0.206,1.11,0.001,0.760,0.186,1003.8,0.3077,11433,61605,8917.7,82890,0.23391,5
962,0.018086957,0.156,8.625,56000,80500,1966,0.29,1.18,0.003,0.696,0.246,1012.9,0.4604,16240,66080,12667.2,88911,0.32030,5
963,0.018086957,0.156,8.625,56000,72500,1971,0.211,0.649,0.001,0.772,0.325,1012.9,0.1843,11816,36344,9216.5,48901,0.14232,5
964,0.018086957,0.156,8.625,56500,74000,1962,0.22,1.18,0.001,0.764,0.186,1021.9,0.3493,12430,66670,9695.4,89704,0.26669,5
965,0.018086957,0.156,8.625,57000,76000,1962,0.227,1.1,0.001,0.750,0.206,1031.0,0.3360,12939,62700,10092.4,84363,0.25198,5
966,0.018086957,0.156,8.625,60000,85000,1965,0.291,1.25,0.001,0.706,0.233,1085.2,0.4894,17460,75000,13618.8,100913,0.34548,5
967,0.018086957,0.156,8.625,60500,93000,1965,0.291,1.25,0.001,0.651,0.233,1094.3,0.4894,17606,75625,13732.3,101753,0.31839,5
968,0.018086957,0.156,8.625,60500,86000,1962,0.264,1.13,0.001,0.703,0.234,1094.3,0.4014,15972,68365,12458.2,91985,0.28237,5
970,0.018086957,0.156,8.625,61500,82500,1969,0.27,1.21,0.02,0.745,0.223,1112.3,0.4396,16605,74415,12951.9,100125,0.32768,5
971,0.018086957,0.156,8.625,62000,75500,1969,0.255,1.08,0.018,0.821,0.236,1121.4,0.3706,15810,66960,12331.8,90095,0.30429,5
972,0.018086957,0.156,8.625,67000,86000,1962,0.206,1.11,0.001,0.779,0.186,1211.8,0.3077,13802,74370,10765.6,100065,0.23969,5
973,0.018086957,0.156,8.625,68500,85000,1962,0.22,1.18,0.001,0.806,0.186,1239.0,0.3493,15070,80830,11754.6,108757,0.28149,5
975,0.018086957,0.156,8.625,71500,90500,1962,0.264,1.13,0.001,0.790,0.234,1293.2,0.4014,18876,80795,14723.3,108710,0.31712,5
976,0.018086957,0.156,8.625,73000,87000,1962,0.227,1.1,0.001,0.839,0.206,1320.3,0.3360,16571,80300,12925.4,108044,0.28191,5
1191,0.01875,0.375,20,49457,74336,1970,0.199,1.12,0.001,0.665,0.178,927.3,1.6716,9842,55392,18453.6,415439,1.11214,5
1192,0.01875,0.375,20,47817,76060,1970,0.199,1.12,0.001,0.629,0.178,896.6,1.6716,9516,53555,17841.7,401663,1.05089,5
768,0.018883721,0.203,10.75,55500,77000,1967,0.19,1.03,0.002,0.721,0.184,1048.0,0.4271,10545,57165,10703.2,124748,0.30782,5
770,0.018883721,0.203,10.75,68700,82300,1967,0.16,0.88,0.024,0.835,0.182,1297.3,0.3073,10992,60456,11156.9,131930,0.25649,5
771,0.018883721,0.203,10.75,71600,88100,1967,0.19,0.91,0.025,0.813,0.209,1352.1,0.3773,13604,65156,13808.1,142187,0.30665,5
251,0.0192,0.312,16.25,55500,71500,1974,0.233,0.78,0.002,0.776,0.299,1065.6,0.9214,12932,43290,20173.1,219480,0.71523,5
279,0.01925,0.308,16,57000,66500,1967,0.132,1.14,0.018,0.857,0.116,1097.3,0.7416,7524,64980,11587.0,320221,0.63563,5
1004,0.019320755,0.128,6.625,70400,89900,1980,0.26,0.7,0.003,0.783,0.371,1360.2,0.1543,18304,49280,11714.6,41789,0.12086,5
1082,0.0195,0.312,16,57800,75400,1952,0.259,0.979,0.001,0.767,0.265,1127.1,1.2658,14970,56586,23353.5,282478,0.97032,5
1083,0.0195,0.312,16,59800,76600,1952,0.254,0.965,0.001,0.781,0.263,1166.1,1.2236,15189,57707,23695.2,288073,0.95523,5
484,0.019607843,0.25,12.75,40800,67400,2007,0.224,1.15,0.001,0.605,0.195,800.0,0.8211,9139,46920,11424.0,149558,0.49705,5
490,0.019607843,0.25,12.75,47500,77000,1963,0.306,1.3,0.001,0.617,0.235,931.4,1.2680,14535,61750,18168.8,196828,0.78220,5
494,0.019607843,0.25,12.75,48700,80000,1963,0.306,1.3,0.001,0.609,0.235,954.9,1.2680,14902,63310,18627.8,201801,0.77189,5
509,0.019607843,0.25,12.75,51500,66000,1968,0.172,1.19,0.021,0.780,0.145,1009.8,0.6524,8858,61285,11072.5,195346,0.50908,5
511,0.019607843,0.25,12.75,51900,78700,1962,0.14,0.88,0,0.659,0.159,1017.6,0.3927,7266,45672,9082.5,145580,0.25897,5
515,0.019607843,0.25,12.75,52700,79000,1962,0.14,0.88,0,0.667,0.159,1033.3,0.3927,7378,46376,9222.5,147824,0.26197,5
520,0.019607843,0.25,12.75,53500,64000,1968,0.17,0.987,0,0.836,0.172,1049.0,0.5348,9095,52805,11368.8,168314,0.44708,5
542,0.019607843,0.25,12.75,57000,79000,1961,0.267,1.17,0.001,0.722,0.228,1117.6,0.9957,15219,66690,19023.8,212574,0.71845,5
543,0.019607843,0.25,12.75,58000,74000,1954,0.234,0.96,0.002,0.784,0.244,1137.3,0.7160,13572,55680,16965.0,177480,0.56122,5
545,0.019607843,0.25,12.75,58500,77000,1961,0.256,1.15,0.001,0.760,0.223,1147.1,0.9384,14976,67275,18720.0,214439,0.71294,5
546,0.019607843,0.25,12.75,58500,81000,1961,0.255,1.17,0.001,0.722,0.218,1147.1,0.9510,14918,68445,18646.9,218168,0.68683,5
547,0.019607843,0.25,12.75,59000,77000,1954,0.267,0.86,0.001,0.766,0.310,1156.9,0.7319,15753,50740,19691.3,161734,0.56082,5
548,0.019607843,0.25,12.75,59500,84500,1961,0.256,1.16,0.001,0.704,0.221,1166.7,0.9466,15232,69020,19040.0,220001,0.66651,5
550,0.019607843,0.25,12.75,60000,76000,1958,0.267,0.917,0.002,0.789,0.291,1176.5,0.7804,16020,55020,20025.0,175376,0.61612,5
553,0.019607843,0.25,12.75,61000,84000,1961,0.27,1.19,0.002,0.726,0.227,1196.1,1.0241,16470,72590,20587.5,231381,0.74372,5
554,0.019607843,0.25,12.75,61000,84500,1961,0.271,1.08,0.001,0.722,0.251,1196.1,0.9329,16531,65880,20663.8,209993,0.67347,5
555,0.019607843,0.25,12.75,67000,81000,1961,0.253,1.25,0.001,0.827,0.202,1313.7,1.0080,16951,83750,21188.8,266953,0.83382,5
556,0.019607843,0.25,12.75,61000,84500,1961,0.266,1.19,0.001,0.722,0.224,1196.1,1.0090,16226,72590,20282.5,231381,0.72837,5
557,0.019607843,0.25,12.75,62000,84000,1961,0.205,1.37,0.001,0.738,0.150,1215.7,0.8952,12710,84940,15887.5,270746,0.66075,5
558,0.019607843,0.25,12.75,63000,85000,1961,0.271,1.14,0.002,0.741,0.238,1235.3,0.9847,17073,71820,21341.3,228926,0.72987,5
560,0.019607843,0.25,12.75,63500,90500,1961,0.275,1.15,0.002,0.702,0.239,1245.1,1.0080,17463,73025,21828.1,232767,0.70730,5
561,0.019607843,0.25,12.75,63500,87500,1961,0.269,1.15,0.002,0.726,0.234,1245.1,0.9861,17082,73025,21351.9,232767,0.71559,5
562,0.019607843,0.25,12.75,63500,89500,1961,0.278,1.21,0.001,0.709,0.230,1245.1,1.0722,17653,76835,22066.3,244912,0.76073,5
563,0.019607843,0.25,12.75,64000,88500,1961,0.301,1.38,0.002,0.723,0.218,1254.9,1.3240,19264,88320,24080.0,281520,0.95749,5
564,0.019607843,0.25,12.75,64000,88000,1961,0.249,1.14,0.001,0.727,0.218,1254.9,0.9048,15936,72960,19920.0,232560,0.65804,5
565,0.019607843,0.25,12.75,64000,90500,1961,0.286,1.25,0.001,0.707,0.229,1254.9,1.1395,18304,80000,22880.0,255000,0.80586,5
566,0.019607843,0.25,12.75,64500,89500,1961,0.304,1.21,0.002,0.721,0.251,1264.7,1.1725,19608,78045,24510.0,248768,0.84498,5
567,0.019607843,0.25,12.75,64500,89000,1961,0.27,1.13,0.002,0.725,0.239,1264.7,0.9725,17415,72885,21768.8,232321,0.70479,5
568,0.019607843,0.25,12.75,64500,84500,1961,0.282,1.15,0.001,0.763,0.245,1264.7,1.0337,18189,74175,22736.3,236433,0.78904,5
569,0.019607843,0.25,12.75,65000,79000,1973,0.201,0.737,0.028,0.823,0.273,1274.5,0.4722,13065,47905,16331.3,152697,0.38851,5
570,0.019607843,0.25,12.75,65000,84500,1961,0.249,1.11,0.001,0.769,0.224,1274.5,0.8810,16185,72150,20231.3,229978,0.67769,5
571,0.019607843,0.25,12.75,66500,95500,1961,0.278,1.15,0.002,0.696,0.242,1303.9,1.0190,18487,76475,23108.8,243764,0.70960,5
573,0.019607843,0.25,12.75,72500,91000,1971,0.204,0.729,0.03,0.797,0.280,1421.6,0.4740,14790,52853,18487.5,168467,0.37766,5
1114,0.019607843,0.25,12.75,59700,71200,1954,0.253,0.474,0.001,0.838,0.534,1170.6,0.3823,15104,28298,18880.1,90199,0.32051,5
1115,0.019607843,0.25,12.75,59000,70000,1954,0.249,0.468,0.001,0.843,0.532,1156.9,0.3714,14691,27612,18363.8,88013,0.31308,5
1116,0.019607843,0.25,12.75,56600,69200,1954,0.261,0.45,0.001,0.818,0.580,1109.8,0.3744,14773,25470,18465.8,81186,0.30621,5
1264,0.019607843,0.25,12.75,61871,80491,1966,0.264,0.718,0.001,0.769,0.368,1213.2,0.6042,16334,44423,20417.4,141600,0.46443,5
1265,0.019607843,0.25,12.75,58438,74943,1966,0.264,0.718,0.001,0.780,0.368,1145.8,0.6042,15428,41958,19284.5,133743,0.47113,5
208,0.0200625,0.321,16,64500,82000,2009,0.136,0.632,0.028,0.787,0.215,1294.0,0.4414,8772,40764,14079.1,209364,0.34724,5
349,0.020071429,0.281,14,55000,79000,1966,0.246,1.09,0.001,0.696,0.226,1103.9,1.0549,13530,59950,19009.7,235843,0.73440,5
350,0.020071429,0.281,14,59700,88100,1965,0.274,1.09,0.001,0.678,0.251,1198.3,1.1749,16358,65073,22982.7,255997,0.79618,5
351,0.020071429,0.281,14,62000,85600,1965,0.24,1.19,0.001,0.724,0.202,1244.4,1.1236,14880,73780,20906.4,290251,0.81379,5
1050,0.0203,0.406,20,60500,75500,1998,0.057,1.3,0.025,0.801,0.044,1228.2,0.6017,3449,78650,7000.5,638638,0.48215,5
692,0.020372093,0.219,10.75,59600,85600,1961,0.246,1.03,0.002,0.696,0.239,1214.2,0.5965,14662,61388,16054.5,144523,0.41533,5
693,0.020372093,0.219,10.75,59600,91500,1961,0.272,1.07,0.002,0.651,0.254,1214.2,0.6852,16211,63772,17751.3,150135,0.44630,5
694,0.020372093,0.219,10.75,60500,84000,1961,0.266,1.13,0.001,0.720,0.235,1232.5,0.7076,16093,68365,17621.8,160948,0.50967,5
695,0.020372093,0.219,10.75,61000,93500,1961,0.324,1.06,0.001,0.652,0.306,1242.7,0.8085,19764,64660,21641.6,152226,0.52750,5
696,0.020372093,0.219,10.75,61500,86000,1961,0.288,1.06,0.001,0.715,0.272,1252.9,0.7187,17712,65190,19394.6,153474,0.51396,5
