ID,Pipe OD,Pipe WT,Yield_Strength,Tensile_Strength,%C,%Mn,%S,%P,%Si,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Ti,%Nb,Pipe Vintage,Pipe Grade
349,8.625,0.188,63500,81500,0.24,0.99,0.021,0.012,0.047,0.007,0.019,0.006,0.002,0.031,0.093,0.002,0.001,1961,X52
349,8.625,0.188,63500,81500,0.271,1.13,0.023,0.016,0.048,0.001,0.027,0.009,0.004,0.047,0.149,0.002,0.003,1961,X52
349,8.625,0.188,63500,81500,0.227,0.95,0.016,0.018,0.04,0.005,0.016,0.004,0.002,0.008,0.011,0.002,0.001,1961,X52
349,8.625,0.188,63500,81500,0.234,1.29,0.024,0.016,0.051,0.001,0.041,0.011,0.004,0.052,0.145,0.002,0.002,1961,X52
656,10.75,0.25,63500,86500,0.209,1.14,0.017,0.01,0.117,0.016,0.015,0.01,0.025,0.014,0.017,0.002,0.003,1960,X52
656,10.75,0.25,63500,86500,0.209,1.14,0.017,0.01,0.117,0.016,0.015,0.01,0.025,0.014,0.017,0.002,0.003,1960,X52
656,10.75,0.25,63500,86500,0.209,1.14,0.017,0.01,0.117,0.016,0.015,0.01,0.025,0.014,0.017,0.002,0.003,1960,X52
656,10.75,0.25,63500,86500,0.209,1.14,0.017,0.01,0.117,0.016,0.015,0.01,0.025,0.014,0.017,0.002,0.003,1960,X52
917,12.75,0.25,63500,89500,0.256,1.16,0.019,0.028,0.034,0.001,0.02,0.008,0.001,0.056,0.396,0.001,0.001,1961,X52
917,12.75,0.25,63500,89500,0.271,1.08,0.032,0.037,0.041,0.001,0.088,0.013,0.002,0.079,0.404,0.001,0.001,1961,X52
917,12.75,0.25,63500,89500,0.249,1.11,0.037,0.028,0.056,0.002,0.053,0.012,0.001,0.084,0.436,0.001,0.001,1961,X52
917,12.75,0.25,63500,89500,0.256,1.15,0.02,0.026,0.035,0.002,0.02,0.009,0.001,0.056,0.39,0.001,0.001,1961,X52
917,12.75,0.25,63500,89500,0.249,1.14,0.028,0.033,0.046,0.001,0.053,0.015,0.001,0.107,0.404,0.001,0.001,1961,X52
716,16,0.281,63500,82500,0.234,0.816,0.029,0.016,0.007,0.006,0.03,0.001,0,0.019,0.037,0.001,0.002,1955,X52
882,8.625,0.219,63500,86000,0.25,1.25,0.013,0.011,0.011,0.004,0.05,0.011,0.002,0.059,0.418,0.001,0.001,1960,X52
917,12.75,0.25,63500,89500,0.255,1.17,0.017,0.026,0.034,0.001,0.021,0.008,0.001,0.054,0.386,0.001,0.001,1961,X52
919,20,0.23,63500,83500,0.248,1.16,0.017,0.011,0.036,0.004,0.052,0.009,0.044,0.028,0.022,0.001,0.001,1968,X52
919,20,0.23,63500,83500,0.252,1.17,0.014,0.009,0.011,0.009,0.038,0.027,0.04,0.141,0.016,0.001,0.001,1968,X52
919,20,0.23,63500,83500,0.236,1.22,0.021,0.019,0.019,0.004,0.074,0.01,0.002,0.041,0.03,0.001,0.029,1968,X52
919,20,0.23,63500,83500,0.268,1.12,0.017,0.014,0.015,0.006,0.059,0.012,0.04,0.033,0.028,0.001,0.001,1968,X52
917,12.75,0.25,63500,89500,0.253,1.25,0.024,0.034,0.043,0.001,0.03,0.01,0.002,0.145,0.428,0.001,0.001,1961,X52
917,12.75,0.25,63500,89500,0.266,1.19,0.024,0.03,0.034,0.002,0.021,0.008,0.001,0.052,0.385,0.001,0.001,1961,X52
917,12.75,0.25,63500,89500,0.267,1.17,0.015,0.028,0.041,0.001,0.026,0.008,0.001,0.058,0.423,0.001,0.001,1961,X52
917,12.75,0.25,63500,89500,0.278,1.21,0.029,0.027,0.053,0.002,0.058,0.012,0.002,0.079,0.402,0.001,0.001,1961,X52
917,12.75,0.25,63500,89500,0.286,1.25,0.025,0.034,0.043,0.003,0.053,0.011,0.002,0.082,0.412,0.001,0.001,1961,X52
917,12.75,0.25,63500,89500,0.205,1.37,0.037,0.011,0.026,0.002,0.032,0.008,0.002,0.061,0.22,0.001,0.001,1961,X52
917,12.75,0.25,63500,89500,0.282,1.15,0.021,0.029,0.035,0.002,0.02,0.008,0.001,0.05,0.414,0.001,0.001,1961,X52
1403,24,0.344,63500,88000,0.205,1.5,0.016,0.023,0.483,0.086,0.039,0.008,0,0.033,0.03,0.004,0.001,1972,X52
1403,24,0.344,63500,88000,0.183,1.41,0.025,0.024,0.45,0.058,0.055,0.008,0,0.035,0.038,0.004,0.001,1972,X52
1405,8.625,0.188,63500,81500,0.159,0.734,0.01,0.006,0.006,0.002,0.013,0.004,0.048,0.008,0.012,0.001,0.001,1983,X52
1405,8.625,0.188,63500,81500,0.13,0.76,0.008,0.007,0.004,0.002,0.014,0.004,0.056,0.009,0.013,0.001,0.001,1983,X52
1414,24,0.312,63500,87000,0.285,1.12,0.0215,0.016,0.161,0.0015,0.026,0.016,0,0.108,0.205,0.001,0.001,1948,X52
1414,24,0.312,63500,87000,0.246,1.01,0.0235,0.018,0.119,0.001,0.052,0.0355,0,0.02095,0.224,0.001,0.001,1948,X52
1318,20,0.25,63500,87000,0.245,1.24,0.02,0.011,0.021,0.008,0.023,0.009,0,0.043,0.034,0.001,0.019,1973,X52
1376,12.75,0.219,63500,80000,0.264,0.908,0.02,0.008,0.008,0.006,0.044,0.016,0,0.015,0.043,0.001,0.001,1962,X52
1376,12.75,0.219,63500,80000,0.246,0.952,0.02,0.008,0.008,0.005,0.041,0.008,0,0.025,0.031,0.001,0.001,1962,X52
1376,12.75,0.219,63500,80000,0.25,0.942,0.016,0.009,0.007,0.015,0.075,0.009,0,0.017,0.023,0.001,0.001,1962,X52
1414,24,0.312,63500,87000,0.244,1.205,0.0245,0.0145,0.1485,0.0015,0.026,0.011,0,0.0635,0.179,0.001,0.001,1948,X52
1414,24,0.312,63500,87000,0.239,1.005,0.023,0.0175,0.1355,0.001,0.027,0.008,0,0.0475,0.121,0.001,0.001,1948,X52
1414,24,0.312,63500,87000,0.309,1.15,0.0225,0.0182,0.145,0.001,0.032,0.011,0,0.076,0.182,0.001,0.001,1948,X52
1414,24,0.312,63500,87000,0.246,1.175,0.0185,0.0335,0.1175,0.001,0.036,0.008,0,0.043,0.1535,0.001,0.001,1948,X52
1447,16,0.25,63500,83000,0.25,1.05,0.014,0.008,0.008,0.001,0.026,0.006,0.04,0.016,0.148,0.001,0.001,1969,X52
579,12.75,0.25,64000,88500,0.271,1.14,0.016,0.025,0.033,0.001,0.02,0.011,0.002,0.05,0.37,0.002,0.002,1961,X52
579,12.75,0.25,64000,88500,0.275,1.15,0.015,0.024,0.039,0.002,0.028,0.012,0.003,0.061,0.397,0.002,0.002,1961,X52
579,12.75,0.25,64000,88500,0.269,1.15,0.024,0.031,0.039,0.001,0.038,0.015,0.003,0.105,0.507,0.002,0.002,1961,X52
579,12.75,0.25,64000,88500,0.301,1.38,0.019,0.039,0.03,0.002,0.03,0.015,0.003,0.068,0.4,0.002,0.002,1961,X52
579,12.75,0.25,64000,88500,0.27,1.19,0.023,0.03,0.048,0.001,0.028,0.013,0.003,0.076,0.402,0.002,0.002,1961,X52
579,12.75,0.25,64000,88500,0.278,1.15,0.015,0.029,0.037,0,0.028,0.013,0.002,0.062,0.407,0.002,0.002,1961,X52
579,12.75,0.25,64000,88500,0.304,1.21,0.021,0.031,0.038,0.001,0.036,0.016,0.003,0.124,0.418,0.002,0.002,1961,X52
579,12.75,0.25,64000,88500,0.27,1.13,0.027,0.031,0.05,0.001,0.035,0.014,0.002,0.078,0.432,0.002,0.002,1961,X52
259,8.625,0.188,64000,93500,0.28,1.21,0.02,0.032,0.048,0.001,0.019,0.016,0.003,0.063,0.432,0.002,0.003,1962,X52
336,20,0.219,64000,81500,0.249,1.08,0.015,0.012,0.005,0.006,0.035,0.008,0.04,0.0343,0.026,0.002,0.002,1968,X52
917,12.75,0.25,64000,88000,0.256,1.16,0.019,0.028,0.034,0.001,0.02,0.008,0.001,0.056,0.396,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.256,1.16,0.019,0.028,0.034,0.001,0.02,0.008,0.001,0.056,0.396,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.271,1.08,0.032,0.037,0.041,0.001,0.088,0.013,0.002,0.079,0.404,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.271,1.08,0.032,0.037,0.041,0.001,0.088,0.013,0.002,0.079,0.404,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.249,1.11,0.037,0.028,0.056,0.002,0.053,0.012,0.001,0.084,0.436,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.249,1.11,0.037,0.028,0.056,0.002,0.053,0.012,0.001,0.084,0.436,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.256,1.15,0.02,0.026,0.035,0.002,0.02,0.009,0.001,0.056,0.39,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.256,1.15,0.02,0.026,0.035,0.002,0.02,0.009,0.001,0.056,0.39,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.249,1.14,0.028,0.033,0.046,0.001,0.053,0.015,0.001,0.107,0.404,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.249,1.14,0.028,0.033,0.046,0.001,0.053,0.015,0.001,0.107,0.404,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.255,1.17,0.017,0.026,0.034,0.001,0.021,0.008,0.001,0.054,0.386,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.255,1.17,0.017,0.026,0.034,0.001,0.021,0.008,0.001,0.054,0.386,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.253,1.25,0.024,0.034,0.043,0.001,0.03,0.01,0.002,0.145,0.428,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.253,1.25,0.024,0.034,0.043,0.001,0.03,0.01,0.002,0.145,0.428,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.266,1.19,0.024,0.03,0.034,0.002,0.021,0.008,0.001,0.052,0.385,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.266,1.19,0.024,0.03,0.034,0.002,0.021,0.008,0.001,0.052,0.385,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.267,1.17,0.015,0.028,0.041,0.001,0.026,0.008,0.001,0.058,0.423,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.267,1.17,0.015,0.028,0.041,0.001,0.026,0.008,0.001,0.058,0.423,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.278,1.21,0.029,0.027,0.053,0.002,0.058,0.012,0.002,0.079,0.402,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.278,1.21,0.029,0.027,0.053,0.002,0.058,0.012,0.002,0.079,0.402,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.286,1.25,0.025,0.034,0.043,0.003,0.053,0.011,0.002,0.082,0.412,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.286,1.25,0.025,0.034,0.043,0.003,0.053,0.011,0.002,0.082,0.412,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.205,1.37,0.037,0.011,0.026,0.002,0.032,0.008,0.002,0.061,0.22,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.205,1.37,0.037,0.011,0.026,0.002,0.032,0.008,0.002,0.061,0.22,0.001,0.001,1961,X52
917,12.75,0.25,64000,88000,0.282,1.15,0.021,0.029,0.035,0.002,0.02,0.008,0.001,0.05,0.414,0.001,0.001,1961,X52
917,12.75,0.25,64000,90500,0.282,1.15,0.021,0.029,0.035,0.002,0.02,0.008,0.001,0.05,0.414,0.001,0.001,1961,X52
1403,24,0.344,64000,91000,0.205,1.5,0.016,0.023,0.483,0.086,0.039,0.008,0,0.033,0.03,0.004,0.001,1972,X52
1403,24,0.344,64000,91000,0.183,1.41,0.025,0.024,0.45,0.058,0.055,0.008,0,0.035,0.038,0.004,0.001,1972,X52
1422,10.75,0.219,64000,97000,0.299,1.089,0.015,0.01,0.012,0.002,0.018,0.004,0,0.009,0.015,0.001,0.001,1962,X52
1472,24,0.25,64100,85000,0.245,1.26,0.007,0.006,0.018,0.001,0.025,0.007,0,0.018,0.014,0.001,0.017,1973,X52
575,10.75,0.219,64500,96500,0.287,1.16,0.013,0.011,0.017,0.005,0.013,0.011,0.002,0.008,0.012,0.002,0.001,1961,X52
575,10.75,0.219,64500,96500,0.283,1.05,0.023,0.01,0.008,0.01,0.015,0.006,0.002,0.008,0.015,0.002,0.002,1961,X52
575,10.75,0.219,64500,96500,0.321,1.08,0.015,0.008,0.012,0.009,0.01,0.007,0.002,0.008,0.017,0.002,0.001,1961,X52
103,26,0.3125,64500,82000,0.23,1.03,0.032,0.025,0.06,0,0.13,0.04,0,0.072,0.2,0,0,1951,X52
490,24,0.281,64500,88000,0.264,0.976,0.025,0.012,0.075,0.004,0.02,0.006,0.003,0.069,0.125,0.002,0.003,1952,X52
103,26,0.3125,64500,82000,0.24,0.94,0.02,0.026,0.052,0.002,0.017,0.017,0.001,0.041,0.12,0,0.002,1951,X52
103,26,0.3125,64500,82000,0.25,1.09,0.031,0.023,0.078,0,0.023,0.016,0,0.058,0.18,0,0.001,1951,X52
575,10.75,0.219,64500,96500,0.324,1.06,0.012,0.008,0.014,0.005,0.015,0.007,0.003,0.008,0.015,0.002,0.001,1961,X52
579,12.75,0.25,64500,89500,0.271,1.14,0.016,0.025,0.033,0.001,0.02,0.011,0.002,0.05,0.37,0.002,0.002,1961,X52
579,12.75,0.25,64500,89000,0.271,1.14,0.016,0.025,0.033,0.001,0.02,0.011,0.002,0.05,0.37,0.002,0.002,1961,X52
579,12.75,0.25,64500,89500,0.275,1.15,0.015,0.024,0.039,0.002,0.028,0.012,0.003,0.061,0.397,0.002,0.002,1961,X52
579,12.75,0.25,64500,89000,0.275,1.15,0.015,0.024,0.039,0.002,0.028,0.012,0.003,0.061,0.397,0.002,0.002,1961,X52
579,12.75,0.25,64500,89500,0.269,1.15,0.024,0.031,0.039,0.001,0.038,0.015,0.003,0.105,0.507,0.002,0.002,1961,X52
579,12.75,0.25,64500,89000,0.269,1.15,0.024,0.031,0.039,0.001,0.038,0.015,0.003,0.105,0.507,0.002,0.002,1961,X52
579,12.75,0.25,64500,89500,0.301,1.38,0.019,0.039,0.03,0.002,0.03,0.015,0.003,0.068,0.4,0.002,0.002,1961,X52
579,12.75,0.25,64500,89000,0.301,1.38,0.019,0.039,0.03,0.002,0.03,0.015,0.003,0.068,0.4,0.002,0.002,1961,X52
579,12.75,0.25,64500,89500,0.27,1.19,0.023,0.03,0.048,0.001,0.028,0.013,0.003,0.076,0.402,0.002,0.002,1961,X52
579,12.75,0.25,64500,89000,0.27,1.19,0.023,0.03,0.048,0.001,0.028,0.013,0.003,0.076,0.402,0.002,0.002,1961,X52
579,12.75,0.25,64500,89500,0.278,1.15,0.015,0.029,0.037,0,0.028,0.013,0.002,0.062,0.407,0.002,0.002,1961,X52
579,12.75,0.25,64500,89000,0.278,1.15,0.015,0.029,0.037,0,0.028,0.013,0.002,0.062,0.407,0.002,0.002,1961,X52
579,12.75,0.25,64500,89500,0.304,1.21,0.021,0.031,0.038,0.001,0.036,0.016,0.003,0.124,0.418,0.002,0.002,1961,X52
579,12.75,0.25,64500,89000,0.304,1.21,0.021,0.031,0.038,0.001,0.036,0.016,0.003,0.124,0.418,0.002,0.002,1961,X52
579,12.75,0.25,64500,89500,0.27,1.13,0.027,0.031,0.05,0.001,0.035,0.014,0.002,0.078,0.432,0.002,0.002,1961,X52
579,12.75,0.25,64500,89000,0.27,1.13,0.027,0.031,0.05,0.001,0.035,0.014,0.002,0.078,0.432,0.002,0.002,1961,X52
490,24,0.281,64500,88000,0.261,0.948,0.027,0.017,0.064,0.004,0.019,0.008,0.003,0.072,0.149,0.002,0.003,1952,X52
917,12.75,0.25,64500,84500,0.256,1.16,0.019,0.028,0.034,0.001,0.02,0.008,0.001,0.056,0.396,0.001,0.001,1961,X52
917,12.75,0.25,64500,84500,0.271,1.08,0.032,0.037,0.041,0.001,0.088,0.013,0.002,0.079,0.404,0.001,0.001,1961,X52
917,12.75,0.25,64500,84500,0.249,1.11,0.037,0.028,0.056,0.002,0.053,0.012,0.001,0.084,0.436,0.001,0.001,1961,X52
917,12.75,0.25,64500,84500,0.256,1.15,0.02,0.026,0.035,0.002,0.02,0.009,0.001,0.056,0.39,0.001,0.001,1961,X52
917,12.75,0.25,64500,84500,0.249,1.14,0.028,0.033,0.046,0.001,0.053,0.015,0.001,0.107,0.404,0.001,0.001,1961,X52
917,12.75,0.25,64500,84500,0.255,1.17,0.017,0.026,0.034,0.001,0.021,0.008,0.001,0.054,0.386,0.001,0.001,1961,X52
1054,16,0.321,64500,82000,0.136,0.632,0.004,0.016,0.227,0.021,0.024,0.004,0.001,0.012,0.008,0.017,0.028,2009,X52
917,12.75,0.25,64500,84500,0.253,1.25,0.024,0.034,0.043,0.001,0.03,0.01,0.002,0.145,0.428,0.001,0.001,1961,X52
917,12.75,0.25,64500,84500,0.266,1.19,0.024,0.03,0.034,0.002,0.021,0.008,0.001,0.052,0.385,0.001,0.001,1961,X52
917,12.75,0.25,64500,84500,0.267,1.17,0.015,0.028,0.041,0.001,0.026,0.008,0.001,0.058,0.423,0.001,0.001,1961,X52
917,12.75,0.25,64500,84500,0.278,1.21,0.029,0.027,0.053,0.002,0.058,0.012,0.002,0.079,0.402,0.001,0.001,1961,X52
917,12.75,0.25,64500,84500,0.286,1.25,0.025,0.034,0.043,0.003,0.053,0.011,0.002,0.082,0.412,0.001,0.001,1961,X52
917,12.75,0.25,64500,84500,0.205,1.37,0.037,0.011,0.026,0.002,0.032,0.008,0.002,0.061,0.22,0.001,0.001,1961,X52
917,12.75,0.25,64500,84500,0.282,1.15,0.021,0.029,0.035,0.002,0.02,0.008,0.001,0.05,0.414,0.001,0.001,1961,X52
1441,8.625,0.188,64500,81000,0.229,0.83,0.018,0.011,0.017,0.004,0.041,0.003,0,0.009,0.011,0.001,0.001,1968,X52
1441,8.625,0.188,64500,81000,0.188,0.61,0.009,0.008,0.007,0.007,0.014,0.003,0,0.015,0.036,0.001,0.001,1968,X52
116,24,0.25,64700,82200,0.25,0.75,0.028,0.018,0.24,0.003,0.1,0.044,0.001,0.15,0.21,0.002,0,1952,X52
128,24,0.25,65000,85000,0.27,0.82,0.017,0.049,0.047,0,0.057,0.01,0.001,0.098,0.17,0.001,0,1948,X52
173,22,0.25,65000,91000,0.28,1.01,0.04,0.025,0.11,0.002,0.039,0.011,0.004,0.072,0.29,0.002,0.004,1949,X52
173,22,0.25,65000,91000,0.27,1.06,0.023,0.03,0.15,0.003,0.038,0.01,0.004,0.069,0.26,0.002,0.004,1949,X52
333,12.75,0.25,65000,79000,0.201,0.737,0.014,0.008,0.014,0.008,0.023,0.006,0.001,0.036,0.054,0.002,0.028,1973,X52
917,12.75,0.25,65000,84500,0.256,1.16,0.019,0.028,0.034,0.001,0.02,0.008,0.001,0.056,0.396,0.001,0.001,1961,X52
917,12.75,0.25,65000,84500,0.271,1.08,0.032,0.037,0.041,0.001,0.088,0.013,0.002,0.079,0.404,0.001,0.001,1961,X52
917,12.75,0.25,65000,84500,0.249,1.11,0.037,0.028,0.056,0.002,0.053,0.012,0.001,0.084,0.436,0.001,0.001,1961,X52
917,12.75,0.25,65000,84500,0.256,1.15,0.02,0.026,0.035,0.002,0.02,0.009,0.001,0.056,0.39,0.001,0.001,1961,X52
917,12.75,0.25,65000,84500,0.249,1.14,0.028,0.033,0.046,0.001,0.053,0.015,0.001,0.107,0.404,0.001,0.001,1961,X52
898,10.75,0.219,65000,94500,0.271,1.14,0.022,0.009,0.012,0.002,0.012,0.002,0.001,0.009,0.008,0.001,0.001,1961,X52
898,10.75,0.219,65000,91500,0.271,1.14,0.022,0.009,0.012,0.002,0.012,0.002,0.001,0.009,0.008,0.001,0.001,1961,X52
917,12.75,0.25,65000,84500,0.255,1.17,0.017,0.026,0.034,0.001,0.021,0.008,0.001,0.054,0.386,0.001,0.001,1961,X52
898,10.75,0.219,65000,94500,0.285,1.18,0.014,0.007,0.012,0.004,0.012,0.004,0.001,0.008,0.011,0.001,0.001,1961,X52
898,10.75,0.219,65000,91500,0.285,1.18,0.014,0.007,0.012,0.004,0.012,0.004,0.001,0.008,0.011,0.001,0.001,1961,X52
898,10.75,0.219,65000,94500,0.286,1.18,0.015,0.007,0.012,0.003,0.012,0.003,0.001,0.009,0.011,0.001,0.001,1961,X52
898,10.75,0.219,65000,91500,0.286,1.18,0.015,0.007,0.012,0.003,0.012,0.003,0.001,0.009,0.011,0.001,0.001,1961,X52
898,10.75,0.219,65000,94500,0.279,1.1,0.024,0.008,0.01,0.003,0.01,0.002,0.001,0.01,0.008,0.001,0.001,1961,X52
898,10.75,0.219,65000,91500,0.279,1.1,0.024,0.008,0.01,0.003,0.01,0.002,0.001,0.01,0.008,0.001,0.001,1961,X52
898,10.75,0.219,65000,94500,0.266,1.13,0.015,0.007,0.001,0.003,0.009,0.002,0.001,0.008,0.01,0.001,0.001,1961,X52
898,10.75,0.219,65000,91500,0.266,1.13,0.015,0.007,0.001,0.003,0.009,0.002,0.001,0.008,0.01,0.001,0.001,1961,X52
898,10.75,0.219,65000,94500,0.25,1.14,0.014,0.009,0.011,0.002,0.011,0.002,0.001,0.008,0.01,0.001,0.001,1961,X52
898,10.75,0.219,65000,91500,0.25,1.14,0.014,0.009,0.011,0.002,0.011,0.002,0.001,0.008,0.01,0.001,0.001,1961,X52
1155,12.75,0.203,65000,82500,0.268,1.12,0.016,0.012,0.026,0.004,0.045,0.011,0,0.025,0.013,0.002,0.016,1969,X52
917,12.75,0.25,65000,84500,0.253,1.25,0.024,0.034,0.043,0.001,0.03,0.01,0.002,0.145,0.428,0.001,0.001,1961,X52
917,12.75,0.25,65000,84500,0.266,1.19,0.024,0.03,0.034,0.002,0.021,0.008,0.001,0.052,0.385,0.001,0.001,1961,X52
917,12.75,0.25,65000,84500,0.267,1.17,0.015,0.028,0.041,0.001,0.026,0.008,0.001,0.058,0.423,0.001,0.001,1961,X52
917,12.75,0.25,65000,84500,0.278,1.21,0.029,0.027,0.053,0.002,0.058,0.012,0.002,0.079,0.402,0.001,0.001,1961,X52
917,12.75,0.25,65000,84500,0.286,1.25,0.025,0.034,0.043,0.003,0.053,0.011,0.002,0.082,0.412,0.001,0.001,1961,X52
917,12.75,0.25,65000,84500,0.205,1.37,0.037,0.011,0.026,0.002,0.032,0.008,0.002,0.061,0.22,0.001,0.001,1961,X52
917,12.75,0.25,65000,84500,0.282,1.15,0.021,0.029,0.035,0.002,0.02,0.008,0.001,0.05,0.414,0.001,0.001,1961,X52
898,10.75,0.219,65000,94500,0.284,1.11,0.018,0.009,0.01,0.002,0.011,0.003,0.001,0.008,0.01,0.001,0.001,1961,X52
898,10.75,0.219,65000,91500,0.284,1.11,0.018,0.009,0.01,0.002,0.011,0.003,0.001,0.008,0.01,0.001,0.001,1961,X52
1452,8.625,0.219,65000,87100,0.199,1.1,0.023,0.011,0.124,0.017,0.023,0.011,0.015,0.024,0.029,0.001,0.001,1960,X52
1452,8.625,0.219,65000,87100,0.188,1.08,0.015,0.01,0.124,0.013,0.018,0.01,0.014,0.022,0.023,0.001,0.001,1960,X52
575,10.75,0.219,65500,95000,0.287,1.16,0.013,0.011,0.017,0.005,0.013,0.011,0.002,0.008,0.012,0.002,0.001,1961,X52
575,10.75,0.219,65500,95000,0.283,1.05,0.023,0.01,0.008,0.01,0.015,0.006,0.002,0.008,0.015,0.002,0.002,1961,X52
575,10.75,0.219,65500,95000,0.321,1.08,0.015,0.008,0.012,0.009,0.01,0.007,0.002,0.008,0.017,0.002,0.001,1961,X52
575,10.75,0.219,65500,95000,0.324,1.06,0.012,0.008,0.014,0.005,0.015,0.007,0.003,0.008,0.015,0.002,0.001,1961,X52
883,12.75,0.203,65500,81000,0.251,1.03,0.012,0.012,0.024,0.002,0.042,0.006,0,0.015,0.009,0.001,0.017,1969,X52
883,12.75,0.203,65500,81000,0.269,1.2,0.023,0.011,0.021,0.003,0.028,0.007,0.001,0.011,0.006,0.001,0.01,1969,X52
638,10.75,0.219,65900,99400,0.246,1.03,0.027,0.007,0.01,0.004,0.01,0.004,0.002,0.008,0.013,0.002,0.002,1961,X52
638,10.75,0.219,65900,99400,0.272,1.07,0.017,0.007,0.013,0.004,0.009,0.005,0.002,0.01,0.024,0.002,0.002,1961,X52
638,10.75,0.219,65900,99400,0.281,1.07,0.014,0.009,0.009,0.006,0.015,0.019,0.002,0.011,0.02,0.002,0.002,1961,X52
638,10.75,0.219,65900,99400,0.288,1.06,0.021,0.009,0.011,0.003,0.015,0.006,0.002,0.008,0.017,0.002,0.001,1961,X52
638,10.75,0.219,65900,99400,0.299,1.16,0.016,0.008,0.01,0.009,0.012,0.006,0.002,0.008,0.014,0.002,0.002,1961,X52
638,10.75,0.219,65900,99400,0.311,1.18,0.017,0.008,0.01,0.003,0.013,0.01,0.003,0.009,0.021,0.002,0.002,1961,X52
117,24,0.25,66000,78700,0.27,0.9,0.024,0.018,0.048,0.001,0.018,0.01,0,0.062,0.2,0.001,0,1948,X52
898,10.75,0.219,66000,91500,0.271,1.14,0.022,0.009,0.012,0.002,0.012,0.002,0.001,0.009,0.008,0.001,0.001,1961,X52
898,10.75,0.219,66000,91500,0.285,1.18,0.014,0.007,0.012,0.004,0.012,0.004,0.001,0.008,0.011,0.001,0.001,1961,X52
898,10.75,0.219,66000,91500,0.286,1.18,0.015,0.007,0.012,0.003,0.012,0.003,0.001,0.009,0.011,0.001,0.001,1961,X52
898,10.75,0.219,66000,91500,0.279,1.1,0.024,0.008,0.01,0.003,0.01,0.002,0.001,0.01,0.008,0.001,0.001,1961,X52
898,10.75,0.219,66000,91500,0.266,1.13,0.015,0.007,0.001,0.003,0.009,0.002,0.001,0.008,0.01,0.001,0.001,1961,X52
898,10.75,0.219,66000,91500,0.25,1.14,0.014,0.009,0.011,0.002,0.011,0.002,0.001,0.008,0.01,0.001,0.001,1961,X52
1230,24,0.375,66000,93500,0.272,1.15,0.019,0.009,0.054,0.003,0.04,0.018,0,0.119,0.188,0.001,0.001,1952,X52
1230,24,0.375,66000,93500,0.265,1.01,0.019,0.013,0.04,0.002,0.068,0.018,0,0.079,0.186,0.001,0.001,1952,X52
1230,24,0.375,66000,93500,0.275,1.11,0.02,0.012,0.047,0.003,0.059,0.026,0,0.08,0.194,0.001,0.001,1952,X52
1230,24,0.375,66000,93500,0.27,1.14,0.017,0.01,0.054,0.004,0.04,0.018,0,0.119,0.189,0.001,0.001,1952,X52
1230,24,0.375,66000,93500,0.289,1.2,0.02,0.011,0.048,0.002,0.04,0.02,0,0.079,0.217,0.001,0.001,1952,X52
1230,24,0.375,66000,93500,0.264,1.01,0.018,0.013,0.042,0.0003,0.068,0.018,0,0.079,0.186,0.001,0.001,1952,X52
898,10.75,0.219,66000,91500,0.284,1.11,0.018,0.009,0.01,0.002,0.011,0.003,0.001,0.008,0.01,0.001,0.001,1961,X52
1384,16,0.25,66000,90500,0.253,1.23,0.011,0.028,0.022,0.004,0.029,0.007,0,0.025,0.432,0.002,0.001,1966,X52
638,10.75,0.219,66200,96300,0.246,1.03,0.027,0.007,0.01,0.004,0.01,0.004,0.002,0.008,0.013,0.002,0.002,1961,X52
638,10.75,0.219,66200,96300,0.272,1.07,0.017,0.007,0.013,0.004,0.009,0.005,0.002,0.01,0.024,0.002,0.002,1961,X52
638,10.75,0.219,66200,96300,0.281,1.07,0.014,0.009,0.009,0.006,0.015,0.019,0.002,0.011,0.02,0.002,0.002,1961,X52
638,10.75,0.219,66200,96300,0.288,1.06,0.021,0.009,0.011,0.003,0.015,0.006,0.002,0.008,0.017,0.002,0.001,1961,X52
