ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe_Vintage,C,Mn,Nb,YS/TS,C/Mn,WT/OD*YS,WT*OD*C*Mn,YS*C,YS*Mn,WT*YS*C,WT*OD*YS*Mn,WT*OD*YS*TS*C*Mn,Pipe_Grade
376,0.032115942,0.277,8.625,31800,53500,1929,0.143,0.449,0.001,0.59,0.318,1021.3,0.1534,4547,14278,1259.6,34112,0.09118,2
377,0.032115942,0.277,8.625,33500,55000,1929,0.144,0.447,0.001,0.61,0.322,1075.9,0.1538,4824,14975,1336.2,35776,0.09367,2
378,0.032115942,0.277,8.625,34400,56000,1929,0.141,0.448,0.001,0.61,0.315,1104.8,0.1509,4850,15411,1343.6,36819,0.09271,2
379,0.032115942,0.277,8.625,39900,63000,1950,0.145,0.946,0,0.63,0.153,1281.4,0.3277,5786,37745,1602.6,90178,0.20755,2
380,0.032115942,0.277,8.625,43500,66500,1951,0.255,0.65,0.001,0.65,0.392,1397.0,0.3960,11093,28275,3072.6,67553,0.25904,2
382,0.032115942,0.277,8.625,47100,55000,1933,0.123,0.459,0.001,0.86,0.268,1512.7,0.1349,5793,21619,1604.7,51650,0.11551,2
383,0.032115942,0.277,8.625,48300,76500,1952,0.178,1.16,0.001,0.63,0.153,1551.2,0.4933,8597,56028,2381.5,133858,0.31146,2
384,0.032115942,0.277,8.625,49100,71500,1952,0.181,0.471,0.001,0.69,0.384,1576.9,0.2037,8887,23126,2461.7,55251,0.13987,2
385,0.032115942,0.277,8.625,53000,77500,1952,0.16,1.16,0.001,0.68,0.138,1702.1,0.4434,8480,61480,2349.0,146883,0.30324,2
1044,0.032115942,0.277,8.625,57900,78000,1950,0.122,0.412,0.001,0.74,0.296,1859.5,0.1201,7064,23855,1956.7,56992,0.08914,2
1045,0.032115942,0.277,8.625,60700,82300,1950,0.185,0.465,0.001,0.74,0.398,1949.4,0.2055,11230,28226,3110.6,67434,0.15158,2
1271,0.032115942,0.277,8.625,50164,77529,1945,0.153,0.427,0.001,0.65,0.358,1611.1,0.1561,7675,21420,2126.0,51175,0.10099,2
356,0.03257971,0.281,8.625,39700,64500,1930,0.078,0.406,0.001,0.62,0.192,1293.4,0.0768,3097,16118,870.1,39064,0.04724,2
357,0.03257971,0.281,8.625,46500,66000,1930,0.064,0.386,0.001,0.70,0.166,1515.0,0.0599,2976,17949,836.3,43502,0.04218,2
358,0.03257971,0.281,8.625,49700,66500,1930,0.243,0.816,0.001,0.75,0.298,1619.2,0.4806,12077,40555,3393.7,98291,0.35917,2
359,0.03257971,0.281,8.625,50500,79000,1930,0.084,0.391,0.001,0.64,0.215,1645.3,0.0796,4242,19746,1192.0,47856,0.05088,2
1169,0.033056604,0.219,6.625,58595,67924,1977,0.203,0.963,0.001,0.86,0.211,1937.0,0.2836,11895,56427,2605.0,81869,0.24468,2
142,0.033953488,0.365,10.75,34900,53000,1930,0.08,0.413,0.003,0.66,0.194,1185.0,0.1296,2792,14414,1019.1,56556,0.08537,2
145,0.033953488,0.365,10.75,40000,66000,1968,0.21,0.751,0.001,0.61,0.280,1358.1,0.6188,8400,30040,3066.0,117869,0.37504,2
1266,0.034352941,0.438,12.75,40453,68055,1949,0.223,0.54,0.001,0.59,0.413,1389.7,0.6725,9021,21845,3951.2,121991,0.39974,2
271,0.036173913,0.312,8.625,36800,65500,1946,0.212,0.434,0.001,0.56,0.488,1331.2,0.2476,7802,15971,2434.1,42978,0.13911,2
272,0.036173913,0.312,8.625,45700,67500,1946,0.252,0.428,0.001,0.68,0.589,1653.1,0.2902,11516,19560,3593.1,52635,0.19650,2
183,0.037333333,0.322,8.625,33200,57500,1964,0.126,0.521,0.001,0.58,0.242,1239.5,0.1823,4183,17297,1347.0,48039,0.10527,2
184,0.037333333,0.322,8.625,33600,45200,1905,0.032,0.109,0,0.74,0.294,1254.4,0.0097,1075,3662,346.2,10171,0.00720,2
187,0.037333333,0.322,8.625,37500,54000,1905,0.119,0.448,0.001,0.69,0.266,1400.0,0.1481,4463,16800,1436.9,46658,0.10282,2
188,0.037333333,0.322,8.625,38100,49500,1948,0.082,0.453,0.001,0.77,0.181,1422.4,0.1032,3124,17259,1006.0,47933,0.07940,2
191,0.037333333,0.322,8.625,38400,63500,1946,0.216,0.435,0.001,0.60,0.497,1433.6,0.2610,8294,16704,2670.8,46391,0.15780,2
192,0.037333333,0.322,8.625,38600,64500,1955,0.295,0.442,0.001,0.60,0.667,1441.1,0.3621,11387,17061,3666.6,47383,0.21671,2
193,0.037333333,0.322,8.625,38600,64500,1955,0.295,0.442,0.001,0.60,0.667,1441.1,0.3621,11387,17061,3666.6,47383,0.21671,2
194,0.037333333,0.322,8.625,40000,64000,1964,0.164,0.559,0.001,0.63,0.293,1493.3,0.2546,6560,22360,2112.3,62099,0.15913,2
195,0.037333333,0.322,8.625,40400,55000,1905,0.089,0.4,0.001,0.73,0.223,1508.3,0.0989,3596,16160,1157.8,44880,0.07262,2
196,0.037333333,0.322,8.625,42400,64500,1939,0.203,0.588,0.001,0.66,0.345,1582.9,0.3315,8607,24931,2771.5,69240,0.21792,2
198,0.037333333,0.322,8.625,50600,65000,1957,0.182,0.636,0.001,0.78,0.286,1889.1,0.3215,9209,32182,2965.4,89376,0.25025,2
199,0.037333333,0.322,8.625,51000,63000,1957,0.215,0.639,0.001,0.81,0.336,1904.0,0.3816,10965,32589,3530.7,90508,0.30888,2
200,0.037333333,0.322,8.625,52500,66200,1957,0.213,0.636,0.001,0.79,0.335,1960.0,0.3762,11183,33390,3600.8,92732,0.29837,2
201,0.037333333,0.322,8.625,53500,71000,1970,0.246,0.745,0.001,0.75,0.330,1997.3,0.5090,13161,39858,4237.8,110694,0.38353,2
1258,0.037333333,0.322,8.625,44879,74652,1940,0.239,0.529,0.001,0.60,0.452,1675.5,0.3511,10726,23741,3453.8,65935,0.21109,2
135,0.0375,0.375,10,47700,70000,1948,0.228,0.542,0.001,0.68,0.421,1788.8,0.4634,10876,25853,4078.4,96950,0.31578,2
616,0.037735849,0.25,6.625,44800,65500,1956,0.19,0.49,0.001,0.68,0.388,1690.6,0.1542,8512,21952,2128.0,36358,0.10547,2
617,0.037735849,0.25,6.625,46400,68000,1956,0.19,0.49,0.001,0.68,0.388,1750.9,0.1542,8816,22736,2204.0,37657,0.10522,2
618,0.037735849,0.25,6.625,47700,72500,1970,0.046,0.825,0.017,0.66,0.056,1800.0,0.0629,2194,39353,548.6,65178,0.04135,2
619,0.037735849,0.25,6.625,47900,74500,1955,0.231,0.49,0.001,0.64,0.471,1807.5,0.1875,11065,23471,2766.2,38874,0.12054,2
620,0.037735849,0.25,6.625,48900,74000,1941,0.246,0.353,0.001,0.66,0.697,1845.3,0.1438,12029,17262,3007.4,28590,0.09504,2
621,0.037735849,0.25,6.625,49300,73500,1955,0.192,0.451,0.001,0.67,0.426,1860.4,0.1434,9466,22234,2366.4,36826,0.09620,2
624,0.037735849,0.25,6.625,52000,74000,1955,0.248,0.388,0.001,0.70,0.639,1962.3,0.1594,12896,20176,3224.0,33417,0.11199,2
625,0.037735849,0.25,6.625,53000,77000,1955,0.235,0.451,0.001,0.69,0.521,2000.0,0.1755,12455,23903,3113.8,39589,0.12082,2
627,0.037735849,0.25,6.625,54500,76000,1955,0.23,0.475,0.001,0.72,0.484,2056.6,0.1809,12535,25888,3133.8,42876,0.12976,2
628,0.037735849,0.25,6.625,54500,62500,1955,0.173,0.814,0.001,0.87,0.213,2056.6,0.2332,9429,44363,2357.1,73476,0.20338,2
629,0.037735849,0.25,6.625,56000,77500,1955,0.232,0.518,0.001,0.72,0.448,2113.2,0.1990,12992,29008,3248.0,48045,0.14382,2
630,0.037735849,0.25,6.625,56500,66500,1969,0.196,0.722,0.001,0.85,0.271,2132.1,0.2344,11074,40793,2768.5,67563,0.19913,2
22,0.039215686,0.5,12.75,44100,72500,1991,0.216,0.653,0.001,0.61,0.331,1729.4,0.8992,9526,28797,4762.8,183583,0.54695,2
23,0.039215686,0.5,12.75,44700,72500,1991,0.202,0.655,0.001,0.62,0.308,1752.9,0.8435,9029,29279,4514.7,186650,0.52005,2
24,0.039215686,0.5,12.75,45600,73000,1991,0.216,0.655,0.002,0.62,0.330,1788.2,0.9019,9850,29868,4924.8,190409,0.56340,2
937,0.041777778,0.188,4.5,45800,69500,1975,0.16,0.494,0.001,0.66,0.324,1913.4,0.0669,7328,22625,1377.7,19141,0.04407,2
938,0.041777778,0.188,4.5,45800,69500,1970,0.169,0.571,0.001,0.66,0.296,1913.4,0.0816,7740,26152,1455.2,22124,0.05380,2
939,0.041777778,0.188,4.5,46300,71000,1970,0.186,0.561,0.002,0.65,0.332,1934.3,0.0883,8612,25974,1619.0,21974,0.05757,2
940,0.041777778,0.188,4.5,47100,66500,1989,0.205,0.547,0.001,0.71,0.375,1967.7,0.0949,9656,25764,1815.2,21796,0.06719,2
941,0.041777778,0.188,4.5,47700,72500,1970,0.186,0.54,0.002,0.66,0.344,1992.8,0.0850,8872,25758,1668.0,21791,0.05591,2
943,0.041777778,0.188,4.5,57500,69000,1965,0.137,0.63,0.001,0.83,0.217,2402.2,0.0730,7878,36225,1481.0,30646,0.06085,2
944,0.041777778,0.188,4.5,58000,68500,1969,0.183,0.46,0.001,0.85,0.398,2423.1,0.0712,10614,26680,1995.4,22571,0.06030,2
946,0.041777778,0.188,4.5,59500,71500,1972,0.215,0.786,0.002,0.83,0.274,2485.8,0.1430,12793,46767,2405.0,39565,0.11897,2
947,0.041777778,0.188,4.5,60500,72500,1962,0.279,0.709,0.001,0.83,0.394,2527.6,0.1673,16880,42895,3173.3,36289,0.13965,2
948,0.041777778,0.188,4.5,61000,71000,1965,0.274,0.68,0.001,0.86,0.403,2548.4,0.1576,16714,41480,3142.2,35092,0.13543,2
1284,0.041777778,0.188,4.5,65333,76582,1956,0.184,0.544,0.001,0.85,0.338,2729.5,0.0847,12021,35541,2260.0,30068,0.07224,2
364,0.042264151,0.28,6.625,42700,59000,1977,0.221,0.898,0.001,0.72,0.246,1804.7,0.3681,9437,38345,2642.3,71129,0.26643,2
365,0.042264151,0.28,6.625,47600,63000,1932,0.119,0.468,0.001,0.76,0.254,2011.8,0.1033,5664,22277,1586.0,41323,0.07806,2
366,0.042264151,0.28,6.625,53000,66000,1952,0.267,0.689,0.001,0.80,0.388,2240.0,0.3413,14151,36517,3962.3,67739,0.27404,2
367,0.042264151,0.28,6.625,54500,65500,1985,0.159,0.855,0.001,0.83,0.186,2303.4,0.2522,8666,46598,2426.3,86438,0.20983,2
1034,0.042264151,0.28,6.625,39400,61000,1970,0.197,0.665,0.001,0.65,0.296,1665.2,0.2430,7762,26201,2173.3,48603,0.15696,2
302,0.043169811,0.286,6.625,39100,64000,1947,0.185,0.462,0.001,0.61,0.400,1687.9,0.1619,7234,18064,2068.8,34227,0.09894,2
303,0.043169811,0.286,6.625,41800,64000,1947,0.186,0.437,0.001,0.65,0.426,1804.5,0.1540,7775,18267,2223.6,34611,0.10059,2
138,0.043478261,0.375,8.625,57000,74500,1964,0.227,0.69,0.001,0.77,0.329,2478.3,0.5066,12939,39330,4852.1,127208,0.38760,2
139,0.043478261,0.375,8.625,60000,74500,1964,0.227,0.69,0.001,0.81,0.329,2608.7,0.5066,13620,41400,5107.5,133903,0.40800,2
140,0.043478261,0.375,8.625,66000,82000,1964,0.227,0.69,0.001,0.80,0.329,2869.6,0.5066,14982,45540,5618.3,147293,0.40775,2
300,0.045283019,0.3,6.625,47000,58000,1938,0.108,0.384,0.001,0.81,0.281,2128.3,0.0824,5076,18048,1522.8,35870,0.06679,2
301,0.045283019,0.3,6.625,54000,59500,1938,0.108,0.384,0.001,0.91,0.281,2445.3,0.0824,5832,20736,1749.6,41213,0.07481,2
637,0.052666667,0.237,4.5,36700,69500,1984,0.247,0.74,0.001,0.53,0.334,1932.9,0.1949,9065,27158,2148.4,28964,0.10294,2
638,0.052666667,0.237,4.5,42400,73500,1984,0.24,0.71,0.001,0.58,0.338,2233.1,0.1817,10176,30104,2411.7,32106,0.10484,2
1035,0.052666667,0.237,4.5,42500,65900,1970,0.21,0.655,0.001,0.64,0.321,2238.3,0.1467,8925,27838,2115.2,29689,0.09461,2
1090,0.052666667,0.237,4.5,49000,65100,1954,0.109,0.431,0.001,0.75,0.253,2580.7,0.0501,5341,21119,1265.8,22523,0.03771,2
1091,0.052666667,0.237,4.5,44000,63000,1954,0.105,0.401,0.001,0.70,0.262,2317.3,0.0449,4620,17644,1094.9,18817,0.03136,2
1092,0.052666667,0.237,4.5,40500,61500,1954,0.141,0.422,0.001,0.66,0.334,2133.0,0.0635,5711,17091,1353.4,18228,0.04179,2
1093,0.052666667,0.237,4.5,44100,73500,1990,0.246,0.663,0.001,0.60,0.371,2322.6,0.1739,10849,29238,2571.1,31183,0.10437,2
1094,0.052666667,0.237,4.5,46700,65600,1954,0.125,0.468,0.001,0.71,0.267,2459.5,0.0624,5838,21856,1383.5,23309,0.04442,2
1095,0.052666667,0.237,4.5,47900,76700,1990,0.246,0.658,0.001,0.62,0.374,2522.7,0.1726,11783,31518,2792.7,33614,0.10781,2
950,0.053714286,0.188,3.5,74500,84000,1992,0.196,0.85,0.002,0.89,0.231,4001.7,0.1096,14602,63325,2745.2,41668,0.09722,2
2,0.053960784,0.688,12.75,48000,69000,1966,0.248,0.599,0.003,0.70,0.414,2590.1,1.3031,11904,28752,8190.0,252213,0.90650,2
999,0.064842105,0.154,2.375,45600,79000,1965,0.251,0.41,0.001,0.58,0.612,2956.8,0.0376,11446,18696,1762.6,6838,0.02173,2
1000,0.064842105,0.154,2.375,45600,79000,1965,0.215,0.74,0.001,0.58,0.291,2956.8,0.0582,9804,33744,1509.8,12342,0.03359,2
1032,0.065207547,0.432,6.625,50700,80100,1970,0.262,0.813,0.001,0.63,0.322,3306.0,0.6096,13283,41219,5738.4,117969,0.38587,2
171,0.074888889,0.337,4.5,40300,69500,1958,0.235,0.498,0.001,0.58,0.472,3018.0,0.1775,9471,20069,3191.6,30435,0.10291,2
172,0.074888889,0.337,4.5,48500,67500,1960,0.227,0.78,0.003,0.72,0.291,3632.1,0.2685,11010,37830,3710.2,57369,0.19293,2
1033,0.074888889,0.337,4.5,40600,71000,1970,0.19,0.795,0.001,0.57,0.239,3040.5,0.2291,7714,32277,2599.6,48948,0.13099,2
1126,0.011466667,0.344,30,49700,78700,1956,0.248,0.972,0.001,0.63,0.255,569.9,2.4877,12326,48308,4240.0,498543,1.57101,3
1127,0.011466667,0.344,30,55100,79000,1956,0.248,0.972,0.001,0.70,0.255,631.8,2.4877,13665,53557,4700.7,552710,1.73509,3
1128,0.011466667,0.344,30,47700,72600,1956,0.237,0.903,0.001,0.66,0.262,547.0,2.2086,11305,43073,3888.9,444514,1.45110,3
1129,0.011466667,0.344,30,47900,72100,1956,0.237,0.903,0.001,0.66,0.262,549.3,2.2086,11352,43254,3905.2,446378,1.46729,3
1274,0.012772727,0.281,22,53598,72346,1949,0.234,0.936,0.001,0.74,0.250,684.6,1.3540,12542,50168,3524.3,310137,1.00312,3
1275,0.012772727,0.281,22,49884,71933,1949,0.227,0.708,0.001,0.69,0.321,637.2,0.9935,11324,35318,3182.0,218335,0.68900,3
1276,0.012772727,0.281,22,51957,71061,1949,0.226,0.718,0.001,0.73,0.315,663.6,1.0031,11742,37305,3299.6,230620,0.73346,3
660,0.0136875,0.219,16,52500,71500,1971,0.209,0.816,0.001,0.73,0.256,718.6,0.5976,10973,42840,2403.0,150111,0.43879,3
429,0.013888889,0.25,18,52500,80500,1943,0.338,0.517,0.001,0.65,0.654,729.2,0.7864,17745,27143,4436.3,122141,0.51284,3
806,0.014745098,0.188,12.75,48500,69000,1974,0.226,0.961,0.002,0.70,0.235,715.1,0.5206,10961,46609,2060.7,111721,0.36593,3
235,0.0156,0.312,20,46500,62000,1947,0.241,0.59,0.002,0.75,0.408,725.4,0.8873,11207,27435,3496.4,171194,0.66545,3
237,0.0156,0.312,20,46800,77000,1953,0.317,0.659,0.002,0.61,0.481,730.1,1.3036,14836,30841,4628.7,192449,0.79229,3
242,0.0156,0.312,20,53000,75500,1976,0.165,1.06,0.001,0.70,0.156,826.8,1.0914,8745,56180,2728.4,350563,0.76613,3
243,0.0156,0.312,20,56500,83000,2003,0.226,1.11,0.001,0.68,0.204,881.4,1.5654,12769,62715,3983.9,391342,1.06558,3
1028,0.0156,0.312,20,50300,75700,1958,0.256,1.04,0.001,0.66,0.246,784.7,1.6613,12877,52312,4017.6,326427,1.10390,3
1029,0.0156,0.312,20,44400,68900,1958,0.24,0.57,0.001,0.64,0.421,692.6,0.8536,10656,25308,3324.7,157922,0.55009,3
1283,0.0156,0.312,20,48424,70209,1977,0.24,1.082,0.001,0.69,0.222,755.4,1.6204,11622,52395,3626.0,326943,1.11761,3
434,0.015625,0.25,16,47400,71000,1960,0.25,0.69,0.002,0.67,0.362,740.6,0.6900,11850,32706,2962.5,130824,0.46065,3
438,0.015625,0.25,16,52000,66000,1959,0.213,0.67,0.001,0.79,0.318,812.5,0.5708,11076,34840,2769.0,139360,0.44975,3
448,0.015625,0.25,16,57000,71500,1959,0.207,0.67,0.001,0.80,0.309,890.6,0.5548,11799,38190,2949.8,152760,0.44226,3
449,0.015625,0.25,16,57000,70500,1959,0.243,0.71,0.001,0.81,0.342,890.6,0.6901,13851,40470,3462.8,161880,0.55797,3
1036,0.015625,0.25,16,48600,65700,1970,0.209,0.926,0.001,0.74,0.226,759.4,0.7741,10157,45004,2539.4,180014,0.57265,3
759,0.015921569,0.203,12.75,61500,74000,1965,0.255,1.12,0.014,0.83,0.228,979.2,0.7392,15683,68880,3183.5,178279,0.61434,3
1201,0.015921569,0.203,12.75,51344,74873,1959,0.261,0.892,0.001,0.69,0.293,817.5,0.6026,13401,45799,2720.4,118539,0.41321,3
1202,0.015921569,0.203,12.75,57411,76739,1959,0.244,0.883,0.001,0.75,0.276,914.1,0.5576,14008,50694,2843.7,131209,0.41719,3
1203,0.015921569,0.203,12.75,53311,75879,1959,0.279,0.87,0.002,0.70,0.321,848.8,0.6282,14874,46381,3019.4,120045,0.44139,3
1204,0.015921569,0.203,12.75,50573,73656,1959,0.278,0.867,0.002,0.69,0.321,805.2,0.6238,14059,43847,2854.0,113486,0.42833,3
1205,0.015921569,0.203,12.75,48633,69600,1959,0.29,0.808,0.001,0.70,0.359,774.3,0.6065,14104,39295,2863.0,101706,0.42378,3
1206,0.015921569,0.203,12.75,49124,69045,1959,0.26,0.826,0.001,0.71,0.315,782.1,0.5559,12772,40576,2592.8,105022,0.39548,3
1207,0.015921569,0.203,12.75,50303,72375,1959,0.267,0.782,0.001,0.70,0.341,800.9,0.5404,13431,39337,2726.5,101814,0.37560,3
1208,0.015921569,0.203,12.75,51081,70091,1959,0.266,0.781,0.001,0.73,0.341,813.3,0.5377,13588,39894,2758.3,103256,0.39186,3
1209,0.015921569,0.203,12.75,52572,73303,1959,0.268,0.84,0.001,0.72,0.319,837.0,0.5827,14089,44160,2860.1,114298,0.41788,3
1210,0.015921569,0.203,12.75,48263,70828,1959,0.26,0.773,0.001,0.68,0.336,768.4,0.5202,12548,37307,2547.3,96561,0.35446,3
662,0.017176471,0.219,12.75,51000,72000,1962,0.207,0.859,0.001,0.71,0.241,876.0,0.4965,10557,43809,2312.0,122326,0.35169,3
1047,0.017333333,0.312,18,55500,82000,1949,0.279,0.83,0.001,0.68,0.336,962.0,1.3005,15485,46065,4831.2,258701,0.88021,3
1048,0.017333333,0.312,18,55000,73000,1950,0.254,0.63,0.001,0.75,0.403,953.3,0.8987,13970,34650,4358.6,194594,0.67708,3
1037,0.017488372,0.188,10.75,50000,69100,1963,0.237,0.751,0.001,0.72,0.316,874.4,0.3597,11850,37550,2227.8,75889,0.26028,3
339,0.0175625,0.281,16,47000,70000,1953,0.255,0.59,0.001,0.67,0.432,825.4,0.6764,11985,27730,3367.8,124674,0.45417,3
340,0.0175625,0.281,16,48400,71000,1953,0.255,0.59,0.001,0.68,0.432,850.0,0.6764,12342,28556,3468.1,128388,0.46111,3
1150,0.0175625,0.281,16,48574,80225,1953,0.267,0.654,0.001,0.61,0.408,853.1,0.7851,12969,31767,3644.4,142826,0.47535,3
1151,0.0175625,0.281,16,47682,73044,1953,0.283,0.538,0.001,0.65,0.526,837.4,0.6845,13494,25653,3791.8,115336,0.44685,3
764,0.018883721,0.203,10.75,47300,70000,1959,0.253,0.79,0.001,0.68,0.320,893.2,0.4362,11967,37367,2429.3,81544,0.29472,3
1257,0.018883721,0.203,10.75,49752,60437,1951,0.15,0.66,0.001,0.82,0.227,939.5,0.2160,7463,32836,1514.9,71657,0.17785,3
252,0.0195,0.312,16,48500,60500,1959,0.24,0.72,0,0.80,0.333,945.8,0.8626,11640,34920,3631.7,174321,0.69152,3
253,0.0195,0.312,16,49000,73500,1976,0.227,1.03,0.001,0.67,0.220,955.5,1.1672,11123,50470,3470.4,251946,0.77812,3
255,0.0195,0.312,16,49750,68000,2002,0.162,1.06,0.001,0.73,0.153,970.1,0.8572,8060,52735,2514.6,263253,0.62716,3
257,0.0195,0.312,16,59900,74500,1953,0.29,0.88,0,0.80,0.330,1168.1,1.2740,17371,52712,5419.8,263138,1.02430,3
258,0.0195,0.312,16,60500,69500,1959,0.24,0.72,0,0.87,0.333,1179.8,0.8626,14520,43560,4530.2,217452,0.75091,3
485,0.019607843,0.25,12.75,42400,66500,1957,0.222,0.766,0.001,0.64,0.290,831.4,0.5420,9413,32478,2353.2,103525,0.34560,3
487,0.019607843,0.25,12.75,46500,72000,1954,0.243,0.789,0.001,0.65,0.308,911.8,0.6111,11300,36689,2824.9,116945,0.39469,3
488,0.019607843,0.25,12.75,46600,71500,1971,0.207,0.627,0.003,0.65,0.330,913.7,0.4137,9646,29218,2411.6,93133,0.26963,3
492,0.019607843,0.25,12.75,47700,72500,2000,0.188,0.936,0.001,0.66,0.201,935.3,0.5609,8968,44647,2241.9,142313,0.36903,3
493,0.019607843,0.25,12.75,47900,66000,1950,0.26,0.79,0.003,0.73,0.329,939.2,0.6547,12454,37841,3113.5,120618,0.47516,3
497,0.019607843,0.25,12.75,49300,75500,1954,0.237,0.785,0.001,0.65,0.302,966.7,0.5930,11684,38701,2921.0,123358,0.38723,3
503,0.019607843,0.25,12.75,50000,72000,1954,0.208,0.766,0.001,0.69,0.272,980.4,0.5079,10400,38300,2600.0,122081,0.35268,3
504,0.019607843,0.25,12.75,50500,66000,1950,0.27,0.78,0.002,0.77,0.346,990.2,0.6713,13635,39390,3408.8,125556,0.51364,3
506,0.019607843,0.25,12.75,51000,68000,1954,0.216,0.432,0.001,0.75,0.500,1000.0,0.2974,11016,22032,2754.0,70227,0.22307,3
510,0.019607843,0.25,12.75,51500,75500,1954,0.318,0.852,0.001,0.68,0.373,1009.8,0.8636,16377,43878,4094.3,139861,0.58908,3
514,0.019607843,0.25,12.75,52500,72000,1957,0.231,0.84,0.001,0.73,0.275,1029.4,0.6185,12128,44100,3031.9,140569,0.45099,3
531,0.019607843,0.25,12.75,55000,68000,1954,0.215,0.604,0.001,0.81,0.356,1078.4,0.4139,11825,33220,2956.3,105889,0.33480,3
532,0.019607843,0.25,12.75,55500,75500,1957,0.249,1.05,0.002,0.74,0.237,1088.2,0.8334,13820,58275,3454.9,185752,0.61261,3
535,0.019607843,0.25,12.75,55500,74500,1954,0.237,0.621,0.001,0.74,0.382,1088.2,0.4691,13154,34466,3288.4,109859,0.34948,3
544,0.019607843,0.25,12.75,58275,82850,1985,0.218,1.01,0.001,0.70,0.216,1142.6,0.7018,12704,58858,3176.0,187609,0.49365,3
551,0.019607843,0.25,12.75,60000,76000,1951,0.205,0.686,0.001,0.79,0.299,1176.5,0.4483,12300,41160,3075.0,131198,0.35389,3
572,0.019607843,0.25,12.75,68500,75000,1954,0.216,0.432,0.001,0.91,0.500,1343.1,0.2974,14796,29592,3699.0,94325,0.27165,3
348,0.020071429,0.281,14,53000,69500,1964,0.219,0.866,0.002,0.76,0.253,1063.8,0.7461,11607,45898,3261.6,180563,0.56897,3
688,0.020372093,0.219,10.75,52500,61500,1958,0.168,0.671,0.001,0.85,0.250,1069.5,0.2654,8820,35228,1931.6,82934,0.22655,3
689,0.020372093,0.219,10.75,54000,73000,1965,0.237,0.592,0.001,0.74,0.400,1100.1,0.3303,12798,31968,2802.8,75261,0.24434,3
690,0.020372093,0.219,10.75,54000,73500,1965,0.237,0.595,0.001,0.73,0.398,1100.1,0.3320,12798,32130,2802.8,75642,0.24391,3
691,0.020372093,0.219,10.75,59500,78000,1958,0.22,0.88,0.001,0.76,0.250,1212.1,0.4558,13090,52360,2866.7,123269,0.34768,3
951,0.021449275,0.185,8.625,54000,70000,1965,0.276,0.645,0.001,0.77,0.428,1158.3,0.2841,14904,34830,2757.2,55576,0.21913,3
952,0.021449275,0.185,8.625,62500,77500,1965,0.269,0.649,0.001,0.81,0.414,1340.6,0.2786,16813,40563,3110.3,64723,0.22465,3
953,0.021449275,0.185,8.625,72000,83000,1965,0.269,0.649,0.001,0.87,0.414,1544.3,0.2786,19368,46728,3583.1,74560,0.24165,3
860,0.021797101,0.188,8.625,51500,71000,1979,0.199,1.33,0.001,0.73,0.150,1122.6,0.4292,10249,68495,1926.7,111065,0.31129,3
861,0.021797101,0.188,8.625,52500,72000,1982,0.205,0.869,0.002,0.73,0.236,1144.3,0.2889,10763,45623,2023.4,73977,0.21063,3
863,0.021797101,0.188,8.625,53000,70000,1969,0.233,0.858,0.001,0.76,0.272,1155.2,0.3242,12349,45474,2321.6,73736,0.24544,3
864,0.021797101,0.188,8.625,53500,66500,1960,0.232,0.79,0.003,0.80,0.294,1166.1,0.2972,12412,42265,2333.5,68533,0.23909,3
866,0.021797101,0.188,8.625,54000,72000,1963,0.23,0.83,0.001,0.75,0.277,1177.0,0.3095,12420,44820,2335.0,72676,0.23216,3
867,0.021797101,0.188,8.625,54000,65000,1969,0.225,0.8,0.001,0.83,0.281,1177.0,0.2919,12150,43200,2284.2,70049,0.24248,3
869,0.021797101,0.188,8.625,55000,65500,1969,0.225,0.8,0.001,0.84,0.281,1198.8,0.2919,12375,44000,2326.5,71346,0.24508,3
874,0.021797101,0.188,8.625,58000,75500,1982,0.247,0.838,0.003,0.77,0.295,1264.2,0.3356,14326,48604,2693.3,78811,0.25783,3
1020,0.021797101,0.188,8.625,48900,64300,1960,0.235,0.801,0.001,0.76,0.293,1065.9,0.3052,11492,39169,2160.4,63512,0.23212,3
352,0.022039216,0.281,12.75,37900,66000,1950,0.26,0.77,0.0002,0.57,0.338,835.3,0.7173,9854,29183,2769.0,104555,0.41188,3
1106,0.022039216,0.281,12.75,45200,66000,1983,0.247,0.5,0.001,0.68,0.494,996.2,0.4425,11164,22600,3137.2,80970,0.30302,3
1108,0.022039216,0.281,12.75,46000,69900,1983,0.264,0.45,0.001,0.66,0.587,1013.8,0.4256,12144,20700,3412.5,74163,0.28010,3
15,0.022727273,0.5,22,47500,76200,1949,0.252,0.825,0.001,0.62,0.305,1079.5,2.2869,11970,39188,5985.0,431063,1.42556,3
16,0.022727273,0.5,22,48200,76500,1949,0.287,0.833,0.001,0.63,0.345,1095.5,2.6298,13833,40151,6916.7,441657,1.65693,3
17,0.022727273,0.5,22,48300,76500,1949,0.276,0.831,0.001,0.63,0.332,1097.7,2.5229,13331,40137,6665.4,441510,1.59290,3
18,0.022727273,0.5,22,51000,79000,1949,0.261,0.838,0.001,0.65,0.311,1159.1,2.4059,13311,42738,6655.5,470118,1.55317,3
1089,0.022727273,0.5,22,52400,80900,1949,0.235,0.878,0.001,0.65,0.268,1190.9,2.2696,12314,46007,6157.0,506079,1.47007,3
