ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe_Vintage,C,Mn,Nb,YS/TS,C/Mn,WT/OD*YS,WT*OD*C*Mn,YS*C,YS*Mn,WT*YS*C,WT*OD*YS*Mn,WT*OD*YS*TS*C*Mn,Pipe_Grade
334,0.011708333,0.281,24,72000,91000,1992,0.07,1.41,0.041,0.79,0.050,843.0,0.6656,5040,101520,1416.2,684651,0.52665,7
1018,0.0135,0.405,30,69800,87800,1976,0.171,0.12,0.022,0.79,1.425,942.3,0.2493,11936,8376,4834.0,101768,0.19820,7
245,0.0156,0.312,20,71300,89400,1994,0.069,0.99,0.051,0.80,0.070,1112.3,0.4263,4920,70587,1534.9,440463,0.33995,7
83,0.015625,0.375,24,71500,94000,2011,0.055,1.62,0.042,0.76,0.034,1117.2,0.8019,3933,115830,1474.7,1042470,0.60996,7
84,0.015625,0.375,24,75500,91000,2011,0.059,1.67,0.044,0.83,0.035,1179.7,0.8868,4455,126085,1670.4,1134765,0.73573,7
87,0.015625,0.375,24,84000,96000,2011,0.062,1.68,0.045,0.88,0.037,1312.5,0.9374,5208,141120,1953.0,1270080,0.82026,7
469,0.015625,0.25,16,83500,97500,2012,0.048,1.55,0.053,0.86,0.031,1304.7,0.2976,4008,129425,1002.0,517700,0.25487,7
470,0.015625,0.25,16,87000,98500,2012,0.042,1.58,0.051,0.88,0.027,1359.4,0.2654,3654,137460,913.5,549840,0.23445,7
677,0.017176471,0.219,12.75,68500,82000,1980,0.058,1.02,0.061,0.84,0.057,1176.6,0.1652,3973,69870,870.1,195095,0.13799,7
678,0.017176471,0.219,12.75,70000,90500,1981,0.093,1.56,0.05,0.77,0.060,1202.4,0.4051,6510,109200,1425.7,304914,0.31334,7
679,0.017176471,0.219,12.75,73500,90000,1981,0.11,1.5,0.054,0.82,0.073,1262.5,0.4607,8085,110250,1770.6,307846,0.37626,7
304,0.0176875,0.283,16,68000,80000,1999,0.045,1.3,0.056,0.85,0.035,1202.8,0.2649,3060,88400,866.0,400275,0.22515,7
474,0.017857143,0.25,14,68000,84500,1981,0.058,1.03,0.056,0.80,0.056,1214.3,0.2091,3944,70040,986.0,245140,0.16826,7
475,0.017857143,0.25,14,70000,86000,1981,0.053,1.05,0.06,0.81,0.050,1250.0,0.1948,3710,73500,927.5,257250,0.15854,7
476,0.017857143,0.25,14,70000,86000,1981,0.055,1.06,0.06,0.81,0.052,1250.0,0.2041,3850,74200,962.5,259700,0.16609,7
477,0.017857143,0.25,14,72000,82500,1981,0.05,1.01,0.055,0.87,0.050,1285.7,0.1768,3600,72720,900.0,254520,0.15425,7
479,0.017857143,0.25,14,75500,87000,1981,0.064,1.03,0.063,0.87,0.062,1348.2,0.2307,4832,77765,1208.0,272178,0.20022,7
974,0.018086957,0.156,8.625,69500,83000,1985,0.06,1.32,0.088,0.84,0.045,1257.0,0.1066,4170,91740,650.5,123436,0.08923,7
977,0.018086957,0.156,8.625,76500,93500,1985,0.064,1.34,0.092,0.82,0.048,1383.7,0.1154,4896,102510,763.8,137927,0.09441,7
90,0.01875,0.375,20,78500,84000,2015,0.074,1.36,0.04,0.93,0.054,1471.9,0.7548,5809,106760,2178.4,800700,0.70538,7
91,0.01875,0.375,20,80500,95000,2015,0.074,1.36,0.04,0.85,0.054,1509.4,0.7548,5957,109480,2233.9,821100,0.63959,7
269,0.024470588,0.312,12.75,73500,87500,1999,0.064,1.32,0.036,0.84,0.048,1798.6,0.3361,4704,97020,1467.6,385946,0.28229,7
270,0.024470588,0.312,12.75,77000,83500,2000,0.071,1.21,0.039,0.92,0.059,1884.2,0.3417,5467,93170,1705.7,370630,0.31515,7
4,0.026041667,0.625,24,70000,81500,1997,0.076,1.29,0.036,0.86,0.059,1822.9,1.4706,5320,90300,3325.0,1354500,1.26309,7
5,0.034722222,0.625,18,68500,88000,1996,0.075,1.47,0.042,0.78,0.051,2378.5,1.2403,5138,100695,3210.9,1132819,0.96547,7
25,0.046511628,0.5,10.75,62500,77000,2002,0.135,1.24,0.033,0.81,0.109,2907.0,0.8998,8438,77500,4218.8,416563,0.73034,7
46,0.010047619,0.422,42,85000,94000,2008,0.046,1.7,0.043,0.90,0.027,854.0,1.3860,3910,144500,1650.0,2561118,1.25331,8
146,0.011933333,0.358,30,88000,100000,2001,0.052,1.58,0.073,0.88,0.033,1050.1,0.8824,4576,139040,1638.2,1493290,0.77651,8
424,0.0125,0.25,20,71000,95000,2006,0.047,1.7,0.074,0.75,0.028,887.5,0.3995,3337,120700,834.3,603500,0.29857,8
425,0.0125,0.25,20,75000,90500,2006,0.036,1.66,0.067,0.83,0.022,937.5,0.2988,2700,124500,675.0,622500,0.24762,8
426,0.0125,0.25,20,78500,89500,2006,0.036,1.66,0.067,0.88,0.022,981.3,0.2988,2826,130310,706.5,651550,0.26208,8
427,0.0125,0.25,20,87000,95500,2006,0.047,1.7,0.074,0.91,0.028,1087.5,0.3995,4089,147900,1022.3,739500,0.36394,8
7,0.013888889,0.5,36,72000,89000,2013,0.036,1.56,0.067,0.81,0.023,1000.0,1.0109,2592,112320,1296.0,2021760,0.81779,8
8,0.013888889,0.5,36,72600,90700,2013,0.044,1.75,0.076,0.80,0.025,1008.3,1.3860,3194,127050,1597.2,2286900,1.10941,8
9,0.013888889,0.5,36,74400,88900,2013,0.032,1.56,0.068,0.84,0.021,1033.3,0.8986,2381,116064,1190.4,2089152,0.75200,8
10,0.013888889,0.5,36,74925,92500,2013,0.045,1.74,0.071,0.81,0.026,1040.6,1.4094,3372,130370,1685.8,2346651,1.14161,8
11,0.013888889,0.5,36,76000,94800,2013,0.046,1.74,0.077,0.80,0.026,1055.6,1.4407,3496,132240,1748.0,2380320,1.15501,8
12,0.013888889,0.5,36,79600,93300,2013,0.047,1.55,0.082,0.85,0.030,1105.6,1.3113,3741,123380,1870.6,2220840,1.11875,8
13,0.013888889,0.5,36,80000,93800,2013,0.042,1.75,0.066,0.85,0.024,1111.1,1.3230,3360,140000,1680.0,2520000,1.12836,8
14,0.013888889,0.5,36,80400,96000,2013,0.038,1.54,0.079,0.84,0.025,1116.7,1.0534,3055,123816,1527.6,2228688,0.88219,8
45,0.0143,0.429,30,82500,96500,2011,0.065,1.59,0.049,0.85,0.041,1179.8,1.3301,5363,131175,2300.5,1688222,1.13714,8
71,0.014423077,0.375,26,87500,103100,2016,0.064,1.61,0.072,0.85,0.040,1262.0,1.0046,5600,140875,2100.0,1373531,0.85263,8
33,0.0146,0.438,30,73500,90000,2007,0.116,1.38,0.02,0.82,0.084,1073.1,2.1035,8526,101430,3734.4,1332790,1.71782,8
34,0.0146,0.438,30,73500,89500,2007,0.121,1.37,0.021,0.82,0.088,1073.1,2.1782,8894,100695,3895.4,1323132,1.78882,8
36,0.0146,0.438,30,81000,89500,2007,0.106,1.44,0.017,0.91,0.074,1182.6,2.0057,8586,116640,3760.7,1532650,1.81521,8
3,0.014880952,0.625,42,78500,97500,2008,0.056,1.57,0.075,0.81,0.036,1168.2,2.3079,4396,123245,2747.5,3235181,1.85816,8
246,0.0156,0.312,20,85500,99500,2013,0.055,1.47,0.085,0.86,0.037,1333.8,0.5045,4703,125685,1467.2,784274,0.43352,8
247,0.0156,0.312,20,86000,96000,2013,0.055,1.47,0.085,0.90,0.037,1341.6,0.5045,4730,126420,1475.8,788861,0.45195,8
467,0.015625,0.25,16,78500,91000,2013,0.051,1.59,0.08,0.86,0.032,1226.6,0.3244,4004,124815,1000.9,499260,0.27981,8
468,0.015625,0.25,16,81500,93000,2013,0.048,1.59,0.076,0.88,0.030,1273.4,0.3053,3912,129585,978.0,518340,0.26753,8
1019,0.017666667,0.53,30,72000,91000,2015,0.068,0.156,0.068,0.79,0.436,1272.0,0.1687,4896,11232,2594.9,178589,0.13345,8
1244,0.020625,0.495,24,83460,90873,2017,0.036,1.56,0.064,0.92,0.023,1721.4,0.6672,3005,130198,1487.3,1546747,0.61276,8
1245,0.020625,0.495,24,82995,92531,2017,0.036,1.56,0.064,0.90,0.023,1711.8,0.6672,2988,129472,1479.0,1538130,0.59842,8
1246,0.020625,0.495,24,87076,96987,2017,0.049,1.55,0.067,0.90,0.032,1795.9,0.9023,4267,134968,2112.0,1603417,0.81008,8
1247,0.020625,0.495,24,88842,100660,2017,0.049,1.55,0.067,0.88,0.032,1832.4,0.9023,4353,137705,2154.9,1635937,0.79635,8
